player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Calvin Turner Jr.,109028,WR,HAWAII,1,18,0,180,0,-2.0,1,100.0,,0,0,0.0,0,1,0,81.5,95.2,0,5,0.0,0,2,1,100.0,2,87.5,1,50.0,0,5,7,7.0,5.0,2.5,12.3,1,44.4,0.0,0,2,0.0,0,3,0,68.7,68.0,0,17,0.0,0,40,4,97.5,39,99.3,9,23.1,1,50,22,5.5,12.5,1.28
Chris Olave,84355,WR,OHIO STATE,1,17,0,260,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,59.0,0,6,0.0,0,4,2,100.0,4,83.3,2,50.0,0,8,14,7.0,4.0,2.0,-3.0,0,100.0,,0,0,0.0,0,0,0,67.5,67.3,0,6,0.0,0,4,2,100.0,4,83.3,2,50.0,0,8,14,7.0,4.0,2.0
Roderic Burns,84334,WR,N TEXAS,1,17,0,251,0,-2.4,2,100.0,,0,0,0.0,0,1,0,92.6,82.6,0,27,0.0,0,9,5,88.9,8,100.0,5,62.5,0,40,52,10.4,8.0,5.0,8.7,3,70.6,66.7,2,3,7.7,1,6,0,75.4,73.0,0,42,0.0,0,56,12,91.1,51,96.0,17,33.3,0,143,76,6.3,11.9,2.8
Garrett Wilson,97405,WR,OHIO STATE,1,14,0,260,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,55.0,0,5,0.0,0,4,1,100.0,4,87.5,1,25.0,0,5,7,7.0,5.0,1.25,3.5,0,50.0,0.0,0,1,0.0,0,0,0,64.9,64.6,0,5,0.0,0,8,1,100.0,8,56.3,2,25.0,0,5,7,7.0,5.0,0.63
Trey McBride,75916,TE,COLO STATE,1,14,0,144,0,0.0,0,0.0,,0,0,100.0,1,0,0,0.0,21.3,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,1,0,58.9,83.8,0,16,0.0,0,6,1,100.0,6,118.8,1,16.7,0,16,9,9.0,16.0,2.67
Bo Melton,61610,WR,RUTGERS,1,14,0,278,0,-3.0,3,100.0,,0,0,0.0,0,1,0,90.0,88.4,0,9,0.0,0,7,3,100.0,7,93.1,3,42.9,0,19,28,9.3,6.3,2.71,5.0,1,100.0,,0,0,0.0,0,1,0,66.1,62.4,0,8,0.0,0,2,1,100.0,2,100.0,1,50.0,0,8,3,3.0,8.0,4.0
Corey Sutton,61123,WR,APP STATE,1,13,0,108,0,,0,,,0,0,,0,0,0,,51.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,62.9,64.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Te'Vailance Hunt,78109,WR,ARK STATE,1,13,0,113,0,,0,,,0,0,,0,0,0,,48.4,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,0,0,67.8,64.4,0,5,0.0,0,6,1,83.3,5,87.5,1,20.0,0,5,0,0.0,5.0,1.0
Jalen Tolbert,61637,WR,S ALABAMA,1,13,0,288,0,0.0,1,100.0,,0,0,0.0,0,1,0,90.0,74.9,0,8,0.0,0,8,3,100.0,8,97.2,3,37.5,0,22,22,7.3,7.3,2.75,14.8,0,20.0,0.0,0,1,50.0,1,1,0,29.8,54.9,0,8,0.0,0,17,1,94.1,16,39.6,5,31.3,0,8,8,8.0,8.0,0.5
Corey Rucker,121539,WR,ARK STATE,1,13,0,113,0,-3.5,2,100.0,,0,0,0.0,0,2,0,86.7,97.6,0,16,0.0,0,5,2,80.0,4,118.8,2,50.0,0,27,34,17.0,13.5,6.75,12.7,0,55.6,0.0,0,1,16.7,1,4,1,32.9,57.4,0,23,0.0,0,61,5,91.8,56,118.3,9,16.1,1,71,22,4.4,14.2,1.27
