player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Xavier Hutchinson,122518,WR,IOWA STATE,1,17,0,193,0,-2.0,0,100.0,,0,0,0.0,0,0,0,91.4,63.7,0,2,0.0,0,4,4,100.0,4,79.2,4,100.0,0,1,9,2.3,0.3,0.25,2.0,0,75.0,,0,0,0.0,0,2,0,82.7,70.8,0,13,0.0,0,14,6,100.0,14,77.1,8,57.1,0,22,25,4.2,3.7,1.57
Josh Downs,122832,WR,N CAROLINA,1,16,0,245,0,-3.4,0,100.0,,0,0,0.0,0,2,0,92.6,90.8,0,16,0.0,0,6,5,100.0,6,101.7,5,83.3,0,42,59,11.8,8.4,7.0,6.3,1,66.7,50.0,1,2,0.0,0,6,0,85.1,74.7,0,25,0.0,0,52,10,96.2,50,123.9,15,30.0,2,96,76,7.6,9.6,1.92
Rashee Rice,97605,WR,SMU,1,15,0,287,0,-3.8,0,100.0,,0,0,0.0,0,2,0,91.4,88.4,0,12,0.0,0,8,4,100.0,8,129.2,4,50.0,1,22,37,9.3,5.5,2.75,7.2,3,83.3,0.0,0,1,0.0,0,3,0,82.2,90.4,0,75,0.0,0,7,5,85.7,6,158.3,6,100.0,2,97,74,14.8,19.4,16.17
Parker Washington,129799,WR,PENN STATE,1,14,0,266,0,-2.5,1,50.0,,0,0,0.0,0,1,0,86.7,50.7,2,4,0.0,0,10,2,100.0,10,16.7,4,40.0,0,8,15,7.5,4.0,0.8,10.1,0,62.5,50.0,1,2,0.0,0,4,0,84.7,87.5,2,27,0.0,0,26,5,96.2,25,59.4,8,32.0,0,86,12,2.4,17.2,3.44
Nikko Remigio,84150,WR,FRESNO ST,1,14,0,169,0,0.0,0,0.0,,0,0,100.0,1,0,0,0.0,21.7,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,10.2,1,72.7,0.0,0,1,11.1,1,6,0,54.9,67.5,1,37,0.0,0,38,8,94.7,36,104.5,11,30.6,2,106,38,4.8,13.3,2.94
Alex Adams,124085,WR,AKRON,1,14,0,102,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,13.6,0,71.4,33.3,1,3,9.1,1,6,0,70.9,77.2,1,35,0.0,0,52,10,98.1,51,89.9,14,27.5,1,115,20,2.0,11.5,2.25
Malik Knowles,78141,WR,KANSAS ST,1,13,0,199,0,0.0,0,100.0,,0,0,0.0,0,1,0,81.5,77.6,0,4,0.0,0,5,1,100.0,5,83.3,1,20.0,0,4,4,4.0,4.0,0.8,10.7,2,66.7,,0,0,0.0,0,2,0,80.9,72.7,0,25,0.0,0,4,2,100.0,4,96.5,3,75.0,0,28,30,15.0,14.0,7.0
Malachi Corley,66272,WR,W KENTUCKY,1,13,0,346,0,-0.9,4,85.7,0.0,0,1,0.0,0,2,0,93.6,93.1,0,22,7.7,1,13,6,92.3,12,106.5,7,58.3,0,67,72,12.0,11.2,5.58,5.5,3,63.6,33.3,1,3,0.0,0,4,0,83.8,69.6,0,22,2.5,1,40,7,97.5,39,91.5,11,28.2,0,96,74,10.6,13.7,2.46
Dorian Singer,146243,WR,ARIZONA,1,13,0,109,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,52.7,0,3,0.0,0,6,1,100.0,6,79.2,1,16.7,0,3,7,7.0,3.0,0.5,15.0,0,66.7,100.0,1,1,0.0,0,1,0,81.5,81.4,0,23,0.0,0,19,2,89.5,17,129.2,3,17.6,1,23,0,0.0,11.5,1.35
Shocky Jacques-Louis,77960,WR,AKRON,1,13,0,102,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.5,0,-1,0.0,0,2,1,100.0,2,79.2,1,50.0,0,-1,0,0.0,-1.0,-0.5,,0,,,0,0,,0,0,0,66.1,66.9,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Jared Wayne,99691,WR,PITTSBURGH,1,13,0,268,0,,0,,,0,0,,0,0,0,,51.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,17.0,0,50.0,,0,0,0.0,0,1,0,77.5,77.8,0,29,0.0,0,7,1,100.0,7,95.8,2,28.6,0,29,6,6.0,29.0,4.14
Tyrese Chambers,109628,WR,FIU,1,13,0,166,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,0,0,82.2,61.0,0,8,0.0,0,2,1,100.0,2,100.0,1,50.0,0,8,1,1.0,8.0,4.0
Thayer Thomas,61515,WR,NC STATE,1,13,0,248,0,-2.3,1,100.0,,0,0,0.0,0,1,0,91.4,74.2,0,18,0.0,0,8,4,100.0,8,125.0,4,50.0,1,18,27,6.8,4.5,2.25,9.5,1,76.9,50.0,1,2,9.1,1,5,0,62.5,72.8,0,35,0.0,0,44,10,95.5,42,143.6,13,31.0,2,118,35,3.5,11.8,2.81
Tyrin Smith,145487,WR,UTEP,1,13,0,330,0,-2.7,1,100.0,,0,0,0.0,0,1,0,90.0,77.8,0,17,0.0,0,6,3,83.3,5,94.4,3,60.0,0,20,28,9.3,6.7,4.0,7.8,2,75.0,,0,0,18.2,2,5,0,57.1,84.7,0,26,0.0,0,36,9,94.4,34,127.1,12,35.3,1,100,35,3.9,11.1,2.94
Tre Tucker,101106,WR,CINCINNATI,1,13,0,138,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,62.8,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,4,4.0,3.0,3.0,8.5,2,75.0,33.3,1,3,0.0,0,6,0,85.1,74.5,0,21,0.0,0,37,9,100.0,37,98.6,12,32.4,0,98,46,5.1,10.9,2.65
