player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Josh Cameron,144513,WR,BAYLOR,1,19,0,118,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,55.8,0,2,0.0,0,3,1,100.0,3,79.2,1,33.3,0,2,4,4.0,2.0,0.67,8.5,0,50.0,,0,0,0.0,0,1,0,86.3,79.9,0,1,0.0,0,4,1,100.0,4,95.8,2,50.0,1,1,0,0.0,1.0,0.25
Marcel Williams,184707,WR,AKRON,1,18,0,102,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,59.0,0,5,0.0,0,2,1,100.0,2,87.5,1,50.0,0,5,7,7.0,5.0,2.5,9.3,0,100.0,,0,0,0.0,0,2,0,85.5,84.4,0,42,0.0,0,8,3,75.0,6,118.8,3,50.0,0,54,26,8.7,18.0,9.0
Asaad Waseem,171909,WR,FAU,1,15,0,165,0,-2.3,0,100.0,,0,0,0.0,0,1,0,90.0,75.7,0,19,0.0,0,6,3,100.0,6,104.2,3,50.0,0,27,34,11.3,9.0,4.5,7.2,0,69.2,0.0,0,1,18.2,2,2,0,49.8,61.7,0,19,0.0,0,39,9,89.7,35,77.4,13,37.1,0,55,40,4.4,6.1,1.57
Iverson Hooks,163020,WR,UAB,1,15,0,321,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,13.8,1,66.7,50.0,1,2,0.0,0,4,0,80.9,69.5,0,11,0.0,0,27,4,92.6,25,82.6,6,24.0,0,36,6,1.5,9.0,1.44
Andrew Marsh,198804,WR,MICHIGAN,1,15,0,222,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,63.4,0,7,0.0,0,1,1,100.0,1,95.8,1,100.0,0,7,11,11.0,7.0,7.0,9.3,1,66.7,0.0,0,1,0.0,0,3,0,84.2,85.7,0,20,0.0,0,16,4,93.8,15,92.4,6,40.0,0,50,23,5.8,12.5,3.33
Kole Wilson,168441,WR,BAYLOR,1,14,0,118,0,-4.5,0,100.0,,0,0,0.0,0,0,0,86.7,86.6,0,7,0.0,0,3,2,100.0,3,79.2,2,66.7,0,5,14,7.0,2.5,1.67,21.5,2,25.0,33.3,1,3,0.0,0,2,0,76.3,58.3,0,64,0.0,0,52,3,92.3,48,85.8,12,25.0,1,89,41,13.7,29.7,1.85
Nik McMillan,157951,WR,BUFFALO,1,13,0,126,0,0.0,1,100.0,,0,0,0.0,0,1,0,81.5,99.9,0,55,0.0,0,2,1,100.0,2,158.3,1,50.0,1,55,55,55.0,55.0,27.5,0.0,1,100.0,,0,0,0.0,0,1,0,51.7,68.9,0,55,0.0,0,5,1,100.0,5,158.3,1,20.0,1,55,55,55.0,55.0,11.0
Jeremiah Koger,199425,WR,USF,1,13,0,327,0,9.3,1,100.0,,0,0,0.0,0,1,0,90.0,84.3,0,29,0.0,0,8,3,100.0,8,149.3,3,37.5,1,31,7,2.3,10.3,3.88,-3.0,1,100.0,,0,0,0.0,0,0,0,71.9,79.4,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,6,6.0,3.0,3.0
Elijah Metcalf,145307,WR,SO MISS,1,13,0,296,0,-2.7,1,100.0,,0,0,0.0,0,1,0,91.4,91.0,0,11,0.0,0,6,3,83.3,5,90.3,3,60.0,0,17,25,8.3,5.7,3.4,7.7,4,83.3,,0,0,0.0,0,5,0,86.7,84.3,1,34,0.0,0,38,10,97.4,37,100.0,12,32.4,1,116,71,7.1,11.6,3.14
Germie Bernard,158374,WR,ALABAMA,1,13,0,103,0,-4.0,1,100.0,,0,0,0.0,0,1,0,81.5,91.1,0,8,0.0,0,5,1,100.0,5,100.0,1,20.0,0,8,12,12.0,8.0,1.6,13.7,1,33.3,0.0,0,1,0.0,0,2,0,82.2,70.7,0,17,0.0,0,14,2,92.9,13,47.2,6,46.2,0,25,16,8.0,12.5,1.92
Cortez Braham Jr.,157366,WR,MEMPHIS,1,13,0,218,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.0,0,5,0.0,0,4,1,100.0,4,87.5,1,25.0,0,5,8,8.0,5.0,1.25,-3.0,0,100.0,,0,0,0.0,0,0,0,35.9,53.8,0,5,0.0,0,2,1,100.0,2,87.5,1,50.0,0,5,8,8.0,5.0,2.5
Braden Pegan,162463,WR,UTAH ST,1,13,0,329,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,57.1,0,5,0.0,0,3,1,100.0,3,87.5,1,33.3,0,5,7,7.0,5.0,1.67,22.0,0,50.0,,0,0,0.0,0,1,0,81.5,69.1,0,17,0.0,0,5,1,100.0,5,79.2,2,40.0,0,17,3,3.0,17.0,3.4
