player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Nate McCollum,122487,WR,N CAROLINA,1,20,0,245,0,-3.3,2,100.0,,0,0,0.0,0,1,0,90.0,82.5,0,3,0.0,0,4,3,100.0,4,79.2,3,75.0,0,3,13,4.3,1.0,0.75,10.5,2,77.8,50.0,1,2,0.0,0,9,0,77.8,80.7,1,46,0.0,0,42,14,97.6,41,100.5,18,43.9,1,166,45,3.2,11.9,4.05
Tory Horton,128232,WR,COLO STATE,1,18,0,144,0,-4.3,2,100.0,,0,0,0.0,0,0,0,91.4,83.3,0,9,0.0,0,9,3,66.7,6,83.3,3,50.0,0,12,25,8.3,4.0,2.0,3.5,0,50.0,,0,0,0.0,0,1,0,88.9,82.1,1,14,0.0,0,4,1,100.0,4,33.3,2,50.0,0,14,11,11.0,14.0,3.5
LaJohntay Wester,123616,WR,FAU,1,17,0,165,0,-2.5,0,100.0,,0,0,0.0,0,1,0,86.7,85.2,0,8,0.0,0,5,2,80.0,4,93.8,2,50.0,0,13,18,9.0,6.5,3.25,11.2,0,60.0,0.0,0,2,0.0,0,5,0,84.7,73.8,2,19,0.0,0,34,6,91.2,31,39.6,10,32.3,0,65,27,4.5,10.8,2.1
Ricky White,129639,WR,UNLV,1,17,0,325,0,,0,,,0,0,,0,0,0,,54.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.0,0,100.0,,0,0,0.0,0,1,0,84.2,88.5,0,13,0.0,0,8,1,100.0,8,118.8,1,12.5,0,13,1,1.0,13.0,1.63
Erik Brooks,84187,WR,FRESNO ST,1,15,0,169,0,-1.0,0,100.0,,0,0,0.0,0,1,0,86.7,77.8,0,13,0.0,0,6,2,100.0,6,97.9,2,33.3,0,15,17,8.5,7.5,2.5,7.3,3,69.2,100.0,1,1,18.2,2,7,0,49.0,65.5,0,16,0.0,0,41,9,95.1,39,89.3,13,33.3,0,92,36,4.0,10.2,2.36
Malachi Fields,151069,WR,VIRGINIA,1,14,0,335,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.7,0,4,0.0,0,5,1,100.0,5,83.3,1,20.0,0,4,4,4.0,4.0,0.8,,0,,,0,0,,0,0,0,44.3,63.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Xzavier Henderson,124380,WR,CINCINNATI,1,13,0,138,0,,0,,,0,0,,0,0,0,,53.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,2.0,1,100.0,,0,0,0.0,0,1,0,84.7,85.6,0,22,0.0,0,1,1,100.0,1,118.8,1,100.0,0,22,20,20.0,22.0,22.0
Abdur-Rahmaan Yaseen,129838,WR,PURDUE,1,13,0,273,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,83.3,68.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Malik Nabers,146759,WR,LSU,1,13,0,211,0,-2.5,0,100.0,,0,0,0.0,0,1,0,86.7,85.8,0,5,0.0,0,3,2,100.0,3,79.2,2,66.7,0,4,9,4.5,2.0,1.33,15.1,0,100.0,100.0,2,2,0.0,0,5,0,86.3,93.6,0,33,0.0,0,17,7,94.1,16,158.3,7,43.8,2,115,14,2.0,16.4,7.19
Roderic Burns,84334,WR,N TEXAS,1,13,0,251,0,-2.0,2,100.0,,0,0,0.0,0,1,0,86.7,93.4,0,22,0.0,0,4,2,100.0,4,112.5,2,50.0,0,22,26,13.0,11.0,5.5,8.4,3,83.3,0.0,0,1,0.0,0,5,0,87.0,90.4,0,27,0.0,0,33,10,97.0,32,113.2,12,37.5,0,134,63,6.3,13.4,4.19
