player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jordan Addison,123000,WR,PITTSBURGH,1,17,0,268,0,-3.3,0,100.0,,0,0,0.0,0,0,0,91.4,82.9,0,8,0.0,0,4,4,100.0,4,80.2,4,100.0,0,13,26,6.5,3.3,3.25,10.8,0,80.0,,0,0,11.1,1,3,0,49.0,73.2,0,34,0.0,0,27,8,96.3,26,142.1,10,38.5,2,86,36,4.5,10.8,3.31
Romeo Doubs,84329,WR,NEVADA,1,17,0,239,0,-2.0,0,100.0,,0,0,0.0,0,0,0,86.7,55.8,0,5,0.0,0,6,2,100.0,6,83.3,2,33.3,0,8,12,6.0,4.0,1.33,8.5,1,50.0,,0,0,0.0,0,1,0,86.3,73.3,0,13,0.0,0,7,1,85.7,6,70.8,2,33.3,0,13,5,5.0,13.0,2.17
Chris Pierce,61794,WR,VANDERBILT,1,16,0,333,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,13.0,0,100.0,,0,0,0.0,0,1,0,69.9,70.3,0,20,0.0,0,9,1,77.8,7,118.8,1,14.3,0,20,7,7.0,20.0,2.86
David Bell,97989,WR,PURDUE,1,16,0,273,0,1.5,0,50.0,,0,0,50.0,1,0,0,0.0,30.0,0,5,0.0,0,3,1,100.0,3,56.3,2,66.7,0,5,8,8.0,5.0,1.67,9.4,1,60.0,0.0,0,1,25.0,1,2,0,49.0,63.3,0,19,0.0,0,9,3,66.7,6,82.9,5,83.3,0,37,14,4.7,12.3,6.17
Rome Odunze,73774,WR,WASHINGTON,1,15,0,340,0,-2.2,1,80.0,,0,0,20.0,1,1,0,30.0,62.5,0,8,0.0,0,14,4,100.0,14,120.4,5,35.7,1,17,25,6.3,4.3,1.21,11.7,0,60.0,,0,0,25.0,2,3,0,25.8,58.1,0,17,0.0,0,38,6,100.0,38,74.2,10,26.3,0,53,21,3.5,8.8,1.39
Jerreth Sterns,102597,WR,W KENTUCKY,1,15,0,346,0,-1.8,2,100.0,,0,0,0.0,0,5,0,95.2,96.8,0,25,0.0,0,14,8,100.0,14,142.7,8,57.1,1,70,84,10.5,8.8,5.0,6.8,1,78.6,100.0,2,2,0.0,0,7,0,86.7,85.7,1,28,0.0,0,48,11,87.5,42,79.2,14,33.3,0,142,95,8.6,12.9,3.38
Skyy Moore,97116,WR,W MICHIGAN,1,14,0,347,0,-1.8,3,100.0,,0,0,0.0,0,0,0,91.4,82.3,0,6,0.0,0,4,4,100.0,4,79.2,4,100.0,0,12,19,4.8,3.0,3.0,7.0,6,88.9,,0,0,0.0,0,5,0,67.8,77.9,1,29,0.0,0,15,8,100.0,15,70.6,9,60.0,0,94,37,4.6,11.8,6.27
Jaivon Heiligh,84159,WR,COAST CAR,1,14,0,141,0,,0,,,0,0,,0,0,0,,50.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,9.3,0,100.0,,0,0,0.0,0,3,0,82.2,89.5,0,19,0.0,0,9,3,100.0,9,153.5,3,33.3,1,34,6,2.0,11.3,3.78
Jacob Cowing,100894,WR,UTEP,1,14,0,330,0,,0,,,0,0,,0,0,0,,52.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,13.6,2,81.8,100.0,1,1,0.0,0,8,0,84.2,89.0,1,32,0.0,0,26,9,96.2,25,110.6,11,44.0,1,136,33,3.7,15.1,5.44
Keytaon Thompson,60457,WR,VIRGINIA,1,14,0,335,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,8.4,1,75.0,100.0,1,1,14.3,1,5,0,68.7,78.2,0,22,0.0,0,34,6,97.1,33,139.6,8,24.2,1,68,31,5.2,11.3,2.06
