player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
John Metchie III,97400,WR,ALABAMA,1,22,0,103,0,-3.7,1,100.0,,0,0,0.0,0,0,0,90.0,63.6,0,6,0.0,0,3,3,100.0,3,83.3,3,100.0,0,12,23,7.7,4.0,4.0,5.6,0,60.0,,0,0,25.0,1,0,0,70.0,73.7,0,8,0.0,0,16,3,87.5,14,67.9,5,35.7,0,19,25,8.3,6.3,1.36
LaJohntay Wester,123616,WR,FAU,1,17,0,165,0,-3.0,2,90.0,,0,0,10.0,1,2,0,62.1,86.4,0,30,0.0,0,13,9,100.0,13,86.3,10,76.9,0,47,74,8.2,5.2,3.62,4.0,0,81.8,,0,0,10.0,1,4,0,70.0,75.4,1,30,0.0,0,32,9,100.0,32,54.9,11,34.4,0,69,54,6.0,7.7,2.16
Jayshon Jackson,78041,WR,BALL ST,1,16,0,117,0,-3.3,0,66.7,,0,0,0.0,0,0,0,86.7,82.4,0,6,0.0,0,4,2,100.0,4,70.1,3,75.0,0,8,16,8.0,4.0,2.0,11.1,0,66.7,50.0,1,2,0.0,0,3,0,84.7,91.5,0,25,0.0,0,16,6,100.0,16,120.1,9,56.3,1,55,23,3.8,9.2,3.44
Garrett Wilson,97405,WR,OHIO STATE,1,16,0,260,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,72.4,0,10,0.0,0,7,1,85.7,6,108.3,1,16.7,0,10,12,12.0,10.0,1.67,1.5,0,100.0,,0,0,0.0,0,2,0,84.2,78.3,0,10,0.0,0,6,2,100.0,6,106.3,2,33.3,0,19,16,8.0,9.5,3.17
Grant DuBose,111276,WR,CHARLOTTE,1,15,0,136,0,-0.5,0,100.0,,0,0,0.0,0,1,0,86.7,78.1,0,9,0.0,0,5,2,100.0,5,87.5,2,40.0,0,10,11,5.5,5.0,2.0,24.5,0,50.0,100.0,1,1,0.0,0,1,0,64.6,68.7,0,9,0.0,0,4,1,100.0,4,102.1,2,50.0,1,9,0,0.0,9.0,2.25
Skyy Moore,97116,WR,W MICHIGAN,1,15,0,347,0,-4.0,2,100.0,,0,0,0.0,0,0,0,86.7,77.8,0,8,0.0,0,5,2,100.0,5,95.8,2,40.0,0,14,22,11.0,7.0,2.8,17.8,0,60.0,0.0,0,1,0.0,0,3,0,82.7,95.2,0,29,0.0,0,6,3,100.0,6,127.5,5,83.3,2,43,7,2.3,14.3,7.17
Mitchell Tinsley,123470,WR,W KENTUCKY,1,15,0,346,0,,0,,,0,0,,0,0,0,,46.6,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,86.3,78.4,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0
Charleston Rambo,61569,WR,MIAMI FL,1,15,0,220,0,-1.7,0,66.7,,0,0,0.0,0,1,0,86.7,74.2,0,9,0.0,0,13,2,100.0,13,74.3,3,23.1,0,12,16,8.0,6.0,0.92,-3.0,0,100.0,,0,0,0.0,0,1,0,82.7,74.6,0,3,0.0,0,5,1,100.0,5,79.2,1,20.0,0,3,6,6.0,3.0,0.6
Mac Hippenhammer,61591,WR,MIAMI OH,1,15,0,221,0,,0,,,0,0,,0,0,0,,53.2,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,27.6,64.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Dontario Drummond,98738,WR,OLE MISS,1,14,0,226,0,-3.1,4,100.0,,0,0,0.0,0,6,0,96.5,96.0,0,34,0.0,0,16,10,100.0,16,114.6,10,62.5,0,115,146,14.6,11.5,7.19,1.1,3,91.7,100.0,1,1,0.0,0,6,0,88.0,82.1,0,29,0.0,0,35,11,97.1,34,102.4,12,35.3,0,103,114,10.4,9.4,3.03
Makai Polk,100647,WR,MISS STATE,1,14,0,227,0,-0.7,1,100.0,,0,0,0.0,0,2,0,90.0,82.5,0,6,0.0,0,9,3,100.0,9,83.3,3,33.3,0,12,14,4.7,4.0,1.33,,0,,,0,0,,0,0,0,87.7,75.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jack Sorenson,41983,WR,MIAMI OH,1,14,0,221,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,9.5,0,0.0,,0,0,,0,0,0,8.2,43.0,1,0,0.0,0,7,0,71.4,5,0.0,2,40.0,0,0,0,,,0.0
Mike Harley Jr.,61423,WR,MIAMI FL,1,14,0,220,0,-2.9,0,100.0,,0,0,0.0,0,3,0,94.5,91.9,0,26,0.0,0,9,7,100.0,9,97.0,7,77.8,0,51,71,10.1,7.3,5.67,1.9,0,100.0,100.0,2,2,0.0,0,7,0,86.7,78.6,0,26,0.0,0,33,13,90.9,30,97.4,13,43.3,0,96,71,5.5,7.4,3.2
Jalen Tolbert,61637,WR,S ALABAMA,1,13,0,288,0,-2.3,0,66.7,,0,0,0.0,0,1,0,86.7,77.7,0,17,0.0,0,5,2,100.0,5,77.1,3,60.0,0,14,18,9.0,7.0,2.8,10.5,2,66.7,100.0,1,1,0.0,0,4,0,81.5,79.4,1,18,0.0,0,22,4,95.5,21,54.9,6,28.6,0,53,33,8.3,13.3,2.52
Josh Johnson,61329,WR,TULSA,1,13,0,320,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,18.5,0,46.2,0.0,0,2,0.0,0,3,0,80.1,77.7,2,40,0.0,0,33,6,93.9,31,64.1,13,41.9,1,117,24,4.0,19.5,3.77
Jordan Addison,123000,WR,PITTSBURGH,1,13,0,268,0,-3.4,2,100.0,,0,0,0.0,0,2,0,94.5,91.5,0,20,0.0,0,9,7,100.0,9,128.3,7,77.8,1,37,61,8.7,5.3,4.11,2.5,1,90.0,,0,0,0.0,0,3,0,85.1,77.6,0,25,0.0,0,28,9,96.4,27,134.6,10,37.0,2,68,65,7.2,7.6,2.52
Josh Downs,122832,WR,N CAROLINA,1,12,0,245,0,-1.3,0,50.0,0.0,0,1,33.3,1,0,0,13.6,56.7,0,9,0.0,0,6,2,100.0,6,59.4,4,66.7,0,15,18,9.0,7.5,2.5,7.8,1,66.7,0.0,0,1,11.1,1,4,0,71.1,74.9,1,19,0.0,0,36,8,91.7,33,49.0,12,36.4,0,75,45,5.6,9.4,2.27
Corey Gammage,98735,WR,MARSHALL,1,12,0,214,0,-2.0,2,100.0,,0,0,0.0,0,1,0,90.0,85.0,0,4,0.0,0,4,3,100.0,4,79.2,3,75.0,0,9,15,5.0,3.0,2.25,,0,,,0,0,,0,0,0,32.9,57.1,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jesse Matthews,84395,WR,S DIEGO ST,1,12,0,284,0,-1.5,0,75.0,100.0,1,1,25.0,1,0,0,22.1,41.5,0,5,0.0,0,5,3,100.0,5,77.1,4,80.0,0,3,7,2.3,1.0,0.6,7.2,0,80.0,,0,0,20.0,1,2,0,51.7,77.9,0,30,0.0,0,10,4,90.0,9,117.5,5,55.6,0,61,23,5.8,15.3,6.78
Chris Olave,84355,WR,OHIO STATE,1,12,0,260,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,7.5,0,50.0,,0,0,50.0,2,1,0,41.6,57.2,0,9,0.0,0,12,2,91.7,11,58.3,4,36.4,0,14,5,2.5,7.0,1.27
Jaray Jenkins,84274,WR,LSU,1,12,0,211,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,18.7,0,66.7,,0,0,33.3,1,2,0,67.8,84.5,0,45,0.0,0,7,2,100.0,7,149.3,3,42.9,1,61,17,8.5,30.5,8.71
