player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Trent Walker,146340,WR,OREGON ST,1,15,0,265,0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,1.3,0,66.7,100.0,1,1,0.0,0,2,0,81.5,80.9,0,22,0.0,0,8,2,100.0,8,97.9,3,37.5,0,29,20,10.0,14.5,3.63
Skyler Bell,145163,WR,UCONN,1,15,0,146,0,,0,,,0,0,,0,0,0,,51.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,15.0,0,50.0,100.0,1,1,0.0,0,0,0,60.0,66.2,0,8,0.0,0,16,2,93.8,15,56.3,4,26.7,0,12,3,1.5,6.0,0.8
Andrew Armstrong,160110,WR,ARKANSAS,1,14,0,111,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,0,0,83.3,81.0,0,12,0.0,0,5,1,80.0,4,116.7,1,25.0,0,12,5,5.0,12.0,3.0
Jordan Watkins,122730,WR,OLE MISS,1,14,0,226,0,-2.0,1,100.0,,0,0,0.0,0,0,0,81.5,87.6,0,8,0.0,0,3,1,100.0,3,100.0,1,33.3,0,8,10,10.0,8.0,2.67,4.5,0,50.0,,0,0,50.0,1,0,0,39.1,51.6,0,10,0.0,0,9,1,100.0,9,64.6,2,22.2,0,10,6,6.0,10.0,1.11
Brennan Presley,122982,WR,OKLA STATE,1,13,0,262,0,-3.3,1,100.0,100.0,1,1,0.0,0,1,0,91.4,81.1,0,20,0.0,0,5,4,100.0,5,86.5,4,80.0,0,19,32,8.0,4.8,3.8,4.2,1,76.9,100.0,2,2,0.0,0,3,0,82.7,65.0,1,20,0.0,0,33,10,90.9,30,51.8,13,43.3,0,55,43,4.3,5.5,1.83
Jordyn Tyson,157690,WR,ARIZONA ST,1,13,0,110,0,-1.8,1,100.0,,0,0,0.0,0,2,0,92.6,72.1,0,10,0.0,0,9,5,100.0,9,92.5,5,55.6,0,31,40,8.0,6.2,3.44,7.0,1,100.0,100.0,1,1,0.0,0,1,0,83.3,74.8,0,30,0.0,0,7,4,100.0,7,112.5,4,57.1,0,44,16,4.0,11.0,6.29
Kenny Odom,164032,WR,UTEP,1,13,0,330,0,-2.5,2,100.0,,0,0,0.0,0,1,0,91.4,76.3,0,18,0.0,0,8,4,100.0,8,83.3,4,50.0,0,16,26,6.5,4.0,2.0,6.4,3,72.7,,0,0,11.1,1,4,0,58.6,64.0,0,34,0.0,0,34,8,100.0,34,89.2,11,32.4,0,70,47,5.9,8.8,2.06
Tetairoa McMillan,158735,WR,ARIZONA,1,13,0,109,0,,0,,,0,0,,0,0,0,,44.1,0,0,0.0,0,13,0,92.3,12,0.0,0,0.0,0,0,0,,,0.0,7.0,1,33.3,,0,0,0.0,0,0,0,80.9,68.9,1,1,0.0,0,7,1,100.0,7,2.8,3,42.9,0,1,-1,-1.0,1.0,0.14
Pat Bryant,144800,WR,ILLINOIS,1,13,0,187,0,0.0,1,100.0,,0,0,0.0,0,2,0,86.7,96.5,0,18,0.0,0,4,2,75.0,3,118.8,2,66.7,0,33,33,16.5,16.5,11.0,22.5,2,50.0,,0,0,0.0,0,1,0,81.5,92.0,0,64,0.0,0,6,1,83.3,5,95.8,2,40.0,0,64,57,57.0,64.0,12.8
Jayden Higgins,150240,WR,IOWA STATE,1,13,0,193,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,2,0,84.2,91.9,0,10,0.0,0,7,2,100.0,7,106.3,2,28.6,0,19,7,3.5,9.5,2.71
