player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Corey Sutton,61123,WR,APP STATE,1,17,0,108,0,-2.0,1,100.0,,0,0,0.0,0,1,0,81.5,76.5,0,3,0.0,0,5,1,100.0,5,79.2,1,20.0,0,3,5,5.0,3.0,0.6,,0,,,0,0,,0,0,0,54.2,68.2,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Ty Fryfogle,61321,WR,INDIANA,1,16,0,190,0,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,10.1,0,61.5,100.0,1,1,20.0,2,7,0,38.7,69.5,0,17,0.0,0,43,8,93.0,40,79.0,13,32.5,0,80,16,2.0,10.0,2.0
Emeka Emezie,61517,WR,NC STATE,1,15,0,248,0,-2.5,2,100.0,,0,0,0.0,0,0,0,91.4,76.9,0,6,0.0,0,6,4,100.0,6,87.5,4,66.7,0,20,30,7.5,5.0,3.33,,0,,,0,0,,0,0,0,85.5,79.1,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Kendric Pryor,40408,WR,WISCONSIN,1,14,0,349,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,10.0,0,100.0,,0,0,0.0,0,1,0,78.5,76.3,0,15,0.0,0,3,1,100.0,3,118.8,1,33.3,0,15,5,5.0,15.0,5.0
Kalil Pimpleton,61799,WR,C MICHIGAN,1,13,0,134,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,20.0,0,70.0,100.0,3,3,0.0,0,4,0,80.9,63.8,0,38,0.0,0,43,7,97.7,42,107.5,10,23.8,0,113,6,0.9,16.1,2.69
Justyn Ross,78021,WR,CLEMSON,1,13,0,140,0,-2.5,1,100.0,,0,0,0.0,0,0,0,91.4,77.9,0,9,0.0,0,6,4,100.0,6,88.5,4,66.7,0,21,31,7.8,5.3,3.5,8.5,1,72.7,0.0,0,1,0.0,0,3,0,81.5,75.8,0,32,0.0,0,27,8,92.6,25,131.4,11,44.0,2,77,33,4.1,9.6,3.08
Dontayvion Wicks,99711,WR,VIRGINIA,1,13,0,335,0,,0,,,0,0,,0,0,0,,52.9,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,81.5,78.3,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0
Drake London,86519,WR,USC,1,13,0,326,0,-2.5,1,100.0,,0,0,0.0,0,0,0,86.7,57.4,0,12,0.0,0,5,2,100.0,5,95.8,2,40.0,0,14,19,9.5,7.0,2.8,-5.0,1,100.0,,0,0,0.0,0,0,0,42.4,72.1,0,2,0.0,0,3,1,100.0,3,79.2,1,33.3,0,2,7,7.0,2.0,0.67
Dante Cephas,97665,WR,KENT STATE,1,12,0,201,0,-1.7,0,100.0,,0,0,0.0,0,1,0,90.0,88.2,0,13,0.0,0,9,3,100.0,9,98.6,3,33.3,0,23,28,9.3,7.7,2.56,,0,,,0,0,,0,0,0,82.7,72.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jarrin Pierce,100875,WR,MIDDLE TN,1,12,0,224,0,-2.3,2,75.0,,0,0,25.0,1,1,0,22.1,54.3,0,21,0.0,0,10,3,100.0,10,100.0,4,40.0,0,34,41,13.7,11.3,3.4,7.2,2,83.3,100.0,1,1,9.1,1,5,0,69.9,68.2,0,21,0.0,0,39,10,92.3,36,126.4,12,33.3,1,92,51,5.1,9.2,2.56
