player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cam Camper,156414,WR,INDIANA,1,19,0,190,0,,0,,,0,0,,0,0,0,,48.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,14.0,0,0.0,0.0,0,1,,0,0,0,85.1,75.4,0,0,0.0,0,7,0,100.0,7,39.6,2,28.6,0,0,0,,,0.0
Carlos Carriere,61413,WR,C MICHIGAN,1,18,0,134,0,,0,,,0,0,,0,0,0,,49.7,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,1,0,64.7,71.3,0,8,0.0,0,2,1,100.0,2,100.0,1,50.0,0,8,1,1.0,8.0,4.0
Daniel George,84378,WR,AKRON,1,17,0,102,0,-1.0,0,100.0,,0,0,0.0,0,1,0,90.0,78.5,0,13,0.0,0,12,3,100.0,12,95.8,3,25.0,0,21,24,8.0,7.0,1.75,10.0,0,50.0,,0,0,0.0,0,0,0,85.1,64.7,0,7,0.0,0,7,1,100.0,7,58.3,2,28.6,0,7,1,1.0,7.0,1.0
Myles Price,123155,WR,TEXAS TECH,1,16,0,315,0,-3.0,0,100.0,,0,0,0.0,0,0,1,93.6,37.3,0,6,0.0,0,9,6,100.0,9,81.3,6,66.7,0,21,39,6.5,3.5,2.33,4.6,2,80.0,66.7,2,3,11.1,1,4,0,69.5,71.8,0,16,0.0,0,30,8,100.0,30,90.4,10,33.3,0,57,30,3.8,7.1,1.9
Jacob Cowing,100894,WR,ARIZONA,1,15,0,109,0,-2.0,0,0.0,,0,0,100.0,1,0,0,0.0,26.0,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,14.5,1,25.0,0.0,0,2,33.3,1,2,0,47.2,90.2,0,29,0.0,0,30,2,90.0,27,54.7,8,29.6,0,53,23,11.5,26.5,1.96
Jayshon Jackson,78041,WR,BALL ST,1,15,0,117,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,57.0,0,4,0.0,0,3,1,100.0,3,83.3,1,33.3,0,4,7,7.0,4.0,1.33,10.7,0,71.4,100.0,3,3,0.0,0,2,0,67.5,67.9,1,19,0.0,0,29,5,93.1,27,90.2,7,25.9,1,48,15,3.0,9.6,1.78
Tyler Scott,123578,WR,CINCINNATI,1,15,0,138,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,51.1,0,-1,0.0,0,4,1,100.0,4,79.2,1,25.0,0,-1,1,1.0,-1.0,-0.25,,0,,,0,0,,0,0,0,20.0,53.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Isaiah Winstead,91115,WR,E CAROLINA,1,14,0,156,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,4.7,0,66.7,0.0,0,1,0.0,0,1,0,84.7,81.5,0,9,0.0,0,5,2,100.0,5,79.9,3,60.0,0,16,8,4.0,8.0,3.2
Xavier Hutchinson,122518,WR,IOWA STATE,1,13,0,193,0,-1.7,1,100.0,,0,0,0.0,0,0,0,90.0,95.2,0,10,0.0,0,3,3,100.0,3,94.4,3,100.0,0,20,25,8.3,6.7,6.67,7.3,0,50.0,0.0,0,1,0.0,0,1,0,84.2,73.4,1,16,0.0,0,10,2,100.0,10,26.0,4,40.0,0,21,11,5.5,10.5,2.1
Rashee Rice,97605,WR,SMU,1,13,0,287,0,-3.0,2,100.0,,0,0,0.0,0,0,0,81.5,55.8,0,1,0.0,0,4,1,100.0,4,79.2,1,25.0,0,1,4,4.0,1.0,0.25,6.0,2,66.7,,0,0,0.0,0,0,0,68.7,69.7,0,9,0.0,0,4,2,100.0,4,71.5,3,75.0,0,10,4,2.0,5.0,2.5
LaJohntay Wester,123616,WR,FAU,1,13,0,165,0,-2.0,1,83.3,100.0,1,1,0.0,0,1,0,92.6,72.8,0,6,0.0,0,9,5,100.0,9,118.8,6,66.7,1,15,26,5.2,3.0,1.67,14.0,0,62.5,100.0,2,2,16.7,1,4,0,55.5,77.0,1,24,0.0,0,27,5,92.6,25,96.4,8,32.0,2,81,13,2.6,16.2,3.24
Keytaon Thompson,60457,WR,VIRGINIA,1,13,0,335,0,-2.0,2,100.0,,0,0,0.0,0,2,0,92.6,90.1,0,12,0.0,0,9,5,100.0,9,88.3,5,55.6,0,26,36,7.2,5.2,2.89,7.7,2,70.0,100.0,1,1,12.5,1,4,0,52.2,64.8,0,13,0.0,0,31,7,93.5,29,82.5,10,34.5,0,53,37,5.3,7.6,1.83
Brian Cobbs,84285,WR,UTAH ST,1,12,0,329,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,9.7,0,66.7,,0,0,0.0,0,0,0,79.3,57.4,1,8,0.0,0,4,2,100.0,4,40.3,3,75.0,0,16,0,0.0,8.0,4.0
DeMeer Blankumsee,130613,WR,TOLEDO,1,12,0,316,0,-1.7,2,100.0,,0,0,0.0,0,2,0,90.0,93.3,0,16,0.0,0,7,3,100.0,7,113.9,3,42.9,0,34,39,13.0,11.3,4.86,15.5,6,50.0,50.0,1,2,0.0,0,3,0,85.1,91.6,0,36,0.0,0,20,4,100.0,20,80.7,8,40.0,0,71,42,10.5,17.8,3.55
Yo'Heinz Tyler,78181,WR,BALL ST,1,12,0,117,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,81.5,68.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Zay Flowers,97268,WR,BOSTON COL,1,12,0,121,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.0,0,4,0.0,0,4,1,100.0,4,83.3,1,25.0,0,4,5,5.0,4.0,1.0,14.0,0,33.3,,0,0,0.0,0,1,0,80.9,65.5,1,10,0.0,0,9,1,88.9,8,4.2,3,37.5,0,10,9,9.0,10.0,1.25
Justin Shorter,84376,WR,FLORIDA,1,12,0,163,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,27.0,0,50.0,100.0,1,1,0.0,0,1,0,82.2,83.5,0,39,0.0,0,10,1,100.0,10,95.8,2,20.0,0,39,2,2.0,39.0,3.9
De'Corian Clark,100892,WR,UTSA,1,12,0,331,0,-3.5,0,100.0,,0,0,0.0,0,0,0,86.7,75.2,0,9,0.0,0,6,2,100.0,6,100.0,2,33.3,0,16,23,11.5,8.0,2.67,3.5,1,100.0,,0,0,0.0,0,1,0,82.7,94.9,0,19,0.0,0,5,2,100.0,5,118.8,2,40.0,0,28,21,10.5,14.0,5.6
Zakhari Franklin,97620,WR,UTSA,1,12,0,331,0,-3.3,1,100.0,,0,0,0.0,0,2,0,90.0,93.8,0,35,0.0,0,7,3,100.0,7,158.3,3,42.9,1,51,61,20.3,17.0,7.29,3.0,1,100.0,,0,0,0.0,0,2,0,79.3,63.1,0,35,0.0,0,3,3,100.0,3,158.3,3,100.0,1,65,56,18.7,21.7,21.67
Malik Washington,97108,WR,NWESTERN,1,11,0,256,0,-3.0,3,100.0,,0,0,0.0,0,0,1,81.5,18.8,0,2,0.0,0,2,1,100.0,2,79.2,1,50.0,0,2,5,5.0,2.0,1.0,9.3,5,80.0,100.0,1,1,0.0,0,3,2,84.2,52.8,0,29,0.0,0,38,8,94.7,36,100.0,10,27.8,0,80,13,1.6,10.0,2.22
