player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jahan Dotson,84375,WR,PENN STATE,1,16,0,266,0,-0.7,0,100.0,,0,0,0.0,0,1,0,90.0,66.5,0,14,0.0,0,12,3,100.0,12,100.0,3,25.0,0,24,26,8.7,8.0,2.0,14.3,0,50.0,0.0,0,1,0.0,0,2,0,85.9,79.2,0,18,0.0,0,12,2,91.7,11,76.0,4,36.4,0,31,9,4.5,15.5,2.82
Jason Brownlee,121451,WR,SO MISS,1,15,0,296,0,-2.0,0,0.0,,0,0,100.0,1,0,0,0.0,24.3,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,51.7,74.9,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Steve Jenkins,101350,WR,UNLV,1,15,0,325,0,-2.5,1,100.0,,0,0,0.0,0,1,0,91.4,74.2,0,18,0.0,0,8,4,100.0,8,130.2,4,50.0,1,23,33,8.3,5.8,2.88,5.4,1,80.0,,0,0,0.0,0,2,0,63.6,79.5,0,21,0.0,0,14,4,92.9,13,139.6,5,38.5,1,40,27,6.8,10.0,3.08
Jalen Tolbert,61637,WR,S ALABAMA,1,14,0,288,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,24.3,0,33.3,0.0,0,1,50.0,1,1,0,62.9,64.0,0,13,0.0,0,11,1,90.9,10,87.5,3,30.0,1,13,0,0.0,13.0,1.3
David Bell,97989,WR,PURDUE,1,14,0,273,0,-5.0,2,100.0,,0,0,0.0,0,0,0,81.5,83.1,0,6,0.0,0,4,1,100.0,4,91.7,1,25.0,0,6,11,11.0,6.0,1.5,3.0,1,100.0,,0,0,0.0,0,1,0,83.8,76.2,0,12,0.0,0,7,4,100.0,7,91.7,4,57.1,0,24,12,3.0,6.0,3.43
Khalil Shakir,84140,WR,BOISE ST,1,14,0,120,0,-0.7,1,100.0,,0,0,0.0,0,3,0,90.0,96.1,0,13,0.0,0,6,3,100.0,6,112.5,3,50.0,0,33,35,11.7,11.0,5.5,10.2,1,58.3,0.0,0,3,0.0,0,6,0,82.7,82.5,0,31,0.0,0,31,7,96.8,30,85.4,12,40.0,0,100,46,6.6,14.3,3.33
Kyle Philips,84463,WR,UCLA,1,14,0,324,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,7.5,2,50.0,33.3,1,3,22.2,2,4,0,29.7,62.1,0,27,0.0,0,49,7,95.9,47,69.3,14,29.8,0,86,38,5.4,12.3,1.83
Wan'Dale Robinson,101735,WR,KENTUCKY,1,14,0,202,0,-1.8,2,100.0,,0,0,0.0,0,1,0,91.4,82.9,0,12,0.0,0,4,4,100.0,4,89.6,4,100.0,0,22,29,7.3,5.5,5.5,7.1,1,70.0,,0,0,0.0,0,2,0,83.3,75.9,1,21,0.0,0,25,7,96.0,24,41.2,10,41.7,0,49,29,4.1,7.0,2.04
Jake Bailey,72158,WR,RICE,1,14,0,275,0,-2.5,0,100.0,,0,0,0.0,0,0,0,86.7,63.5,0,4,0.0,0,2,2,100.0,2,79.2,2,100.0,0,4,9,4.5,2.0,2.0,10.9,0,72.7,66.7,2,3,0.0,0,6,0,85.5,89.9,0,36,0.0,0,35,8,91.4,32,138.8,11,34.4,1,121,26,3.3,15.1,3.78
Josh Downs,122832,WR,N CAROLINA,1,13,0,245,0,-2.0,1,75.0,,0,0,25.0,1,2,0,22.1,92.0,0,31,0.0,0,4,3,100.0,4,109.4,4,100.0,0,43,50,16.7,14.3,10.75,9.6,3,75.0,,0,0,10.0,1,6,0,45.4,75.0,1,41,0.0,0,39,9,97.4,38,76.7,12,31.6,0,135,71,7.9,15.0,3.55
