player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Lincoln Victor,97215,WR,WASH STATE,1,19,0,341,0,-1.4,2,100.0,,0,0,0.0,0,0,0,92.6,71.3,0,8,0.0,0,10,5,100.0,10,87.5,5,50.0,0,25,32,6.4,5.0,2.5,6.8,2,84.2,,0,0,11.1,2,6,0,51.6,65.7,0,37,0.0,0,58,16,96.6,56,102.0,19,33.9,0,161,66,4.1,10.1,2.88
Kenneth Womack,142085,WR,W MICHIGAN,1,17,0,347,0,-2.0,2,87.5,,0,0,0.0,0,3,0,94.5,94.9,0,12,0.0,0,10,7,100.0,10,88.0,8,80.0,0,41,57,8.1,5.9,4.1,2.2,5,81.3,50.0,1,2,0.0,0,5,0,88.9,78.9,0,18,0.0,0,43,13,88.4,38,108.3,16,42.1,1,80,77,5.9,6.2,2.11
Bub Means,98847,WR,PITTSBURGH,1,16,0,268,0,-3.0,1,100.0,,0,0,0.0,0,0,0,81.5,56.1,0,5,0.0,0,4,1,100.0,4,87.5,1,25.0,0,5,8,8.0,5.0,1.25,31.0,0,0.0,,0,0,,0,0,0,66.1,76.0,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0
Marvin Harrison Jr.,145056,WR,OHIO STATE,1,15,0,260,0,-2.3,1,66.7,,0,0,0.0,0,1,0,86.7,90.8,0,7,0.0,0,6,2,100.0,6,75.7,3,50.0,0,13,18,9.0,6.5,2.17,5.8,1,83.3,,0,0,0.0,0,3,0,85.5,91.4,0,35,0.0,0,14,5,92.9,13,118.8,6,46.2,0,75,38,7.6,15.0,5.77
Malik Washington,97108,WR,VIRGINIA,1,14,0,335,0,-3.0,1,100.0,,0,0,0.0,0,0,0,91.4,60.9,0,6,0.0,0,6,4,100.0,6,82.3,4,66.7,0,15,27,6.8,3.8,2.5,7.1,4,91.7,100.0,1,1,0.0,0,6,0,85.1,87.0,0,30,0.0,0,28,11,92.9,26,131.6,12,46.2,1,107,58,5.3,9.7,4.12
Noah Smith,104112,WR,SM HOUSTON,1,14,0,281,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.4,0,-1,0.0,0,6,1,83.3,5,79.2,1,20.0,0,-1,4,4.0,-1.0,-0.2,5.4,0,61.5,0.0,0,1,11.1,1,6,0,57.1,75.1,1,21,0.0,0,44,8,93.2,41,77.1,13,31.7,1,94,52,6.5,11.8,2.29
Daniel George,84378,WR,AKRON,1,14,0,102,0,-1.0,2,100.0,,0,0,0.0,0,1,0,81.5,96.7,0,17,0.0,0,3,1,100.0,3,118.8,1,33.3,0,17,18,18.0,17.0,5.67,,0,,,0,0,,0,0,0,81.5,69.0,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Devontez Walker,145773,WR,N CAROLINA,1,14,0,245,0,-2.0,1,100.0,,0,0,0.0,0,0,0,81.5,54.3,0,1,0.0,0,4,1,100.0,4,79.2,1,25.0,0,1,3,3.0,1.0,0.25,24.0,0,100.0,100.0,1,1,0.0,0,1,0,85.5,80.5,0,25,0.0,0,5,1,100.0,5,158.3,1,20.0,1,25,1,1.0,25.0,5.0
Michael Brown Stephens,97191,WR,USF,1,13,0,327,0,0.0,1,100.0,,0,0,0.0,0,1,0,81.5,76.6,0,18,0.0,0,6,1,100.0,6,118.8,1,16.7,0,18,18,18.0,18.0,3.0,19.0,0,0.0,,0,0,,0,0,0,51.7,72.1,0,0,0.0,0,4,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0
Sam Wiglusz,88315,WR,OHIO,1,13,0,259,0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,13.1,0,83.3,100.0,4,4,9.1,1,9,0,60.4,88.2,0,38,0.0,0,37,10,91.9,34,146.5,12,35.3,1,155,36,3.6,15.5,4.56
