player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Luther Burden III,157170,WR,MISSOURI,1,16,0,229,0,-3.7,1,100.0,,0,0,0.0,0,1,0,90.0,83.1,0,13,0.0,0,4,3,100.0,4,87.5,3,75.0,0,15,26,8.7,5.0,3.75,9.1,1,61.5,100.0,1,1,0.0,0,5,0,84.7,72.5,2,42,0.0,0,43,8,95.3,41,53.8,13,31.7,0,125,65,8.1,15.6,3.05
KC Concepcion,170362,WR,NC STATE,1,16,0,248,0,-4.9,4,85.7,,0,0,0.0,0,2,0,93.6,99.5,0,38,0.0,0,8,6,100.0,8,143.2,7,87.5,1,62,89,14.8,10.3,7.75,6.8,4,56.3,0.0,0,3,10.0,1,5,0,73.0,90.1,1,38,0.0,0,25,9,100.0,25,90.6,16,64.0,2,108,99,11.0,12.0,4.32
Kenneth Womack,142085,WR,W MICHIGAN,1,15,0,347,0,-3.3,0,100.0,,0,0,0.0,0,0,0,91.4,83.1,0,9,0.0,0,4,4,100.0,4,92.7,4,100.0,0,25,38,9.5,6.3,6.25,7.7,3,80.0,66.7,2,3,0.0,0,5,0,88.3,83.2,1,16,0.0,0,49,12,93.9,46,68.9,15,32.6,0,108,61,5.1,9.0,2.35
Elijhah Badger,131603,WR,ARIZONA ST,1,15,0,110,0,-4.8,2,100.0,,0,0,0.0,0,2,0,92.6,78.9,0,21,0.0,0,6,5,100.0,6,100.8,5,83.3,0,41,65,13.0,8.2,6.83,3.3,3,75.0,100.0,1,1,0.0,0,4,0,88.6,78.0,0,30,0.0,0,28,9,96.4,27,97.2,12,44.4,0,94,98,10.9,10.4,3.48
Rawson MacNeill,163003,WR,RICE,1,14,0,275,0,1.0,0,100.0,,0,0,0.0,0,0,0,81.5,52.3,0,7,0.0,0,6,1,100.0,6,95.8,1,16.7,0,7,6,6.0,7.0,1.17,12.0,1,100.0,,0,0,0.0,0,1,0,28.4,65.5,0,20,0.0,0,9,1,100.0,9,118.8,1,11.1,0,20,8,8.0,20.0,2.22
Noah Smith,104112,WR,SM HOUSTON,1,14,0,281,0,-2.7,0,100.0,,0,0,0.0,0,0,0,90.0,58.4,0,5,0.0,0,7,3,100.0,7,80.6,3,42.9,0,10,18,6.0,3.3,1.43,3.5,1,92.3,,0,0,0.0,0,6,1,61.3,66.7,0,25,0.0,0,41,12,92.7,38,97.8,13,34.2,0,97,53,4.4,8.1,2.55
John Adams,155846,WR,TEMPLE,1,13,0,306,0,-1.0,0,100.0,,0,0,0.0,0,1,0,86.7,70.9,0,10,0.0,0,8,2,100.0,8,100.0,2,25.0,0,16,18,9.0,8.0,2.0,16.5,0,50.0,,0,0,0.0,0,1,0,83.3,78.1,0,18,0.0,0,14,1,92.9,13,81.3,2,15.4,0,18,0,0.0,18.0,1.38
Jacob Cowing,100894,WR,ARIZONA,1,13,0,109,0,-3.0,0,66.7,,0,0,0.0,0,0,0,86.7,59.1,0,2,0.0,0,4,2,100.0,4,70.1,3,75.0,0,4,11,5.5,2.0,1.0,5.3,0,72.7,,0,0,11.1,1,5,0,71.9,84.4,0,23,0.0,0,26,8,96.2,25,124.6,11,44.0,3,59,17,2.1,7.4,2.36
Kole Wilson,168441,WR,TEXAS ST,1,13,0,314,0,-3.0,0,100.0,,0,0,0.0,0,1,0,91.4,65.9,0,2,0.0,0,12,4,100.0,12,118.8,4,33.3,1,-1,11,2.8,-0.3,-0.08,12.7,0,66.7,,0,0,0.0,0,0,0,82.2,67.0,0,1,0.0,0,8,2,100.0,8,70.1,3,37.5,0,0,4,2.0,0.0,0.0
Xavier Restrepo,122220,WR,MIAMI FL,1,13,0,220,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.3,0,0,0.0,0,3,1,100.0,3,79.2,1,33.3,0,0,0,0.0,0.0,0.0,11.5,1,90.9,,0,0,0.0,0,5,0,87.4,90.2,1,47,0.0,0,28,10,100.0,28,75.4,11,39.3,0,123,25,2.5,12.3,4.39
