player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Brennan Presley,122982,WR,OKLA STATE,1,19,0,262,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,55.3,0,-1,0.0,0,4,1,100.0,4,79.2,1,25.0,0,-1,3,3.0,-1.0,-0.25,7.1,0,43.8,0.0,0,3,0.0,0,4,0,83.3,72.6,0,36,0.0,0,41,7,85.4,35,78.6,16,45.7,1,74,40,5.7,10.6,2.11
Donavon Greene,97813,WR,WAKE,1,15,0,339,0,,0,,,0,0,,0,0,0,,49.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,12.0,0,100.0,100.0,1,1,0.0,0,2,0,66.0,75.2,0,17,0.0,0,8,2,87.5,7,118.8,2,28.6,0,30,6,3.0,15.0,4.29
Jordan Moore,143865,WR,DUKE,1,15,0,154,0,-2.0,2,50.0,0.0,0,1,0.0,0,0,0,81.5,50.9,0,4,0.0,0,8,1,100.0,8,56.3,2,25.0,0,4,6,6.0,4.0,0.5,9.4,2,80.0,100.0,2,2,0.0,0,2,0,34.5,63.5,0,25,0.0,0,11,4,90.9,10,138.8,5,50.0,1,39,7,1.8,9.8,3.9
Tai Felton,144886,WR,MARYLAND,1,15,0,215,0,-1.3,2,100.0,,0,0,0.0,0,2,0,91.4,95.2,0,10,0.0,0,6,4,100.0,6,95.8,4,66.7,0,28,33,8.3,7.0,4.67,5.5,2,75.0,,0,0,0.0,0,5,0,85.9,90.0,1,20,0.0,0,18,6,100.0,18,96.9,8,44.4,1,62,34,5.7,10.3,3.44
Theo Wease Jr.,98005,WR,MISSOURI,1,14,0,229,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,58.9,0,6,0.0,0,2,1,100.0,2,91.7,1,50.0,0,6,10,10.0,6.0,3.0,,0,,,0,0,,0,0,0,86.3,75.8,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Dante Wright,97188,WR,TEMPLE,1,14,0,306,0,-3.8,0,100.0,,0,0,0.0,0,1,0,91.4,67.7,0,6,0.0,0,12,4,100.0,12,80.2,4,33.3,0,13,28,7.0,3.3,1.08,6.0,0,76.9,50.0,1,2,0.0,0,5,0,87.4,78.2,1,23,0.0,0,31,10,83.9,26,89.6,13,50.0,1,93,40,4.0,9.3,3.58
Travis Hunter,160766,CB,COLORADO,1,13,0,143,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,53.4,0,8,0.0,0,9,2,100.0,9,87.5,2,22.2,0,10,16,8.0,5.0,1.11,11.3,1,100.0,100.0,1,1,0.0,0,3,0,87.0,79.0,0,28,0.0,0,9,4,77.8,7,118.8,4,57.1,0,62,17,4.3,15.5,8.86
Luke Grimm,122561,WR,KANSAS,1,13,0,198,0,-2.5,0,100.0,,0,0,0.0,0,1,0,91.4,75.0,0,7,0.0,0,7,4,100.0,7,84.4,4,57.1,0,17,27,6.8,4.3,2.43,8.1,0,63.6,0.0,0,1,0.0,0,3,0,85.9,73.6,1,10,0.0,0,28,7,92.9,26,61.2,11,42.3,1,36,25,3.6,5.1,1.38
Andrew Armstrong,160110,WR,ARKANSAS,1,13,0,111,0,,0,,,0,0,,0,0,0,,51.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,14.0,0,100.0,,0,0,0.0,0,2,0,55.5,74.3,0,18,0.0,0,4,2,100.0,4,118.8,2,50.0,0,35,7,3.5,17.5,8.75
Christian Fitzpatrick,122707,WR,MARSHALL,1,13,0,214,0,,0,,,0,0,,0,0,0,,48.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,13.0,0,100.0,100.0,2,2,0.0,0,1,0,79.3,68.0,0,18,0.0,0,8,2,100.0,8,158.3,2,25.0,1,26,2,1.0,13.0,3.25
