player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Romeo Doubs,84329,WR,NEVADA,1,21,0,239,0,-2.8,2,100.0,,0,0,0.0,0,1,0,91.4,91.9,0,12,0.0,0,9,4,100.0,9,92.7,4,44.4,0,25,36,9.0,6.3,2.78,10.0,1,100.0,100.0,1,1,0.0,0,2,0,90.7,90.9,0,24,0.0,0,18,4,88.9,16,118.8,4,25.0,0,53,13,3.3,13.3,3.31
Jerreth Sterns,102597,WR,W KENTUCKY,1,19,0,346,0,-2.3,1,85.7,,0,0,0.0,0,2,0,93.6,92.3,0,9,0.0,0,13,6,100.0,13,118.8,7,53.8,1,21,35,5.8,3.5,1.62,2.2,3,80.0,,0,0,0.0,0,5,0,87.0,76.4,0,37,0.0,0,47,12,93.6,44,134.9,15,34.1,2,103,74,6.2,8.6,2.34
Drake London,86519,WR,USC,1,18,0,326,0,-3.0,1,100.0,,0,0,0.0,0,1,0,95.2,83.5,0,11,0.0,0,9,8,100.0,9,89.1,8,88.9,0,43,67,8.4,5.4,4.78,2.3,0,66.7,,0,0,0.0,0,0,0,86.7,81.5,0,8,0.0,0,3,2,100.0,3,70.1,3,100.0,0,8,13,6.5,4.0,2.67
Kyle Philips,84463,WR,UCLA,1,15,0,324,0,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,10.5,0,57.1,33.3,1,3,0.0,0,4,0,83.8,65.8,1,17,0.0,0,53,8,94.3,50,41.7,14,28.0,0,73,12,1.5,9.1,1.46
Jalen Tolbert,61637,WR,S ALABAMA,1,15,0,288,0,-2.0,1,100.0,,0,0,0.0,0,0,0,81.5,56.5,0,1,0.0,0,4,1,100.0,4,79.2,1,25.0,0,1,3,3.0,1.0,0.25,7.0,0,50.0,,0,0,0.0,0,0,1,80.9,68.2,0,1,0.0,0,14,1,92.9,13,56.3,2,15.4,0,1,-1,-1.0,1.0,0.08
Malik Williams,61121,WR,APP STATE,1,14,0,108,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,62.8,0,3,0.0,0,1,1,100.0,1,79.2,1,100.0,0,3,7,7.0,3.0,3.0,17.7,1,69.2,0.0,0,3,10.0,1,6,0,71.1,89.6,0,47,0.0,0,23,9,95.7,22,137.5,13,59.1,1,174,41,4.6,19.3,7.91
Tyrice Richie,100193,WR,N ILLINOIS,1,13,0,254,0,-4.0,1,100.0,,0,0,0.0,0,0,0,81.5,91.3,0,9,0.0,0,2,1,100.0,2,104.2,1,50.0,0,9,13,13.0,9.0,4.5,-0.5,3,100.0,,0,0,0.0,0,1,0,80.1,86.2,0,21,0.0,0,9,2,100.0,9,158.3,2,22.2,1,28,29,14.5,14.0,3.11
Jahan Dotson,84375,WR,PENN STATE,1,13,0,266,0,-2.0,0,66.7,100.0,1,1,0.0,0,0,0,86.7,56.3,0,1,0.0,0,6,2,100.0,6,70.1,3,50.0,0,-2,3,1.5,-1.0,-0.33,6.0,0,40.0,100.0,1,1,0.0,0,1,0,82.2,72.7,0,9,0.0,0,9,2,77.8,7,47.9,5,71.4,0,6,1,0.5,3.0,0.86
John Metchie III,97400,WR,ALABAMA,1,13,0,103,0,-5.3,2,100.0,,0,0,0.0,0,1,0,90.0,91.0,0,10,0.0,0,6,3,100.0,6,84.7,3,50.0,0,13,29,9.7,4.3,2.17,6.8,3,88.9,,0,0,0.0,0,6,0,84.2,80.4,0,28,0.0,0,24,8,95.8,23,140.7,9,39.1,1,80,50,6.3,10.0,3.48
Jameson Williams,101701,WR,ALABAMA,1,12,0,103,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,52.2,0,3,0.0,0,6,1,100.0,6,79.2,1,16.7,0,3,6,6.0,3.0,0.5,21.6,0,80.0,,0,0,0.0,0,2,1,61.0,58.2,0,65,0.0,0,14,4,100.0,14,118.8,5,35.7,0,101,31,7.8,25.3,7.21
Xavier Hutchinson,122518,WR,IOWA STATE,1,12,0,193,0,-1.4,0,100.0,,0,0,0.0,0,1,0,92.6,75.2,0,10,0.0,0,7,5,100.0,7,94.2,5,71.4,0,33,40,8.0,6.6,4.71,1.5,0,100.0,100.0,1,1,0.0,0,4,0,85.5,83.5,0,10,0.0,0,14,6,92.9,13,129.9,6,46.2,1,34,25,4.2,5.7,2.62
Kyric McGowan,61544,WR,GA TECH,1,12,0,176,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,10.4,0,58.3,,0,0,12.5,1,4,0,66.1,70.1,0,36,0.0,0,35,7,97.1,34,120.1,12,35.3,2,86,15,2.1,12.3,2.53
Cole Turner,84330,TE,NEVADA,1,11,0,239,0,,0,,,0,0,,0,0,0,,43.8,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,10.3,0,100.0,100.0,2,2,0.0,0,2,0,84.2,68.8,0,30,0.0,0,43,4,88.4,38,118.8,4,10.5,0,58,17,4.3,14.5,1.53
Deven Thompkins,84480,WR,UTAH ST,1,11,0,329,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,53.4,0,-3,0.0,0,6,1,83.3,5,79.2,1,20.0,0,-3,2,2.0,-3.0,-0.6,16.9,0,50.0,50.0,1,2,0.0,0,3,0,79.3,68.9,0,34,0.0,0,27,4,77.8,21,77.6,8,38.1,0,65,12,3.0,16.3,3.1
Keytaon Thompson,60457,WR,VIRGINIA,1,11,0,335,0,-4.0,1,100.0,,0,0,0.0,0,1,0,86.7,87.1,0,9,0.0,0,4,2,100.0,4,95.8,2,50.0,0,14,22,11.0,7.0,3.5,6.0,1,100.0,,0,0,0.0,0,3,0,80.9,74.8,0,14,0.0,0,17,5,100.0,17,105.8,5,29.4,0,47,17,3.4,9.4,2.76
Calvin Austin III,61418,WR,MEMPHIS,1,11,0,218,0,-2.5,0,100.0,,0,0,0.0,0,0,0,86.7,51.9,0,4,0.0,0,9,2,100.0,9,79.2,2,22.2,0,6,11,5.5,3.0,0.67,5.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.1,0,5,0.0,0,5,1,80.0,4,87.5,1,25.0,0,5,0,0.0,5.0,1.25
Jayshon Jackson,78041,WR,BALL ST,1,11,0,117,0,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,3.3,1,100.0,,0,0,0.0,0,2,0,82.2,80.6,0,29,0.0,0,13,3,100.0,13,158.3,3,23.1,1,42,32,10.7,14.0,3.23
Billy Kemp IV,77037,WR,VIRGINIA,1,11,0,335,0,-4.0,0,100.0,,0,0,0.0,0,1,0,86.7,86.3,0,1,0.0,0,3,2,100.0,3,118.8,2,66.7,1,2,10,5.0,1.0,0.67,3.3,0,71.4,100.0,1,1,0.0,0,2,0,81.5,71.3,0,8,0.0,0,16,5,100.0,16,113.7,7,43.8,1,20,11,2.2,4.0,1.25
Javen Banks,84444,WR,TEXAS ST,1,11,0,314,0,,0,,,0,0,,0,0,0,,46.2,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,79.3,66.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Grant Calcaterra,60997,TE,SMU,1,10,0,287,0,,0,,,0,0,,0,0,0,,46.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,10.4,0,75.0,,0,0,0.0,0,6,0,84.2,81.0,0,21,0.0,0,28,6,92.9,26,107.3,8,30.8,0,82,24,4.0,13.7,3.15
Skyy Moore,97116,WR,W MICHIGAN,1,10,0,347,0,0.0,0,100.0,,0,0,0.0,0,1,0,86.7,81.3,0,4,0.0,0,4,2,100.0,4,79.2,2,50.0,0,6,6,3.0,3.0,1.5,7.4,1,80.0,,0,0,0.0,0,2,0,79.3,78.1,0,20,0.0,0,17,4,94.1,16,95.0,5,31.3,0,34,14,3.5,8.5,2.13
