player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Brennan Presley,122982,WR,OKLA STATE,1,19,0,262,0,-1.3,2,100.0,,0,0,0.0,0,1,0,90.0,78.0,0,11,0.0,0,6,3,100.0,6,87.5,3,50.0,0,15,19,6.3,5.0,2.5,7.6,3,76.5,75.0,3,4,0.0,0,11,0,87.0,90.4,0,27,0.0,0,39,13,94.9,37,107.7,17,45.9,0,171,74,5.7,13.2,4.62
Kamdyn Benjamin,123241,WR,TULSA,1,16,0,320,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,8.5,1,100.0,,0,0,0.0,0,2,0,79.3,76.5,0,13,0.0,0,10,2,100.0,10,118.8,2,20.0,0,25,8,4.0,12.5,2.5
Kole Wilson,168441,WR,TEXAS ST,1,16,0,314,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,50.5,0,-1,0.0,0,7,1,100.0,7,79.2,1,14.3,0,-1,0,0.0,-1.0,-0.14,12.2,0,60.0,,0,0,0.0,0,2,0,83.8,68.9,0,12,0.0,0,17,3,94.1,16,112.5,5,31.3,1,25,5,1.7,8.3,1.56
Luther Burden III,157170,WR,MISSOURI,1,15,0,229,0,-3.8,0,80.0,,0,0,0.0,0,0,0,91.4,81.4,0,11,0.0,0,5,4,100.0,5,88.3,5,100.0,0,26,38,9.5,6.5,5.2,13.3,3,80.0,100.0,2,2,0.0,0,4,0,83.8,82.3,0,48,0.0,0,26,8,96.2,25,118.8,10,40.0,0,147,92,11.5,18.4,5.88
Casey Washington,101710,WR,ILLINOIS,1,15,0,187,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.1,0,0,0.0,0,3,1,100.0,3,79.2,1,33.3,0,0,1,1.0,0.0,0.0,,0,,,0,0,,0,0,0,82.7,60.9,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
LaJohntay Wester,123616,WR,FAU,1,14,0,165,0,-1.3,0,100.0,,0,0,0.0,0,1,0,94.5,72.8,0,15,0.0,0,11,7,100.0,11,97.0,7,63.6,0,51,60,8.6,7.3,4.64,1.6,0,71.4,,0,0,0.0,0,1,0,86.7,74.3,0,12,0.0,0,23,5,95.7,22,90.2,7,31.8,0,48,47,9.4,9.6,2.18
Isaiah Williams,97156,WR,ILLINOIS,1,14,0,187,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,86.4,0,9,0.0,0,3,1,100.0,3,104.2,1,33.3,0,9,11,11.0,9.0,3.0,13.6,1,37.5,0.0,0,2,0.0,0,3,0,83.3,78.3,0,32,0.0,0,40,3,95.0,38,62.0,8,21.1,0,55,27,9.0,18.3,1.45
Elijhah Badger,131603,WR,ARIZONA ST,1,14,0,110,0,-2.0,1,100.0,,0,0,0.0,0,2,0,92.6,87.3,0,25,0.0,0,8,5,100.0,8,102.5,5,62.5,0,43,53,10.6,8.6,5.38,14.3,1,66.7,,0,0,0.0,0,0,0,82.2,66.2,0,14,0.0,0,15,2,100.0,15,77.1,3,20.0,0,14,17,8.5,7.0,0.93
Elijah Sarratt,159499,WR,JAMES MAD,1,14,0,197,0,,0,,,0,0,,0,0,0,,50.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,83.8,91.8,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Devaughn Vele,100637,WR,UTAH,1,14,0,328,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0,17.5,0,100.0,100.0,1,1,0.0,0,1,0,68.7,66.1,0,20,0.0,0,21,2,90.5,19,158.3,2,10.5,1,27,0,0.0,13.5,1.42
