player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Charlie Jones,55038,WR,PURDUE,1,18,0,273,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,52.8,0,0,0.0,0,6,1,100.0,6,79.2,1,16.7,0,0,1,1.0,0.0,0.0,3.0,0,60.0,0.0,0,1,0.0,0,1,0,60.0,62.5,0,6,0.0,0,7,3,100.0,7,64.6,5,71.4,0,12,2,0.7,4.0,1.71
A.T. Perry,77975,WR,WAKE,1,18,0,339,0,-2.0,1,100.0,,0,0,0.0,0,1,0,81.5,91.2,0,17,0.0,0,2,1,100.0,2,118.8,1,50.0,0,17,19,19.0,17.0,8.5,11.0,0,100.0,,0,0,0.0,0,0,0,57.1,81.2,0,9,0.0,0,6,1,100.0,6,104.2,1,16.7,0,9,-2,-2.0,9.0,1.5
Tank Dell,78874,WR,HOUSTON,1,17,0,182,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,56.4,0,6,0.0,0,6,2,100.0,6,89.6,2,33.3,0,11,17,8.5,5.5,1.83,11.5,1,78.6,100.0,1,1,8.3,1,8,0,67.9,83.3,0,41,0.0,0,47,11,95.7,45,131.3,14,31.1,1,137,36,3.3,12.5,3.04
Jayshon Jackson,78041,WR,BALL ST,1,17,0,117,0,-2.8,0,100.0,,0,0,0.0,0,0,0,91.4,55.9,0,6,0.0,0,10,4,100.0,10,83.3,4,40.0,0,16,27,6.8,4.0,1.6,6.0,0,72.7,0.0,0,1,11.1,1,3,0,70.9,76.6,0,12,0.0,0,26,8,96.2,25,82.8,11,44.0,0,53,39,4.9,6.6,2.12
Ja'Shaun Poke,100218,WR,KENT STATE,1,17,0,201,0,-3.5,0,100.0,,0,0,0.0,0,0,0,91.4,56.7,0,3,0.0,0,9,4,100.0,9,79.2,4,44.4,0,4,18,4.5,1.0,0.44,3.7,0,84.6,100.0,1,1,8.3,1,1,0,54.9,63.7,0,12,0.0,0,36,11,94.4,34,86.5,13,38.2,0,62,35,3.2,5.6,1.82
Ja'Corey Brooks,146587,WR,ALABAMA,1,16,0,103,0,-1.0,1,100.0,,0,0,0.0,0,0,0,81.5,56.1,0,8,0.0,0,4,1,100.0,4,100.0,1,25.0,0,8,9,9.0,8.0,2.0,14.2,0,66.7,,0,0,0.0,0,2,0,70.1,62.0,0,41,0.0,0,18,4,94.4,17,136.1,6,35.3,1,56,19,4.8,14.0,3.29
Josh Downs,122832,WR,N CAROLINA,1,15,0,245,0,-2.5,1,100.0,,0,0,0.0,0,1,0,86.7,92.5,0,15,0.0,0,4,2,100.0,4,100.0,2,50.0,0,16,21,10.5,8.0,4.0,8.7,0,100.0,100.0,1,1,0.0,0,8,0,88.6,93.1,0,32,0.0,0,38,12,97.4,37,142.7,12,32.4,1,139,41,3.4,11.6,3.76
Tory Horton,128232,WR,COLO STATE,1,15,0,144,0,-4.0,1,100.0,,0,0,0.0,0,0,0,86.7,60.6,0,7,0.0,0,4,1,75.0,3,95.8,1,33.3,0,7,11,11.0,7.0,2.33,20.0,0,25.0,100.0,1,1,50.0,1,1,0,35.1,83.0,0,22,0.0,0,10,1,100.0,10,50.0,4,40.0,0,22,0,0.0,22.0,2.2
Tyrone Howell,144588,WR,LA MONROE,1,15,0,209,0,-2.7,1,100.0,,0,0,0.0,0,0,0,90.0,57.5,0,2,0.0,0,7,3,100.0,7,79.2,3,42.9,0,4,12,4.0,1.3,0.57,,0,,,0,0,,0,0,0,84.2,92.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Evan Stewart,158674,WR,TEXAS A&M,1,14,0,312,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,51.7,70.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
KeSean Carter,78146,WR,HOUSTON,1,13,0,182,0,,0,,,0,0,,0,0,0,,46.4,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,16.3,1,63.6,66.7,2,3,0.0,0,6,0,58.6,82.4,2,37,0.0,0,51,7,96.1,49,92.0,11,22.4,1,122,35,5.0,17.4,2.49
Rashee Rice,97605,WR,SMU,1,13,0,287,0,-2.3,1,100.0,,0,0,0.0,0,1,0,91.4,77.1,0,11,0.0,0,6,4,100.0,6,79.2,4,66.7,0,12,21,5.3,3.0,2.0,8.8,0,60.0,,0,0,0.0,0,2,1,84.7,65.2,0,19,0.0,0,15,3,93.3,14,76.3,5,35.7,0,29,14,4.7,9.7,2.07
Tyler Scott,123578,WR,CINCINNATI,1,13,0,138,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,52.7,0,3,0.0,0,4,1,100.0,4,79.2,1,25.0,0,3,8,8.0,3.0,0.75,-5.0,0,100.0,,0,0,0.0,0,0,0,68.7,75.8,0,3,0.0,0,4,1,100.0,4,79.2,1,25.0,0,3,8,8.0,3.0,0.75
Elijhah Badger,131603,WR,ARIZONA ST,1,13,0,110,0,-2.5,1,100.0,,0,0,0.0,0,1,0,86.7,94.1,0,13,0.0,0,4,2,100.0,4,110.4,2,50.0,0,21,26,13.0,10.5,5.25,5.0,1,66.7,,0,0,33.3,1,1,0,62.9,65.2,0,8,0.0,0,9,2,88.9,8,118.1,3,37.5,1,15,8,4.0,7.5,1.88
Corey Crooms Jr.,97276,WR,W MICHIGAN,1,13,0,347,0,-2.0,3,100.0,,0,0,0.0,0,0,0,86.7,83.8,0,5,0.0,0,4,2,75.0,3,83.3,2,66.7,0,8,12,6.0,4.0,2.67,15.1,1,54.5,0.0,0,2,14.3,1,3,0,62.9,78.0,1,48,0.0,0,24,6,95.8,23,90.7,11,47.8,1,134,63,10.5,22.3,5.83
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,12,0,174,0,-1.7,0,100.0,,0,0,0.0,0,0,0,90.0,72.6,0,9,0.0,0,8,3,100.0,8,100.0,3,37.5,0,24,29,9.7,8.0,3.0,8.7,1,66.7,,0,0,0.0,0,1,0,84.2,70.1,0,18,0.0,0,10,2,80.0,8,95.1,3,37.5,0,27,15,7.5,13.5,3.38
