player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Khaleb Hood,97159,WR,GA SOUTHRN,1,15,0,174,0,-1.5,0,100.0,,0,0,0.0,0,2,0,86.7,93.8,0,11,0.0,0,4,2,100.0,4,97.9,2,50.0,0,15,18,9.0,7.5,3.75,8.3,0,80.0,,0,0,0.0,0,5,0,86.3,89.1,0,16,0.0,0,43,8,90.7,39,131.7,10,25.6,1,76,12,1.5,9.5,1.95
Chrishon McCray,163139,WR,KENT STATE,1,14,0,201,0,,0,,,0,0,,0,0,0,,50.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,83.8,86.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Jacob Cowing,100894,WR,ARIZONA,1,13,0,109,0,-1.0,0,100.0,,0,0,0.0,0,0,0,86.7,55.1,0,6,0.0,0,6,2,100.0,6,79.2,2,33.3,0,5,7,3.5,2.5,0.83,4.1,0,71.4,50.0,1,2,28.6,2,1,0,41.6,65.6,0,13,0.0,0,32,5,93.8,30,120.2,7,23.3,1,32,17,3.4,6.4,1.07
Javon Ivory,101116,WR,S ALABAMA,1,13,0,288,0,-2.7,1,100.0,,0,0,0.0,0,0,0,90.0,78.3,0,6,0.0,0,6,3,100.0,6,79.2,3,50.0,0,6,14,4.7,2.0,1.0,42.0,0,0.0,,0,0,,0,0,0,58.9,54.6,0,0,0.0,0,7,0,85.7,6,39.6,1,16.7,0,0,0,,,0.0
Malachi Corley,66272,WR,W KENTUCKY,1,13,0,346,0,-2.0,1,75.0,,0,0,0.0,0,0,0,90.0,85.0,0,5,0.0,0,9,3,100.0,9,77.1,4,44.4,0,10,14,4.7,3.3,1.11,7.4,3,63.6,0.0,0,1,0.0,0,3,0,68.7,69.9,1,31,0.0,0,40,7,92.5,37,46.0,11,29.7,0,76,42,6.0,10.9,2.05
Luther Burden III,157170,WR,MISSOURI,1,13,0,229,0,-1.3,0,100.0,,0,0,0.0,0,1,0,90.0,79.3,0,26,0.0,0,5,3,100.0,5,101.4,3,60.0,0,25,29,9.7,8.3,5.0,7.8,1,83.3,100.0,1,1,9.1,1,7,0,70.9,84.3,0,27,0.0,0,36,10,97.2,35,154.9,12,34.3,2,140,57,5.7,14.0,4.0
Theo Wease Jr.,98005,WR,MISSOURI,1,13,0,229,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,3.5,2,100.0,,0,0,0.0,0,1,0,83.3,72.6,0,19,0.0,0,5,2,100.0,5,118.8,2,40.0,0,28,21,10.5,14.0,5.6
Adonai Mitchell,146712,WR,TEXAS,1,13,0,311,0,,0,,,0,0,,0,0,0,,47.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,17.0,0,75.0,,0,0,0.0,0,3,0,82.7,79.3,0,18,0.0,0,6,3,100.0,6,103.1,4,66.7,0,37,8,2.7,12.3,6.17
Tre Harris,122676,WR,OLE MISS,1,12,0,226,0,-2.0,1,100.0,,0,0,0.0,0,1,0,81.5,74.4,0,13,0.0,0,6,1,100.0,6,158.3,1,16.7,1,13,15,15.0,13.0,2.17,,0,,,0,0,,0,0,0,69.9,78.1,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
Tory Horton,128232,WR,COLO STATE,1,12,0,144,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6.0,3,100.0,,0,0,0.0,0,6,0,87.4,94.4,0,76,0.0,0,15,6,100.0,15,158.3,6,40.0,2,149,113,18.8,24.8,9.93
Brock Bowers,146715,TE,GEORGIA,1,12,0,173,0,-3.0,0,100.0,,0,0,0.0,0,0,0,86.7,64.4,0,2,0.0,0,3,2,100.0,3,79.2,2,66.7,0,0,6,3.0,0.0,0.0,19.0,4,66.7,50.0,1,2,0.0,0,4,0,82.2,93.3,0,40,0.0,0,19,4,100.0,19,149.3,6,31.6,1,121,53,13.3,30.3,6.37
Samuel Brown,123410,WR,HOUSTON,1,12,0,182,0,-1.7,0,100.0,,0,0,0.0,0,1,0,90.0,69.6,0,16,0.0,0,9,3,88.9,8,134.0,3,37.5,1,20,25,8.3,6.7,2.5,,0,,,0,0,,0,0,0,71.9,74.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Joey Hobert,131934,WR,TEXAS ST,1,12,0,314,0,-3.0,2,83.3,0.0,0,1,0.0,0,3,0,92.6,98.3,0,39,0.0,0,6,5,100.0,6,111.8,6,100.0,0,65,81,16.2,13.0,10.83,4.4,2,81.8,0.0,0,2,0.0,0,6,1,84.2,84.4,0,39,0.0,0,24,9,95.8,23,112.5,11,47.8,0,121,106,11.8,13.4,5.26
Noah Smith,104112,WR,SM HOUSTON,1,12,0,281,0,1.0,1,100.0,,0,0,0.0,0,0,0,81.5,56.2,0,6,0.0,0,5,1,100.0,5,91.7,1,20.0,0,6,5,5.0,6.0,1.2,9.6,3,77.8,100.0,1,1,0.0,0,5,0,82.7,75.8,0,23,0.0,0,31,7,96.8,30,137.5,9,30.0,1,73,20,2.9,10.4,2.43
Tyler Brown,170003,WR,CLEMSON,1,12,0,140,0,-3.5,0,100.0,,0,0,0.0,0,1,0,86.7,89.0,0,16,0.0,0,3,2,100.0,3,108.3,2,66.7,0,20,27,13.5,10.0,6.67,13.6,0,75.0,0.0,0,2,0.0,0,7,0,83.8,82.7,0,47,0.0,0,43,9,90.7,39,116.7,12,30.8,0,153,43,4.8,17.0,3.92
Elijah Metcalf,145307,WR,MIDDLE TN,1,12,0,224,0,-3.0,0,80.0,,0,0,0.0,0,1,0,91.4,64.8,0,6,0.0,0,14,4,92.9,13,79.2,5,38.5,0,3,15,3.8,0.8,0.23,5.2,0,50.0,0.0,0,2,14.3,1,3,0,54.2,65.6,1,40,0.0,0,46,6,87.0,40,26.0,12,30.0,0,49,32,5.3,8.2,1.23
Latreal Jones,156849,WR,SO MISS,1,11,0,296,0,,0,,,0,0,,0,0,0,,49.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,77.5,64.5,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0
Qian Magwood,130339,WR,BALL ST,1,11,0,117,0,-2.0,9,100.0,,0,0,0.0,0,2,0,93.6,98.2,0,32,0.0,0,10,6,100.0,10,145.8,6,60.0,1,57,69,11.5,9.5,5.7,3.6,9,75.0,0.0,0,1,0.0,0,2,0,84.2,82.5,0,32,0.0,0,20,6,85.0,17,137.0,8,47.1,1,63,70,11.7,10.5,3.71
