player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Taz Reddicks,173734,WR,OREGON ST,1,15,0,265,0,0.2,2,100.0,,0,0,0.0,0,3,0,92.6,97.9,0,18,0.0,0,10,5,100.0,10,118.3,5,50.0,0,62,61,12.2,12.4,6.2,7.9,4,78.6,66.7,2,3,8.3,1,7,0,77.4,89.7,0,37,0.0,0,36,11,94.4,34,113.7,14,41.2,0,158,91,8.3,14.4,4.65
Skyler Bell,145163,WR,UCONN,1,15,0,146,0,-2.7,0,100.0,,0,0,0.0,0,0,1,90.0,29.6,0,6,0.0,0,10,3,100.0,10,79.2,3,30.0,0,8,16,5.3,2.7,0.8,4.3,0,100.0,100.0,1,1,0.0,0,1,1,84.7,74.9,0,27,0.0,0,19,4,94.7,18,103.1,4,22.2,0,35,18,4.5,8.8,1.94
Danny Scudero,170781,WR,S JOSE ST,1,14,0,285,0,-2.0,1,100.0,,0,0,0.0,0,1,0,86.7,90.3,0,10,0.0,0,2,2,100.0,2,93.8,2,100.0,0,13,17,8.5,6.5,6.5,11.6,4,54.5,50.0,1,2,14.3,1,3,1,55.5,59.5,0,21,0.0,0,39,6,97.4,38,70.3,11,28.9,0,60,37,6.2,10.0,1.58
Pofele Ashlock,158166,WR,HAWAII,1,14,0,180,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,80.4,0,6,0.0,0,4,1,100.0,4,131.3,1,25.0,1,6,8,8.0,6.0,1.5,11.3,3,41.7,0.0,0,2,28.6,2,4,0,20.7,62.8,0,47,0.0,0,46,5,93.5,43,105.6,12,27.9,2,84,33,6.6,16.8,1.95
Josh Cameron,144513,WR,BAYLOR,1,14,0,118,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,50.0,0,6,0.0,0,10,1,90.0,9,91.7,1,11.1,0,6,7,7.0,6.0,0.67,,0,,,0,0,,0,0,0,83.8,72.1,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Lewis Bond,143817,WR,BOSTON COL,1,14,0,121,0,-2.7,1,100.0,,0,0,0.0,0,0,0,90.0,57.5,0,9,0.0,0,7,3,100.0,7,87.5,3,42.9,0,15,23,7.7,5.0,2.14,3.9,2,80.0,,0,0,0.0,0,3,0,85.1,59.6,0,19,0.0,0,29,8,89.7,26,99.6,10,38.5,0,79,47,5.9,9.9,3.04
Elijah Sarratt,159499,WR,INDIANA,1,13,0,190,0,-1.0,1,100.0,,0,0,0.0,0,0,0,81.5,58.6,0,6,0.0,0,2,1,100.0,2,91.7,1,50.0,0,6,7,7.0,6.0,3.0,13.8,1,75.0,100.0,1,1,0.0,0,2,0,61.0,76.2,0,20,0.0,0,4,3,100.0,4,140.6,4,100.0,2,35,7,2.3,11.7,8.75
Javen Nicholas,157109,WR,CHARLOTTE,1,13,0,136,0,-2.0,1,100.0,,0,0,0.0,0,0,0,90.0,60.7,0,4,0.0,0,5,3,100.0,5,79.2,3,60.0,0,6,12,4.0,2.0,1.2,11.1,2,80.0,50.0,1,2,0.0,0,7,0,84.7,80.9,0,20,0.0,0,34,8,97.1,33,111.7,10,30.3,0,108,29,3.6,13.5,3.27
Dalen Cobb,158341,WR,GA SOUTHRN,1,13,0,174,0,-2.8,0,40.0,,0,0,33.3,1,1,0,12.9,53.1,0,17,0.0,0,8,2,100.0,8,52.9,5,62.5,0,21,25,12.5,10.5,2.63,8.0,0,55.6,75.0,3,4,16.7,1,2,0,62.9,60.8,1,14,0.0,0,20,5,95.0,19,65.3,9,47.4,1,42,6,1.2,8.4,2.21
Kevin Coleman Jr.,160756,WR,MISSOURI,1,12,0,229,0,-3.5,0,100.0,,0,0,0.0,0,0,0,86.7,58.6,0,4,0.0,0,4,2,100.0,4,79.2,2,50.0,0,2,9,4.5,1.0,0.5,8.0,6,81.8,50.0,1,2,0.0,0,6,0,86.7,90.9,0,50,2.9,1,34,9,97.1,33,143.2,11,33.3,1,122,56,6.2,13.6,3.7
