player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,1,17,0,263,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,57.5,0,3,0.0,0,2,1,100.0,2,79.2,1,50.0,0,3,3,3.0,3.0,1.5,15.9,0,53.3,50.0,1,2,0.0,0,7,0,82.7,74.4,1,19,0.0,0,43,8,95.3,41,70.1,15,36.6,1,105,30,3.8,13.1,2.56
Eric McAlister,145976,WR,TCU,1,17,0,305,0,-3.0,0,100.0,,0,0,0.0,0,1,0,81.5,69.8,0,14,0.0,0,9,1,100.0,9,118.8,1,11.1,0,14,17,17.0,14.0,1.56,7.4,2,57.1,66.7,2,3,20.0,1,4,1,47.2,67.5,0,28,0.0,0,12,4,100.0,12,87.8,7,58.3,0,64,34,8.5,16.0,5.33
Chauncy Cobb,172187,WR,ARK STATE,1,14,0,113,0,-2.9,2,100.0,,0,0,0.0,0,2,0,94.5,93.5,0,12,0.0,0,7,7,100.0,7,88.1,7,100.0,0,36,56,8.0,5.1,5.14,3.4,2,83.3,,0,0,0.0,0,6,0,85.1,77.3,1,12,0.0,0,37,10,94.6,35,58.7,12,34.3,0,77,54,5.4,7.7,2.2
Parker Kingston,163251,WR,BYU,1,13,0,128,0,-2.0,0,50.0,,0,0,50.0,1,0,0,0.0,30.1,0,3,0.0,0,3,1,100.0,3,56.3,2,66.7,0,3,5,5.0,3.0,1.0,14.6,0,42.9,100.0,1,1,25.0,1,3,0,41.1,74.7,0,45,0.0,0,22,3,100.0,22,129.5,7,31.8,1,91,23,7.7,30.3,4.14
Jaden Barnes,173738,WR,APP STATE,1,13,0,108,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,63.8,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,8,8.0,6.0,6.0,7.8,1,70.0,0.0,0,1,12.5,1,3,0,66.1,58.7,0,18,0.0,0,41,7,90.2,37,117.1,10,27.0,1,56,21,3.0,8.0,1.51
Germie Bernard,158374,WR,ALABAMA,1,13,0,103,0,-5.0,0,100.0,,0,0,0.0,0,1,0,81.5,52.9,0,23,0.0,0,6,1,100.0,6,118.8,1,16.7,0,23,28,28.0,23.0,3.83,11.2,0,60.0,100.0,2,2,0.0,0,3,0,32.9,53.0,0,23,0.0,0,19,3,94.7,18,84.6,5,27.8,0,39,28,9.3,13.0,2.17
Kajiya Hollawayne,146386,WR,TEMPLE,1,13,0,306,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0.0,0,100.0,,0,0,0.0,0,0,0,82.7,77.3,0,3,0.0,0,2,1,50.0,1,79.2,1,100.0,0,3,3,3.0,3.0,3.0
Donovan Faupel,175668,WR,NEW MEX ST,1,13,0,242,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,57.4,0,1,0.0,0,3,1,100.0,3,79.2,1,33.3,0,1,1,1.0,1.0,0.33,,0,,,0,0,,0,0,0,84.2,77.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Denzel Boston,162481,WR,WASHINGTON,1,13,0,340,0,-2.0,0,100.0,,0,0,0.0,0,2,0,86.7,86.9,0,20,0.0,0,8,2,87.5,7,118.8,2,28.6,0,28,32,16.0,14.0,4.0,13.5,0,50.0,,0,0,0.0,0,2,0,83.8,88.3,0,20,0.0,0,6,2,100.0,6,72.9,4,66.7,0,28,32,16.0,14.0,4.67
Ronnel Johnson,178430,WR,MO STATE,1,12,0,230,0,,0,,,0,0,,0,0,0,,54.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.2,0,54.5,50.0,1,2,14.3,1,4,0,53.7,62.0,1,35,0.0,0,33,6,93.9,31,77.5,11,35.5,1,99,17,2.8,16.5,3.19
Ryan Wingo,184520,WR,TEXAS,1,12,0,311,0,-4.0,0,50.0,,0,0,0.0,0,1,0,81.5,90.6,0,47,0.0,0,6,1,100.0,6,95.8,2,33.3,0,47,50,50.0,47.0,7.83,16.4,3,42.9,0.0,0,2,25.0,1,2,0,27.6,73.5,0,62,0.0,0,16,3,100.0,16,89.9,7,43.8,0,122,78,26.0,40.7,7.63
Nik McMillan,157951,WR,BUFFALO,1,12,0,126,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,51.0,0,100.0,,0,0,0.0,0,1,0,51.7,70.7,0,52,0.0,0,1,1,100.0,1,118.8,1,100.0,0,52,1,1.0,52.0,52.0
Cam Vaughn,170441,WR,W VIRGINIA,1,12,0,343,0,,0,,,0,0,,0,0,0,,47.3,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,16.0,0,20.0,0.0,0,1,0.0,0,1,0,81.5,70.7,0,29,0.0,0,9,1,88.9,8,51.3,5,62.5,0,29,6,6.0,29.0,3.63
Wyatt Young,190632,WR,N TEXAS,1,12,0,251,0,-1.5,2,75.0,,0,0,25.0,1,1,0,22.8,65.1,0,70,0.0,0,11,3,100.0,11,156.3,4,36.4,1,76,83,27.7,25.3,6.91,5.4,5,81.8,,0,0,10.0,1,6,0,40.8,88.5,0,70,0.0,0,41,9,100.0,41,149.1,11,26.8,1,190,138,15.3,21.1,4.63
Nick Marsh,183541,WR,MICH STATE,1,12,0,223,0,,0,,,0,0,,0,0,0,,48.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,56.4,69.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Junior Vandeross III,163156,WR,TOLEDO,1,12,0,316,0,-2.3,1,66.7,,0,0,33.3,1,0,0,12.9,35.8,0,4,0.0,0,3,2,100.0,3,70.1,3,100.0,0,5,13,6.5,2.5,1.67,9.3,1,58.3,,0,0,22.2,2,3,0,20.9,52.5,0,24,0.0,0,45,7,95.6,43,96.5,12,27.9,1,52,21,3.0,7.4,1.21
