player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
A.J. Henning,129580,WR,NWESTERN,1,21,0,256,0,-1.3,0,25.0,0.0,0,1,0.0,0,1,0,81.5,82.8,0,12,0.0,0,4,1,100.0,4,39.6,4,100.0,0,12,11,11.0,12.0,3.0,12.0,1,35.7,50.0,1,2,0.0,0,3,0,83.8,76.2,2,25,0.0,0,35,5,91.4,32,33.3,14,43.8,1,58,4,0.8,11.6,1.81
Kamdyn Benjamin,123241,WR,TULSA,1,18,0,320,0,-4.0,0,100.0,,0,0,0.0,0,0,0,90.0,61.6,0,7,0.0,0,4,3,100.0,4,87.5,3,75.0,0,15,27,9.0,5.0,3.75,-1.8,0,75.0,,0,0,0.0,0,0,0,63.3,56.8,0,7,0.0,0,21,3,95.2,20,80.2,4,20.0,0,15,27,9.0,5.0,0.75
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,17,0,122,0,-2.3,1,66.7,,0,0,33.3,1,0,0,12.9,28.9,0,4,0.0,0,7,2,100.0,7,70.1,3,42.9,0,5,11,5.5,2.5,0.71,24.3,0,33.3,,0,0,0.0,0,1,0,44.3,55.6,1,13,0.0,0,12,1,100.0,12,8.3,3,25.0,0,13,0,0.0,13.0,1.08
Kobe Hudson,123989,WR,UCF,1,16,0,323,0,-1.5,1,100.0,,0,0,0.0,0,0,0,86.7,61.2,0,7,0.0,0,4,2,100.0,4,89.6,2,50.0,0,11,14,7.0,5.5,2.75,31.0,0,0.0,,0,0,100.0,1,0,0,21.1,57.4,0,0,0.0,0,5,0,80.0,4,39.6,1,25.0,0,0,0,,,0.0
Nick Nash,98679,WR,S JOSE ST,1,15,0,285,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,11.5,1,50.0,50.0,1,2,0.0,0,6,0,84.7,73.1,1,20,0.0,0,54,7,92.6,50,64.3,14,28.0,1,89,14,2.0,12.7,1.78
Luke Wysong,146110,WR,NEW MEXICO,1,15,0,241,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,58.9,0,0,0.0,0,2,1,100.0,2,79.2,1,50.0,0,0,1,1.0,0.0,0.0,18.0,0,60.0,0.0,0,1,0.0,0,2,0,84.2,63.6,0,13,0.0,0,21,6,95.2,20,73.3,10,50.0,0,51,5,0.8,8.5,2.55
Darrius Clemons,158532,WR,OREGON ST,1,14,0,265,0,,0,,,0,0,,0,0,0,,46.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,61.4,60.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Ted Hurst,187922,WR,GA STATE,1,14,0,175,0,0.0,1,100.0,100.0,1,1,0.0,0,0,0,81.5,55.2,0,2,0.0,0,4,1,100.0,4,79.2,1,25.0,0,2,2,2.0,2.0,0.5,5.0,0,100.0,100.0,1,1,0.0,0,2,0,82.2,78.9,0,10,0.0,0,6,2,100.0,6,102.1,2,33.3,0,17,7,3.5,8.5,2.83
Cam Pickett,163093,WR,BALL ST,1,14,0,117,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,51.5,0,4,0.0,0,7,1,100.0,7,83.3,1,14.3,0,4,6,6.0,4.0,0.57,,0,,,0,0,,0,0,0,57.1,63.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Tanner Koziol,156895,TE,BALL ST,1,14,0,117,0,-1.0,4,100.0,,0,0,0.0,0,1,0,86.7,77.2,0,14,0.0,0,7,2,100.0,7,104.2,2,28.6,0,18,20,10.0,9.0,2.57,9.1,1,66.7,100.0,3,3,14.3,1,4,0,49.4,75.0,0,17,0.0,0,36,6,94.4,34,118.8,9,26.5,1,52,17,2.8,8.7,1.53
Travis Hunter,160766,CB,COLORADO,1,14,0,143,0,0.0,1,100.0,,0,0,0.0,0,1,0,81.5,63.1,0,13,0.0,0,12,1,100.0,12,118.8,1,8.3,0,13,13,13.0,13.0,1.08,,0,,,0,0,,0,0,0,85.5,76.7,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Brennan Presley,122982,WR,OKLA STATE,1,14,0,262,0,-3.5,2,100.0,,0,0,0.0,0,0,0,91.4,60.4,0,12,0.0,0,7,4,100.0,7,86.5,4,57.1,0,19,33,8.3,4.8,2.71,3.3,0,53.8,0.0,0,3,0.0,0,0,1,82.2,50.5,1,6,0.0,0,34,7,94.1,32,27.4,13,40.6,0,28,24,3.4,4.0,0.88
Emmett Mosley V,183278,WR,STANFORD,1,13,0,300,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,58.1,0,-5,0.0,0,3,1,100.0,3,79.2,1,33.3,0,-5,0,0.0,-5.0,-1.67,10.5,0,50.0,50.0,1,2,0.0,0,2,0,81.5,74.5,0,17,0.0,0,23,3,91.3,21,63.2,6,28.6,0,28,1,0.3,9.3,1.33
Andrew Armstrong,160110,WR,ARKANSAS,1,13,0,111,0,-0.5,0,100.0,,0,0,0.0,0,1,0,86.7,96.1,0,10,0.0,0,3,2,100.0,3,106.3,2,66.7,0,19,20,10.0,9.5,6.33,3.0,0,100.0,,0,0,0.0,0,0,0,83.3,90.5,0,13,0.0,0,1,1,100.0,1,118.8,1,100.0,0,13,10,10.0,13.0,13.0
KeAndre Lambert-Smith,129789,WR,AUBURN,1,13,0,115,0,-1.0,0,100.0,,0,0,0.0,0,2,0,90.0,54.8,0,21,0.0,0,10,3,100.0,10,118.8,3,30.0,0,40,43,14.3,13.3,4.0,16.5,0,50.0,,0,0,0.0,0,1,0,82.7,65.0,0,25,0.0,0,4,1,100.0,4,95.8,2,50.0,0,25,12,12.0,25.0,6.25
Trayvon Rudolph,130577,WR,N ILLINOIS,1,13,0,254,0,-2.0,0,50.0,,0,0,50.0,1,0,0,0.0,29.3,0,2,0.0,0,2,1,100.0,2,56.3,2,100.0,0,2,3,3.0,2.0,1.0,13.0,0,100.0,,0,0,0.0,0,1,0,18.3,54.3,0,13,0.0,0,13,1,100.0,13,118.8,1,7.7,0,13,0,0.0,13.0,1.0
Cade McDonald,101725,WR,MIAMI OH,1,12,0,221,0,-1.6,3,100.0,,0,0,0.0,0,2,0,95.2,90.6,0,15,0.0,0,11,8,100.0,11,93.8,8,72.7,0,52,65,8.1,6.5,4.73,6.3,3,75.0,0.0,0,3,0.0,0,3,0,84.7,72.3,1,30,0.0,0,26,9,100.0,26,86.1,12,46.2,1,82,72,8.0,9.1,3.15
Junior Vandeross III,163156,WR,TOLEDO,1,12,0,316,0,-3.7,1,100.0,,0,0,0.0,0,0,0,90.0,59.4,0,7,0.0,0,5,3,100.0,5,86.1,3,60.0,0,14,25,8.3,4.7,2.8,3.3,2,88.9,,0,0,0.0,0,3,0,84.2,66.7,0,17,0.0,0,36,8,100.0,36,97.7,9,25.0,0,67,55,6.9,8.4,1.86
Tetairoa McMillan,158735,WR,ARIZONA,1,12,0,109,0,-2.0,0,0.0,,0,0,,0,0,0,,50.7,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,9.3,1,33.3,0.0,0,1,0.0,0,0,0,36.5,65.8,0,6,0.0,0,5,1,100.0,5,42.4,3,60.0,0,6,2,2.0,6.0,1.2
Elic Ayomanor,157263,WR,STANFORD,1,12,0,300,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,85.1,74.1,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
