player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Xavier Hutchinson,122518,WR,IOWA STATE,1,19,0,193,0,-2.3,1,100.0,,0,0,0.0,0,0,0,90.0,62.4,0,13,0.0,0,4,3,100.0,4,102.8,3,75.0,0,26,33,11.0,8.7,6.5,3.2,1,80.0,,0,0,0.0,0,0,0,86.7,65.8,0,13,0.0,0,10,4,90.0,9,91.7,5,55.6,0,30,26,6.5,7.5,3.33
Daewood Davis,61584,WR,W KENTUCKY,1,17,0,346,0,-1.0,1,100.0,,0,0,0.0,0,2,0,91.4,58.2,0,9,0.0,0,21,4,100.0,21,79.2,4,19.0,0,12,16,4.0,3.0,0.57,,0,,,0,0,,0,0,0,61.5,73.7,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Dante Cephas,97665,WR,KENT STATE,1,16,0,201,0,-0.7,0,66.7,,0,0,33.3,1,1,0,12.9,50.9,0,8,0.0,0,11,2,81.8,9,71.5,3,33.3,0,10,11,5.5,5.0,1.11,12.7,2,100.0,,0,0,0.0,0,3,0,54.4,90.6,0,54,0.0,0,6,3,100.0,6,118.8,3,50.0,0,80,42,14.0,26.7,13.33
LaJohntay Wester,123616,WR,FAU,1,15,0,165,0,-2.7,1,66.7,0.0,0,1,0.0,0,1,0,91.4,77.3,0,8,0.0,0,6,4,100.0,6,70.1,6,100.0,0,12,25,6.3,3.0,2.0,9.3,1,66.7,0.0,0,3,9.1,1,6,0,72.8,78.7,1,32,0.0,0,48,10,100.0,48,83.5,15,31.3,1,113,43,4.3,11.3,2.35
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,15,0,174,0,,0,,,0,0,,0,0,0,,46.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,11.3,0,100.0,100.0,1,1,0.0,0,1,0,47.1,54.4,0,34,0.0,0,7,3,85.7,6,158.3,3,50.0,1,39,6,2.0,13.0,6.5
Carlos Carriere,61413,WR,C MICHIGAN,1,14,0,134,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,24.9,57.9,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jacob Cowing,100894,WR,ARIZONA,1,14,0,109,0,-4.3,1,100.0,,0,0,0.0,0,2,0,91.4,90.7,0,18,0.0,0,6,4,100.0,6,114.6,4,66.7,0,46,63,15.8,11.5,7.67,11.8,1,83.3,,0,0,0.0,0,4,0,86.7,91.0,0,29,0.0,0,34,5,97.1,33,158.3,6,18.2,1,81,62,12.4,16.2,2.45
Thayer Thomas,61515,WR,NC STATE,1,14,0,248,0,-4.0,1,100.0,,0,0,0.0,0,0,0,86.7,55.4,0,1,0.0,0,7,2,100.0,7,79.2,2,28.6,0,-3,5,2.5,-1.5,-0.43,7.8,1,64.3,33.3,1,3,10.0,1,6,0,29.7,66.8,0,24,0.0,0,49,9,93.9,46,80.7,14,30.4,0,84,41,4.6,9.3,1.83
Jaylin Lane,121811,WR,MIDDLE TN,1,14,0,224,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,16.0,0,0.0,,0,0,100.0,1,0,0,77.8,74.3,0,0,0.0,0,4,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0
Ali Jennings,145344,WR,DOMINION,1,13,0,263,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,83.8,80.1,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0
