player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Will Sheppard,124360,WR,VANDERBILT,1,17,0,333,0,-2.0,0,0.0,0.0,0,1,,0,0,0,,48.9,0,0,0.0,0,5,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,1.0,0,50.0,0.0,0,1,0.0,0,0,0,85.5,71.6,0,7,0.0,0,2,1,100.0,2,58.3,2,100.0,0,7,3,3.0,7.0,3.5
Drake London,86519,WR,USC,1,16,0,326,0,-0.8,0,80.0,,0,0,20.0,1,1,0,29.3,59.3,0,12,0.0,0,7,4,100.0,7,90.0,5,71.4,0,28,30,7.5,7.0,4.0,3.5,1,100.0,,0,0,0.0,0,1,0,72.8,79.0,0,13,0.0,0,7,2,100.0,7,102.1,2,28.6,0,17,10,5.0,8.5,2.43
Zakhari Franklin,97620,WR,UTSA,1,16,0,331,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,80.9,0,19,0.0,0,4,1,100.0,4,158.3,1,25.0,1,19,21,21.0,19.0,4.75,10.5,3,100.0,,0,0,0.0,0,2,0,84.7,89.7,0,25,0.0,0,3,2,100.0,3,118.8,2,66.7,0,41,20,10.0,20.5,13.67
Isaiah Williams,97156,WR,ILLINOIS,1,15,0,187,0,-5.0,0,100.0,,0,0,0.0,0,0,0,81.5,58.9,0,6,0.0,0,2,1,100.0,2,91.7,1,50.0,0,6,11,11.0,6.0,3.0,13.2,3,53.8,60.0,3,5,12.5,1,5,0,64.9,79.9,0,25,0.0,0,38,7,89.5,34,77.4,13,38.2,0,95,33,4.7,13.6,2.79
Trey McBride,75916,TE,COLO STATE,1,14,0,144,0,-2.7,0,100.0,,0,0,0.0,0,1,0,90.0,92.7,0,7,0.0,0,4,3,100.0,4,91.7,3,75.0,0,18,26,8.7,6.0,4.5,6.3,0,100.0,100.0,1,1,0.0,0,3,0,83.8,94.0,0,12,0.0,0,9,4,88.9,8,102.1,4,50.0,0,34,9,2.3,8.5,4.25
Michael Mayer,122906,TE,NOTRE DAME,1,13,0,258,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,7.1,2,62.5,,0,0,28.6,2,2,0,40.6,76.2,0,25,0.0,0,21,5,100.0,21,84.9,8,38.1,0,59,30,6.0,11.8,2.81
Stanley Berryhill III,61128,WR,ARIZONA,1,13,0,109,0,-3.3,1,100.0,,0,0,0.0,0,1,0,90.0,74.7,0,13,0.0,0,6,3,100.0,6,90.3,3,50.0,0,17,27,9.0,5.7,2.83,3.3,4,91.7,100.0,1,1,0.0,0,6,0,85.1,74.1,0,18,0.0,0,49,11,93.9,46,101.4,12,26.1,0,100,79,7.2,9.1,2.17
Kayshon Boutte,124087,WR,LSU,1,13,0,211,0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,6.3,0,66.7,,0,0,33.3,1,2,0,57.6,80.4,0,12,0.0,0,11,2,100.0,11,88.2,3,27.3,0,22,8,4.0,11.0,2.0
JaCorey Sullivan,55060,WR,C MICHIGAN,1,13,0,134,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.6,0,0,0.0,0,4,1,75.0,3,79.2,1,33.3,0,0,1,1.0,0.0,0.0,5.0,0,0.0,0.0,0,1,,0,0,0,80.9,67.2,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0
Jake Ferguson,61081,TE,WISCONSIN,1,12,0,349,0,-2.0,2,100.0,,0,0,0.0,0,0,0,81.5,97.1,0,8,0.0,0,1,1,100.0,1,100.0,1,100.0,0,8,10,10.0,8.0,8.0,6.0,0,75.0,100.0,1,1,0.0,0,1,0,82.7,65.9,1,8,0.0,0,8,3,100.0,8,46.9,4,50.0,0,21,6,2.0,7.0,2.63
Austin Osborne,84502,WR,BOWL GREEN,1,12,0,122,0,-1.5,0,100.0,,0,0,0.0,0,0,0,86.7,60.3,0,-1,0.0,0,4,2,100.0,4,79.2,2,50.0,0,-2,1,0.5,-1.0,-0.5,7.6,0,60.0,50.0,2,4,0.0,0,2,0,83.3,57.7,0,24,0.0,0,28,6,100.0,28,67.1,10,35.7,0,36,11,1.8,6.0,1.29
David Bell,97989,WR,PURDUE,1,12,0,273,0,-3.0,1,100.0,,0,0,0.0,0,0,0,81.5,54.3,0,2,0.0,0,5,1,100.0,5,79.2,1,20.0,0,2,5,5.0,2.0,0.4,1.0,1,100.0,,0,0,0.0,0,1,0,81.5,73.5,0,12,0.0,0,5,2,100.0,5,95.8,2,40.0,0,14,12,6.0,7.0,2.8
Woody Marks,124179,HB,MISS STATE,1,11,0,227,0,-2.8,0,80.0,,0,0,0.0,0,1,0,91.4,87.7,0,1,0.0,0,8,4,87.5,7,118.8,5,71.4,1,-1,12,3.0,-0.3,-0.14,-2.0,0,100.0,,0,0,0.0,0,0,0,85.9,82.8,0,0,0.0,0,1,1,100.0,1,79.2,1,100.0,0,0,2,2.0,0.0,0.0
Garrett Wilson,97405,WR,OHIO STATE,1,11,0,260,0,-1.7,2,100.0,,0,0,0.0,0,0,0,90.0,75.5,0,7,0.0,0,6,3,100.0,6,90.3,3,50.0,0,17,22,7.3,5.7,2.83,17.3,2,75.0,,0,0,0.0,0,1,0,37.6,61.4,0,56,0.0,0,5,3,100.0,5,156.3,4,80.0,1,66,30,10.0,22.0,13.2
Corey Gammage,98735,WR,MARSHALL,1,11,0,214,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.6,78.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Samori Toure,25276,WR,NEBRASKA,1,11,0,238,0,-1.3,0,100.0,,0,0,0.0,0,1,0,90.0,79.6,0,8,0.0,0,5,3,100.0,5,87.5,3,60.0,0,15,19,6.3,5.0,3.0,11.2,0,70.0,0.0,0,1,12.5,1,5,0,66.4,83.4,0,30,0.0,0,23,7,100.0,23,102.9,10,43.5,0,102,40,5.7,14.6,4.43
Kyle Williams,128374,WR,UNLV,1,11,0,325,0,-2.5,0,100.0,100.0,1,1,0.0,0,0,0,86.7,60.6,0,2,0.0,0,3,2,100.0,3,79.2,2,66.7,0,-1,4,2.0,-0.5,-0.33,14.4,0,60.0,0.0,0,1,25.0,1,2,0,21.1,55.2,1,16,0.0,0,7,3,100.0,7,37.5,5,71.4,0,30,4,1.3,10.0,4.29
Cade Otton,61071,TE,WASHINGTON,1,11,0,340,0,,0,,,0,0,,0,0,0,,51.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,9.6,1,62.5,100.0,1,1,0.0,0,3,0,82.2,68.0,2,25,0.0,0,34,5,100.0,34,47.4,8,23.5,0,63,18,3.6,12.6,1.85
Tank Dell,78874,WR,HOUSTON,1,11,0,182,0,-2.0,1,100.0,,0,0,0.0,0,1,0,86.7,54.4,0,6,0.0,0,7,2,100.0,7,85.4,2,28.6,0,9,13,6.5,4.5,1.29,10.0,1,80.0,,0,0,0.0,0,2,0,49.5,58.1,0,23,0.0,0,16,4,100.0,16,137.1,5,31.3,1,37,13,3.3,9.3,2.31
Deven Thompkins,84480,WR,UTAH ST,1,11,0,329,0,-1.7,1,100.0,,0,0,0.0,0,0,0,90.0,59.3,0,6,0.0,0,6,3,100.0,6,80.6,3,50.0,0,10,15,5.0,3.3,1.67,10.5,1,72.7,50.0,1,2,0.0,0,5,0,83.8,75.5,0,45,0.0,0,36,8,94.4,34,128.6,11,32.4,1,94,16,2.0,11.8,2.76
Justin Hall,61158,WR,BALL ST,1,11,0,117,0,-3.3,0,100.0,,0,0,0.0,0,1,1,91.4,43.8,0,9,0.0,0,5,4,100.0,5,85.4,4,80.0,0,18,31,7.8,4.5,3.6,5.7,1,83.3,0.0,0,1,0.0,0,3,1,81.5,59.2,0,49,0.0,0,12,5,91.7,11,157.6,6,54.5,1,74,53,10.6,14.8,6.73
Cole Turner,84330,TE,NEVADA,1,11,0,239,0,,0,,,0,0,,0,0,0,,48.3,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,14.2,0,80.0,,0,0,0.0,0,2,0,23.3,57.1,0,17,0.0,0,22,4,95.5,21,109.2,5,23.8,0,51,0,0.0,12.8,2.43
Josh Downs,122832,WR,N CAROLINA,1,11,0,245,0,-3.0,0,100.0,,0,0,0.0,0,1,0,86.7,99.9,0,37,0.0,0,3,2,100.0,3,158.3,2,66.7,1,49,55,27.5,24.5,16.33,9.3,0,72.7,,0,0,0.0,0,4,0,81.5,74.9,2,37,0.0,0,45,8,95.6,43,100.0,11,25.6,1,123,77,9.6,15.4,2.86
Ainias Smith,99207,WR,TEXAS A&M,1,10,0,312,0,-2.7,0,66.7,,0,0,33.3,1,1,0,12.9,57.0,0,14,0.0,0,5,2,100.0,5,86.8,3,60.0,0,21,27,13.5,10.5,4.2,5.9,1,75.0,,0,0,25.0,2,5,0,57.1,80.9,0,23,0.0,0,28,6,96.4,27,138.5,8,29.6,2,66,32,5.3,11.0,2.44
