player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Dymere Miller,142935,WR,RUTGERS,1,19,0,278,0,4.0,0,0.0,,0,0,,0,0,0,,51.1,0,0,0.0,0,3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0,14.9,0,57.9,,0,0,15.4,2,7,0,36.2,64.2,0,45,0.0,0,51,11,96.1,49,79.1,19,38.8,0,131,17,1.5,11.9,2.67
Corey Rucker,121539,WR,ARK STATE,1,17,0,113,0,-2.5,1,100.0,,0,0,0.0,0,1,0,86.7,96.8,0,11,0.0,0,3,2,100.0,3,106.3,2,66.7,0,19,24,12.0,9.5,6.33,16.7,4,66.7,0.0,0,1,0.0,0,2,0,83.8,89.5,0,26,0.0,0,6,2,83.3,5,109.7,3,60.0,0,38,21,10.5,19.0,7.6
Brennan Presley,122982,WR,OKLA STATE,1,17,0,262,0,-3.1,3,85.7,,0,0,14.3,1,2,0,46.4,88.9,0,33,0.0,0,12,6,100.0,12,146.1,7,58.3,1,67,85,14.2,11.2,5.58,5.6,1,92.3,100.0,2,2,0.0,0,8,0,80.0,87.6,0,26,0.0,0,40,12,85.0,34,107.4,13,38.2,0,127,78,6.5,10.6,3.74
Jerjuan Newton,97308,WR,TOLEDO,1,16,0,316,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,51.0,0,-1,0.0,0,7,1,100.0,7,79.2,1,14.3,0,-1,3,3.0,-1.0,-0.14,8.5,0,75.0,0.0,0,1,0.0,0,2,0,80.1,72.7,0,22,0.0,0,14,3,92.9,13,96.9,4,30.8,0,31,7,2.3,10.3,2.38
Jamaal Pritchett,155624,WR,S ALABAMA,1,15,0,288,0,-3.9,2,100.0,,0,0,0.0,0,2,0,94.5,93.2,0,27,0.0,0,8,7,100.0,8,104.2,7,87.5,0,63,90,12.9,9.0,7.88,4.6,1,71.4,,0,0,9.1,1,3,0,74.6,78.0,0,27,0.0,0,22,10,95.5,21,86.6,14,66.7,0,84,101,10.1,8.4,4.0
Oran Singleton Jr.,145589,WR,E MICHIGAN,1,14,0,160,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,53.2,0,0,0.0,0,4,1,75.0,3,79.2,1,33.3,0,0,4,4.0,0.0,0.0,10.7,0,75.0,75.0,3,4,0.0,0,3,0,87.0,79.5,0,18,2.7,1,37,9,89.2,33,94.4,12,36.4,0,86,14,1.6,9.6,2.61
Justin Lockhart,74298,WR,S JOSE ST,1,14,0,285,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,80.9,69.6,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Tetairoa McMillan,158735,WR,ARIZONA,1,14,0,109,0,-3.0,1,100.0,,0,0,0.0,0,0,0,81.5,56.0,0,3,0.0,0,4,1,100.0,4,79.2,1,25.0,0,3,6,6.0,3.0,0.75,15.0,1,75.0,100.0,1,1,0.0,0,2,0,55.5,89.7,0,49,0.0,0,11,3,81.8,9,116.7,4,44.4,0,62,17,5.7,20.7,6.89
Will Pauling,144234,WR,WISCONSIN,1,14,0,349,0,-1.7,0,100.0,,0,0,0.0,0,0,0,90.0,63.7,0,6,0.0,0,3,3,100.0,3,83.3,3,100.0,0,12,17,5.7,4.0,4.0,5.1,1,57.1,50.0,2,4,20.0,2,4,0,53.7,63.0,0,28,0.0,0,35,8,97.1,34,73.2,14,41.2,0,79,38,4.8,9.9,2.32
Eli Pancol,97995,WR,DUKE,1,13,0,154,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,50.1,0,8,0.0,0,8,1,100.0,8,100.0,1,12.5,0,8,11,11.0,8.0,1.0,,0,,,0,0,,0,0,0,85.5,85.0,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0
