player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Zay Flowers,97268,WR,BOSTON COL,1,17,0,121,0,-2.8,2,80.0,100.0,1,1,0.0,0,1,0,91.4,89.5,0,10,0.0,0,7,4,85.7,6,81.7,5,83.3,0,18,29,7.3,4.5,3.0,14.0,0,50.0,50.0,1,2,25.0,1,1,0,73.0,69.8,0,23,0.0,0,19,3,89.5,17,60.4,6,35.3,0,24,8,2.7,8.0,1.41
Ali Jennings,145344,WR,DOMINION,1,15,0,263,0,,0,,,0,0,,0,0,0,,48.7,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,16.7,0,33.3,0.0,0,1,0.0,0,0,0,84.7,81.6,0,1,0.0,0,12,1,91.7,11,42.4,3,27.3,0,1,0,0.0,1.0,0.09
Mac Hippenhammer,61591,WR,MIAMI OH,1,15,0,221,0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,15.0,0,50.0,100.0,1,1,0.0,0,1,0,78.5,56.4,0,16,0.0,0,5,1,100.0,5,77.1,2,40.0,0,16,0,0.0,16.0,3.2
Joshua Cephus,98095,WR,UTSA,1,15,0,331,0,-1.0,0,100.0,,0,0,0.0,0,0,0,90.0,70.3,0,8,0.0,0,9,3,100.0,9,88.9,3,33.3,0,16,19,6.3,5.3,1.78,6.9,3,71.4,66.7,2,3,0.0,0,3,0,84.2,65.4,1,20,0.0,0,48,10,95.8,46,56.3,14,30.4,0,82,36,3.6,8.2,1.78
Tre Harris,122676,WR,LA TECH,1,15,0,208,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,93.8,0,32,0.0,0,4,1,100.0,4,158.3,1,25.0,1,32,34,34.0,32.0,8.0,20.0,0,0.0,0.0,0,1,,0,0,0,57.1,72.0,0,0,0.0,0,8,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0
Xavier Worthy,144718,WR,TEXAS,1,14,0,311,0,,0,,,0,0,,0,0,0,,53.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,39.0,0,0.0,,0,0,,0,0,0,73.1,57.6,0,0,0.0,0,11,0,100.0,11,39.6,3,27.3,0,0,0,,,0.0
Shocky Jacques-Louis,77960,WR,AKRON,1,14,0,102,0,,0,,,0,0,,0,0,0,,50.3,0,0,16.7,1,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.6,59.7,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0
J. Michael Sturdivant,146288,WR,CAL,1,13,0,130,0,-2.0,1,100.0,,0,0,0.0,0,0,0,81.5,59.6,0,4,0.0,0,2,1,100.0,2,83.3,1,50.0,0,4,6,6.0,4.0,2.0,3.3,1,100.0,,0,0,0.0,0,2,0,43.3,71.5,0,8,0.0,0,8,4,100.0,8,125.0,4,50.0,1,18,8,2.0,4.5,2.25
Hassan Beydoun,78185,WR,E MICHIGAN,1,13,0,160,0,-1.5,0,50.0,,0,0,50.0,1,1,0,0.0,54.0,0,19,0.0,0,5,1,80.0,4,83.3,2,50.0,0,19,21,21.0,19.0,4.75,5.9,0,76.9,,0,0,9.1,1,2,0,65.7,63.8,0,19,0.0,0,37,10,89.2,33,93.4,13,39.4,0,85,32,3.2,8.5,2.58
Dalevon Campbell,101711,WR,NEVADA,1,13,0,239,0,-2.7,0,100.0,,0,0,0.0,0,0,0,90.0,54.5,0,6,0.0,0,9,3,100.0,9,79.2,3,33.3,0,4,12,4.0,1.3,0.44,,0,,,0,0,,0,0,0,80.9,59.9,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
