player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Easton Messer,163051,WR,FAU,1,19,0,165,0,0.6,0,80.0,,0,0,0.0,0,0,0,91.4,59.1,0,5,0.0,0,8,4,100.0,8,79.2,5,62.5,0,8,24,6.0,2.0,1.0,3.3,0,83.3,50.0,1,2,0.0,0,5,0,89.8,69.1,0,20,0.0,0,47,15,95.7,45,86.8,18,40.0,0,87,47,3.1,5.8,1.93
Jordyn Tyson,157690,WR,ARIZONA ST,1,17,0,110,0,-2.2,1,100.0,,0,0,0.0,0,2,1,92.6,67.3,0,19,0.0,0,13,5,92.3,12,143.8,5,41.7,1,45,56,11.2,9.0,3.75,10.0,0,71.4,,0,0,0.0,0,2,0,87.7,75.9,0,19,0.0,0,16,5,87.5,14,128.0,7,50.0,1,45,24,4.8,9.0,3.21
Jayce Brown,173093,WR,KANSAS ST,1,16,0,199,0,-2.5,0,100.0,,0,0,0.0,0,0,0,86.7,59.2,0,5,0.0,0,4,2,100.0,4,85.4,2,50.0,0,9,14,7.0,4.5,2.25,8.4,0,57.1,0.0,0,1,0.0,0,1,0,86.7,59.5,0,19,0.0,0,27,4,100.0,27,71.1,7,25.9,0,36,16,4.0,9.0,1.33
Michael Trigg,146410,TE,BAYLOR,1,16,0,118,0,,0,,,0,0,,0,0,0,,44.2,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,10.3,5,46.7,0.0,0,2,22.2,2,3,0,34.5,64.9,0,20,2.4,1,42,7,90.5,38,90.7,15,39.5,1,99,43,6.1,14.1,2.61
Jacquon Gibson,158762,WR,UMASS,1,16,0,216,0,-2.0,1,100.0,,0,0,0.0,0,1,0,86.7,79.6,0,11,0.0,0,5,2,100.0,5,91.7,2,40.0,0,12,16,8.0,6.0,2.4,,0,,,0,0,,0,0,0,67.6,76.3,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Kenny Odom,164032,WR,UTEP,1,15,0,330,0,-2.0,0,0.0,,0,0,,0,0,0,,47.9,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,10.7,4,53.8,66.7,2,3,12.5,1,3,0,62.5,64.3,1,34,0.0,0,40,7,92.5,37,65.9,13,35.1,1,79,18,2.6,11.3,2.14
Dorian Thomas,171871,TE,NEW MEXICO,1,13,0,241,0,-2.6,1,100.0,,0,0,0.0,0,3,0,92.6,96.2,0,12,0.0,0,9,5,100.0,9,95.8,5,55.6,0,35,48,9.6,7.0,3.89,5.2,0,60.0,0.0,0,2,0.0,0,1,0,81.5,76.8,0,9,0.0,0,14,3,100.0,14,65.4,5,35.7,0,16,11,3.7,5.3,1.14
Danny Scudero,170781,WR,S JOSE ST,1,13,0,285,0,-3.0,0,100.0,,0,0,0.0,0,1,0,81.5,88.8,0,1,0.0,0,3,1,100.0,3,79.2,1,33.3,0,1,4,4.0,1.0,0.33,13.9,1,72.7,,0,0,11.1,1,7,0,60.0,80.8,0,46,0.0,0,42,8,95.2,40,145.1,11,27.5,1,179,52,6.5,22.4,4.48
Germie Bernard,158374,WR,ALABAMA,1,12,0,103,0,-4.0,0,100.0,,0,0,0.0,0,0,0,81.5,47.7,0,-4,0.0,0,6,1,100.0,6,79.2,1,16.7,0,-4,0,0.0,-4.0,-0.67,5.0,1,100.0,,0,0,0.0,0,1,0,80.1,70.6,0,12,0.0,0,7,1,100.0,7,116.7,1,14.3,0,12,7,7.0,12.0,1.71
Chase Hendricks,171348,WR,OHIO,1,12,0,259,0,-2.0,0,100.0,,0,0,0.0,0,1,0,81.5,96.1,0,15,0.0,0,1,1,100.0,1,118.8,1,100.0,0,15,17,17.0,15.0,15.0,11.3,0,75.0,100.0,1,1,0.0,0,7,0,84.7,90.6,0,26,0.0,0,30,9,100.0,30,104.5,12,40.0,0,115,33,3.7,12.8,3.83
