player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Tyler Warren,129798,TE,PENN STATE,1,20,0,266,0,-3.0,2,100.0,,0,0,0.0,0,2,0,92.6,96.8,0,21,0.0,0,5,5,100.0,5,109.2,5,100.0,0,51,66,13.2,10.2,10.2,6.4,1,60.0,0.0,0,2,0.0,0,1,0,88.6,91.5,0,21,6.3,1,16,3,93.8,15,75.4,5,33.3,0,28,15,5.0,9.3,1.87
Tai Felton,144886,WR,MARYLAND,1,19,0,215,0,-3.0,2,100.0,,0,0,0.0,0,2,0,90.0,92.1,0,12,0.0,0,5,3,100.0,5,94.4,3,60.0,0,20,29,9.7,6.7,4.0,3.1,3,62.5,0.0,0,1,0.0,0,3,0,30.0,58.7,0,12,0.0,0,11,5,100.0,11,74.5,8,72.7,0,39,39,7.8,7.8,3.55
Malachi Fields,151069,WR,VIRGINIA,1,17,0,335,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,54.9,0,3,0.0,0,5,1,100.0,5,79.2,1,20.0,0,3,5,5.0,3.0,0.6,10.0,0,50.0,100.0,1,1,33.3,1,2,0,60.4,77.9,0,14,0.0,0,9,2,100.0,9,71.9,4,44.4,0,27,5,2.5,13.5,3.0
Omari Kelly,157048,WR,MIDDLE TN,1,15,0,224,0,-6.0,2,100.0,,0,0,0.0,0,2,0,90.0,92.2,0,16,0.0,0,5,3,100.0,5,109.7,3,60.0,0,31,49,16.3,10.3,6.2,9.6,2,57.1,,0,0,20.0,1,2,1,49.5,59.4,1,16,0.0,0,11,4,100.0,11,38.1,7,63.6,0,47,54,13.5,11.8,4.27
Nick Nash,98679,WR,S JOSE ST,1,14,0,285,0,,0,,,0,0,,0,0,0,,49.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,14.5,1,45.5,25.0,1,4,0.0,0,4,0,83.3,67.9,0,27,0.0,0,44,5,88.6,39,96.8,11,28.2,1,70,14,2.8,14.0,1.79
Jackson Meeks,146714,WR,SYRACUSE,1,14,0,304,0,-1.0,0,100.0,,0,0,0.0,0,0,0,81.5,56.8,0,6,0.0,0,3,1,100.0,3,91.7,1,33.3,0,6,7,7.0,6.0,2.0,8.0,0,100.0,,0,0,0.0,0,1,0,86.3,83.0,0,14,0.0,0,8,1,87.5,7,118.8,1,14.3,0,14,6,6.0,14.0,2.0
Jalen Royals,163442,WR,UTAH ST,1,14,0,329,0,0.0,0,100.0,,0,0,0.0,0,0,0,81.5,51.6,0,6,0.0,0,6,1,100.0,6,91.7,1,16.7,0,6,6,6.0,6.0,1.0,12.2,0,80.0,100.0,2,2,0.0,0,4,0,87.7,81.5,1,13,0.0,0,15,4,100.0,15,107.5,5,33.3,1,49,5,1.3,12.3,3.27
DT Sheffield,174143,WR,N TEXAS,1,14,0,251,0,-1.7,3,100.0,,0,0,0.0,0,4,1,93.6,92.9,0,37,0.0,0,8,6,100.0,8,118.8,6,75.0,0,98,108,18.0,16.3,12.25,3.5,3,76.9,,0,0,9.1,1,7,1,66.7,82.4,1,37,0.0,0,38,10,92.1,35,112.5,13,37.1,2,121,106,10.6,12.1,3.46
Jeremiah Smith,183710,WR,OHIO STATE,1,13,0,260,0,-2.5,1,100.0,,0,0,0.0,0,2,0,86.7,81.9,0,10,0.0,0,4,2,100.0,4,95.8,2,50.0,0,14,19,9.5,7.0,3.5,1.7,1,100.0,,0,0,0.0,0,3,0,83.8,68.7,0,10,0.0,0,4,3,100.0,4,134.0,3,75.0,1,20,19,6.3,6.7,5.0
Kevin Coleman Jr.,160756,WR,MISS STATE,1,13,0,227,0,-2.5,0,100.0,,0,0,0.0,0,0,0,86.7,54.7,0,2,0.0,0,6,2,83.3,5,79.2,2,40.0,0,2,7,3.5,1.0,0.4,14.0,0,63.6,100.0,1,1,0.0,0,3,0,85.1,71.2,0,42,0.0,0,35,7,88.6,31,86.9,11,35.5,0,84,11,1.6,12.0,2.71
