player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Jamaal Pritchett,155624,WR,S ALABAMA,1,18,0,288,0,-3.5,2,100.0,,0,0,0.0,0,1,0,86.7,96.1,0,8,0.0,0,3,2,100.0,3,100.0,2,66.7,0,16,23,11.5,8.0,5.33,,0,,,0,0,,0,0,0,82.7,77.9,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0
Robert Lewis,123858,WR,GA STATE,1,17,0,175,0,-1.5,0,100.0,,0,0,0.0,0,1,0,86.7,57.0,0,6,0.0,0,5,2,100.0,5,89.6,2,40.0,0,11,14,7.0,5.5,2.2,13.3,0,71.4,50.0,1,2,0.0,0,3,0,80.0,69.0,0,15,0.0,0,14,5,92.9,13,123.2,7,53.8,1,37,12,2.4,7.4,2.85
Ty Mims,163565,WR,SO MISS,1,15,0,296,0,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,15.3,2,64.3,0.0,0,3,0.0,0,8,0,85.5,87.9,0,37,0.0,0,40,9,90.0,36,96.4,14,38.9,0,137,25,2.8,15.2,3.81
Malik Washington,97108,WR,VIRGINIA,1,14,0,335,0,-3.5,0,100.0,,0,0,0.0,0,0,0,86.7,90.6,0,9,0.0,0,2,2,100.0,2,95.8,2,100.0,0,14,21,10.5,7.0,7.0,5.3,1,83.3,66.7,2,3,0.0,0,4,0,84.2,80.3,0,64,0.0,0,40,10,97.5,39,113.2,12,30.8,0,134,84,8.4,13.4,3.44
Justus Ross-Simmons,163334,WR,COLO STATE,1,13,0,144,0,-2.5,0,50.0,0.0,0,1,0.0,0,0,0,81.5,54.9,0,2,0.0,0,4,1,100.0,4,56.3,2,50.0,0,2,4,4.0,2.0,0.5,,0,,,0,0,,0,0,0,59.1,58.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0
Jordan Moore,143865,WR,DUKE,1,13,0,154,0,-4.0,0,50.0,0.0,0,1,0.0,0,0,0,81.5,61.9,1,-3,0.0,0,2,1,100.0,2,16.7,2,100.0,0,-3,2,2.0,-3.0,-1.5,19.8,0,25.0,,0,0,0.0,0,0,0,58.9,65.0,0,-3,0.0,0,10,1,90.0,9,39.6,4,44.4,0,-3,2,2.0,-3.0,-0.33
Elic Ayomanor,157263,WR,STANFORD,1,13,0,300,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,10.7,0,66.7,0.0,0,1,0.0,0,2,0,84.7,74.2,0,17,16.7,1,6,2,66.7,4,99.3,3,75.0,0,30,1,0.5,15.0,7.5
Nick Nash,98679,WR,S JOSE ST,1,12,0,285,0,,0,,,0,0,,0,0,0,,50.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,29.0,0,0.0,0.0,0,1,,0,0,0,79.3,88.1,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0
Miles Cross,145887,WR,OHIO,1,12,0,259,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,0,0,28.7,64.3,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,1,1.0,6.0,6.0
Jabre Barber,123689,WR,TROY,1,12,0,318,0,-2.0,0,100.0,,0,0,0.0,0,0,0,90.0,88.0,0,9,0.0,0,3,3,100.0,3,84.7,3,100.0,0,13,19,6.3,4.3,4.33,9.6,2,90.9,,0,0,0.0,0,6,0,82.7,81.8,0,32,0.0,0,29,10,96.6,28,149.1,11,39.3,1,159,63,6.3,15.9,5.68
