player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Darius Bean,174507,CB,HOUCHR,1,3,,3.0,183,0,39.6,0,1,0,0,0,0.0
Marquis Bell,174920,CB,UC DAVIS,1,1,,1.0,322,0,39.6,0,1,0,0,0,0.0
David Reese,90079,ED,SYRACUSE,1,3,,3.0,304,0,39.6,0,1,0,0,0,0.0
Myles Bell,97485,S,ALBANY,1,2,,2.0,106,0,39.6,0,1,0,0,0,0.0
Travis Davis,210500,S,CENTRAL ST,1,12,,6.0,366,0,39.6,0,2,0,0,0,0.0
Max Mustell,210386,S,AIR FORCE,1,3,,3.0,101,0,39.6,0,1,0,0,0,0.0
Tae Martin,209844,CB,N ALABAMA,1,1,,1.0,389,0,39.6,0,1,0,0,0,0.0
Elijah Culp,121345,CB,JAMES MAD,1,2,,2.0,197,0,39.6,0,1,0,0,0,0.0
Michael Pleas Jr.,121468,ED,INCAR WORD,1,3,,3.0,189,0,39.6,0,1,0,0,0,0.0
Drew Francis,121804,LB,E TENN ST,1,6,,6.0,157,0,39.6,0,1,0,0,0,0.0
Courtline Flowers,122635,CB,LA LAFAYET,1,1,,1.0,207,0,39.6,0,1,0,0,0,0.0
Jaden Adkins,209003,CB,TXGV,1,12,,12.0,1445,0,39.6,0,1,0,0,0,0.0
Jahquez Robinson,123931,S,AUBURN,1,3,,3.0,115,0,39.6,0,1,0,0,0,0.0
Sayre Smothers,208999,CB,CITADEL,1,3,,3.0,139,0,39.6,0,1,0,0,0,0.0
Vito Tisdale Jr.,124079,CB,E KENTUCKY,1,2,,1.0,159,0,39.6,0,2,0,0,0,0.0
Cole Wisniewski,125313,S,TEXAS TECH,1,6,,6.0,315,0,39.6,0,1,0,0,0,0.0
Sanjay Strickland,128168,LB,LNDNWD,1,9,,9.0,949,0,39.6,0,1,0,0,0,0.0
Sam Ofurie,129115,LB,RHODE ISLD,1,2,,2.0,274,0,39.6,0,1,0,0,0,0.0
Devyn King,129521,CB,HAWAII,1,1,,1.0,180,0,39.6,0,1,0,0,0,0.0
Chancellor Bryant,206289,CB,W GEORGIA,1,18,,9.0,1177,0,39.6,0,2,0,0,0,0.0
Kyle Veasley,204881,CB,GA STATE,1,3,,3.0,175,0,39.6,0,1,0,0,0,0.0
Jivon Oggs,131183,CB,E TENN ST,1,9,,9.0,157,0,39.6,0,1,0,0,0,0.0
Malekhi Weedon,204643,S,ARK STATE,1,2,,2.0,113,0,39.6,0,1,0,0,0,0.0
Ayden Hector,131933,S,COLO STATE,1,1,,1.0,144,1,0.0,0,1,0,0,0,0.0
Michael Torres,202992,LB,PRESBYTERN,1,1,,1.0,271,0,39.6,0,1,0,0,0,0.0
Joseph Alcala,202964,S,PRVIEW A&M,1,3,,3.0,270,0,39.6,0,1,0,0,0,0.0
Chris Thompson,202807,CB,MERCYHURST,1,1,,1.0,977,0,39.6,0,1,0,0,0,0.0
Brian Allen,202747,S,GEORGETOWN,1,3,,1.5,172,0,39.6,0,2,0,0,0,0.0
Markeece Alexander,142174,CB,CAMPBELL,1,1,,1.0,131,0,39.6,0,1,0,0,0,0.0
Christian Pierce,142260,LB,W ILLINOIS,1,9,,9.0,345,0,39.6,0,1,0,0,0,0.0
Deven Thomas,202673,S,DUQUESNE,1,4,,4.0,155,0,39.6,0,1,0,0,0,0.0
