player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Anthany Smith,55876,S,E WASHGTON,1,2,,2.0,161,0,39.6,0,1,0,0,0,0.0
Cameron Broussard,147821,S,SACRAMENTO,1,1,,1.0,279,0,39.6,0,1,0,0,0,0.0
Que Reid,78694,S,JAMES MAD,1,1,,1.0,197,0,39.6,0,1,0,0,0,0.0
Diamonte Tucker-Dorsey,57885,LB,JAMES MAD,1,6,,6.0,197,1,0.0,0,1,0,0,0,0.0
Marte Mapu,56159,CB,SACRAMENTO,1,16,,16.0,279,0,39.6,0,1,0,0,0,0.0
Kshawn Schulters,142405,S,VILLANOVA,1,3,,3.0,334,0,39.6,0,1,0,0,0,0.0
Zy Alexander,141889,CB,SE LA,1,1,,1.0,294,0,39.6,0,1,0,0,0,0.0
Kaleb Culp,133217,S,INCAR WORD,1,11,,5.5,189,0,39.6,0,2,0,0,0,0.0
Carson Evans,104870,S,TENN MARTN,1,3,,3.0,310,0,39.6,0,1,0,0,0,0.0
Darrel Hawkins-Williams,103622,S,SM HOUSTON,1,7,,7.0,281,0,39.6,0,1,0,0,0,0.0
Marlon Jones,101808,CB,E WASHGTON,1,20,,20.0,161,0,39.6,0,1,0,0,0,0.0
John Smith,87004,CB,HOLY CROSS,1,10,,10.0,181,0,39.6,0,1,0,0,0,0.0
Walter Reynolds,87002,S,HOLY CROSS,1,7,,7.0,181,0,39.6,0,1,0,0,0,0.0
Michael Griffin II,78701,S,S DAK ST,1,2,,2.0,292,0,39.6,0,1,0,0,0,0.0
Ty Okada,56089,CB,MONTANA ST,1,33,33.0,8.3,233,0,39.6,1,4,0,6,0,0.18
Josh Drayden,38498,CB,CAL,1,27,27.0,27.0,130,0,104.2,1,1,0,9,10,0.33
Nowoola Awopetu,43015,S,VILLANOVA,1,26,26.0,8.7,334,0,49.3,1,3,0,14,2,0.54
Marcus Welnel,63401,LB,MONTANA,1,20,20.0,20.0,232,0,118.8,1,1,0,24,23,1.2
Welton Spottsville,99589,S,KENNESAW,1,20,20.0,6.7,200,0,116.7,1,3,1,34,37,1.7
Jack Henderson,141888,CB,SE LA,1,20,20.0,6.7,294,0,60.4,1,3,0,22,1,1.1
Oshae Baker,138147,CB,TENN MARTN,1,17,17.0,17.0,310,0,79.2,1,1,0,3,1,0.18
Cole Wisniewski,125313,LB,N DAK ST,1,17,17.0,17.0,250,0,118.8,1,1,0,13,9,0.76
Trey Smith,139563,CB,SM HOUSTON,1,41,13.7,8.2,281,0,87.9,3,5,0,43,23,1.05
Malik Jeter,56160,S,SACRAMENTO,1,13,13.0,13.0,279,0,118.8,1,1,0,28,10,2.15
