player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Allie Green IV,65081,CB,MISSOURI,1,2,,2.0,229,0,39.6,0,1,0,0,0,0.0
Jeremiah Walker,122125,S,STF AUSTIN,1,5,,5.0,301,0,39.6,0,1,0,0,0,0.0
Noah Larson,66776,LB,DRAKE,1,4,,4.0,153,0,39.6,0,1,0,0,0,0.0
Daniel Scott,60640,S,CAL,1,9,,9.0,130,1,0.0,0,1,0,0,0,0.0
Lathan Ransom,129755,CB,OHIO STATE,1,29,,9.7,260,0,39.6,0,3,0,0,0,0.0
Ahman Ross,60654,CB,FAU,1,8,,8.0,165,0,39.6,0,1,0,0,0,0.0
Jermaine Waller,76664,CB,VA TECH,1,2,,2.0,337,1,0.0,0,1,0,0,0,0.0
Jaiden Cole,60673,S,LA TECH,1,8,,8.0,208,0,39.6,0,1,0,0,0,0.0
Angelo Grose,129618,S,MICH STATE,1,8,,4.0,223,0,39.6,0,2,0,0,0,0.0
Juanyeh Thomas,76655,S,GA TECH,1,3,,3.0,176,0,39.6,0,1,0,0,0,0.0
Nico Bolden,60704,S,KENT STATE,1,5,,5.0,201,0,39.6,0,1,0,0,0,0.0
Tarheeb Still,129537,CB,MARYLAND,1,9,,9.0,215,0,39.6,0,1,0,0,0,0.0
Jaylon King,76652,S,GA TECH,1,4,,4.0,176,0,39.6,0,1,0,0,0,0.0
Peyton Woulard,76639,S,CAMPBELL,1,12,,6.0,131,0,39.6,0,2,0,0,0,0.0
Danny Meehan,108214,LB,DAYTON,1,1,,1.0,150,0,39.6,0,1,0,0,0,0.0
Reuben Lowery III,129393,CB,CHATTNOOGA,1,11,,11.0,137,0,39.6,0,1,0,0,0,0.0
Cam Stone,128434,CB,WYOMING,1,1,,1.0,351,0,39.6,0,1,0,0,0,0.0
Tyler Murray,60765,LB,CHARLOTTE,1,6,,6.0,136,0,39.6,0,1,0,0,0,0.0
Xavier Reddick,108241,LB,KENNESAW,1,3,,3.0,200,0,39.6,0,1,0,0,0,0.0
Brock Nichols,33753,S,USF,1,2,,2.0,327,0,39.6,0,1,0,0,0,0.0
Khalil Baker,109119,S,NC CENT,1,2,,2.0,247,0,39.6,0,1,0,0,0,0.0
Deco Wilson,125381,S,JVILLE ST,1,4,,4.0,196,0,39.6,0,1,0,0,0,0.0
Scott Nelson,60791,S,WISCONSIN,1,5,,5.0,349,0,39.6,0,1,0,0,0,0.0
Yessman Green,125356,S,JVILLE ST,1,6,,6.0,196,0,39.6,0,1,0,0,0,0.0
Ryan Henington,61353,LB,KANSAS ST,1,6,,6.0,199,0,39.6,0,1,0,0,0,0.0
Tyson Williams,61499,S,NEVADA,1,6,,6.0,239,0,39.6,0,1,0,0,0,0.0
Caleb Brown,62849,S,HAMPTON,1,8,,2.7,178,0,39.6,0,3,0,0,0,0.0
Kenneth Cooper,109279,S,MERRIMACK,1,5,,2.5,385,0,39.6,0,2,0,0,0,0.0
Josh Addo,109280,CB,MERRIMACK,1,18,,9.0,385,0,39.6,0,2,0,0,0,0.0
Jahari Rogers,124394,CB,SMU,1,1,,1.0,287,0,39.6,0,1,0,0,0,0.0
Yul Gowdy,63044,CB,JVILLE ST,1,9,,4.5,196,0,39.6,0,2,0,0,0,0.0
De'Vante Cross,39851,CB,VIRGINIA,1,20,,20.0,335,0,39.6,0,1,0,0,0,0.0
Kelee Ringo,124035,CB,GEORGIA,1,2,,2.0,173,0,39.6,0,1,0,0,0,0.0
Andrew Pawlowski,63113,S,DELAWARE,1,2,,2.0,151,0,39.6,0,1,0,0,0,0.0
Ladarius Tennison,124004,S,AUBURN,1,3,,3.0,115,0,39.6,0,1,0,0,0,0.0
Jaden Dawkins,154618,CB,LIUSHAR,1,10,,10.0,1298,0,39.6,0,1,0,0,0,0.0
Jack Cochrane,63345,LB,S DAKOTA,1,9,,9.0,291,0,39.6,0,1,0,0,0,0.0
Khoury Bethley,75719,S,HAWAII,1,3,,3.0,180,0,39.6,0,1,0,0,0,0.0
Shelby Washington,123529,S,ABILENE CH,1,2,,2.0,100,0,39.6,0,1,0,0,0,0.0
N'Ktavious Floyd,111230,LB,MILES,1,3,,3.0,386,0,39.6,0,1,0,0,0,0.0
Cornelius Dyson,123215,S,TULANE,1,3,,3.0,319,0,39.6,0,1,0,0,0,0.0
