player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Derrick Maxey III,174146,S,GA STATE,1,14,,4.7,175,0,39.6,0,3,0,0,0,0.0
Ayden Jackson,174147,S,GA SOUTHRN,1,7,,7.0,174,1,0.0,0,1,0,0,0,0.0
Jaheim Clarke,175969,CB,ILLINOIS,1,4,,1.3,187,0,39.6,0,3,0,0,0,0.0
Gavin Willis,171971,LB,CHARLOTTE,1,1,,1.0,136,0,39.6,0,1,0,0,0,0.0
Dallas Winner-Johnson,171460,LB,TULANE,1,1,,1.0,319,0,39.6,0,1,0,0,0,0.0
Jeremiah Vessel,175689,S,UAB,1,5,,5.0,321,0,39.6,0,1,0,0,0,0.0
Kyle Williams,188366,CB,ARK STATE,1,4,,2.0,113,0,39.6,0,2,0,0,0,0.0
Joey Pope,176126,S,W MICHIGAN,1,5,,5.0,347,0,39.6,0,1,0,0,0,0.0
Ty Benefield,176221,S,BOISE ST,1,8,,8.0,120,0,39.6,0,1,0,0,0,0.0
Nick Session,122990,S,NEW MEX ST,1,4,,4.0,242,0,39.6,0,1,0,0,0,0.0
Tayden Barnes,175662,S,CINCINNATI,1,2,,2.0,138,0,39.6,0,1,0,0,0,0.0
Mathis Haygood,176375,LB,SO MISS,1,1,,1.0,296,0,39.6,0,1,0,0,0,0.0
Justin Sinclair,74258,S,HAWAII,1,5,,5.0,180,0,39.6,0,1,0,0,0,0.0
Zashon Rich,188692,CB,KANSAS ST,1,1,,1.0,199,0,39.6,0,1,0,0,0,0.0
Dylan Rogers,170237,ED,NEBRASKA,1,2,,2.0,238,0,39.6,0,1,0,0,0,0.0
Miles Greer,187426,S,BUFFALO,1,8,,8.0,126,0,39.6,0,1,0,0,0,0.0
Kyland Reed,184819,LB,BAYLOR,1,4,,4.0,118,0,39.6,0,1,0,0,0,0.0
Jacob Thomas,156722,S,JAMES MAD,1,6,,6.0,197,0,39.6,0,1,0,0,0,0.0
Jessiah McGrew,198400,S,FIU,1,5,,2.5,166,0,39.6,0,2,0,0,0,0.0
Matt Goehring,194241,LB,S DAK ST,1,2,,2.0,292,0,39.6,0,1,0,0,0,0.0
DeShon Singleton,156476,S,NEBRASKA,1,3,,3.0,238,0,39.6,0,1,0,0,0,0.0
Emon Allen,150299,CB,SM HOUSTON,1,1,,1.0,281,0,39.6,0,1,0,0,0,0.0
Cannon DeVries,198231,CB,BYU,1,2,,2.0,128,0,39.6,0,1,0,0,0,0.0
Andrew Johnson,150695,S,WYOMING,1,4,,2.0,351,0,39.6,0,2,0,0,0,0.0
Louis Moore,156415,S,INDIANA,1,5,,5.0,190,0,39.6,0,1,0,0,0,0.0
James Jackson,151086,LB,VIRGINIA,1,3,,3.0,335,0,39.6,0,1,0,0,0,0.0
Ma'khi Jones,198336,S,DUKE,1,7,,3.5,154,0,39.6,0,2,0,0,0,0.0
Teitum Tuioti,174118,ED,OREGON,1,1,,1.0,264,0,39.6,0,1,0,0,0,0.0
Christian Pierce,174174,S,USC,1,9,,9.0,326,0,39.6,0,1,0,0,0,0.0
Victor Evans III,175552,CB,FIU,1,6,,6.0,166,0,39.6,0,1,0,0,0,0.0
Caleb Downs,172375,S,OHIO STATE,1,7,,7.0,260,0,39.6,0,1,0,0,0,0.0
Patrick Bauer,177112,LB,ILL STATE,1,6,,6.0,188,0,39.6,0,1,0,0,0,0.0
Justin Jefferson,172384,LB,ALABAMA,1,8,,8.0,103,0,39.6,0,1,0,0,0,0.0
Roman Tillmon,177205,S,S DAKOTA,1,2,,2.0,291,0,39.6,0,1,0,0,0,0.0
Jonathan Jean,168457,CB,E CAROLINA,1,19,,9.5,156,0,39.6,0,2,0,0,0,0.0
Justin Carcel,166398,S,RHODE ISLD,1,2,,1.0,274,0,39.6,0,2,0,0,0,0.0
Sam Fongang,205008,S,LA TECH,1,1,,1.0,208,0,39.6,0,1,0,0,0,0.0
Mose Phillips III,129334,S,MISSOURI,1,8,,8.0,229,0,39.6,0,1,0,0,0,0.0
Jyren Ester,181153,CB,LA MONROE,1,2,,2.0,209,0,39.6,0,1,0,0,0,0.0
K'Von Sherman,184134,LB,TOLEDO,1,6,,6.0,316,0,39.6,0,1,0,0,0,0.0
Corian Gipson,183198,CB,CLEMSON,1,16,,16.0,140,0,39.6,0,1,0,0,0,0.0
Charlie Eckhardt,188863,S,STANFORD,1,1,,1.0,300,0,39.6,0,1,0,0,0,0.0
Jaylyn Monds,184057,CB,E MICHIGAN,1,1,,1.0,160,0,39.6,0,1,0,0,0,0.0
Ethan Minter,183289,S,VIRGINIA,1,5,,5.0,335,0,39.6,0,1,0,0,0,0.0
Shamir Sterlin,183933,S,FIU,1,4,,4.0,166,0,39.6,0,1,0,0,0,0.0
Asaad Brown Jr.,183355,S,NC STATE,1,13,,13.0,248,0,39.6,0,1,0,0,0,0.0
Jackson Bennee,183856,S,UTAH,1,8,,8.0,328,1,0.0,0,1,0,0,0,0.0
Kyan McDonald,183748,S,ARIZONA ST,1,4,,4.0,110,0,39.6,0,1,0,0,0,0.0
Sam Neely III,183394,CB,STANFORD,1,1,,1.0,300,0,39.6,0,1,0,0,0,0.0
Kalen Carroll,164139,CB,C MICHIGAN,1,3,,3.0,134,0,39.6,0,1,0,0,0,0.0
Kayin Lee,172455,CB,AUBURN,1,6,,6.0,115,0,39.6,0,1,0,0,0,0.0
Rahshawn Clark,183634,CB,WASHINGTON,1,8,,4.0,340,0,39.6,0,2,0,0,0,0.0
Sylvester Smith,172463,CB,AUBURN,1,5,,5.0,115,0,39.6,0,1,0,0,0,0.0
Ashton Hampton,189365,CB,CLEMSON,1,5,,5.0,140,0,39.6,0,1,0,0,0,0.0
Phillip Hamilton,189490,S,NAVY,1,6,,6.0,237,0,39.6,0,1,0,0,0,0.0
Daymion Sanford,172595,LB,TEXAS A&M,1,4,,4.0,312,0,39.6,0,1,0,0,0,0.0
Greg Smith,184431,S,N CAROLINA,1,5,,5.0,245,0,39.6,0,1,0,0,0,0.0
