player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Lake Ellis,142076,CB,UMASS,1,2,,2.0,216,0,39.6,0,1,0,0,0,0.0
Tao Johnson,158490,S,UTAH,1,2,,2.0,328,0,39.6,0,1,0,0,0,0.0
Nikai Martinez,158447,S,MICH STATE,1,19,,9.5,223,0,39.6,0,2,0,0,0,0.0
Malik Esquerra,191348,S,TEXAS TECH,1,2,,2.0,315,0,39.6,0,1,0,0,0,0.0
Jay Jones,145432,S,SO MISS,1,2,,2.0,296,0,39.6,0,1,0,0,0,0.0
Sifa Leota,145338,LB,LA TECH,1,5,,5.0,208,0,39.6,0,1,0,0,0,0.0
Skyler Thomas,146351,S,OREGON ST,1,7,,7.0,265,0,39.6,0,1,0,0,0,0.0
Ques McNeal,173565,S,SO MISS,1,1,,1.0,296,0,39.6,0,1,0,0,0,0.0
Jalen Goodman,108725,S,VILLANOVA,1,6,,6.0,334,0,39.6,0,1,0,0,0,0.0
Dramarian McNulty,150010,CB,E MICHIGAN,1,6,,6.0,160,0,39.6,0,1,0,0,0,0.0
Emon Allen,150299,CB,SM HOUSTON,1,1,,1.0,281,0,39.6,0,1,0,0,0,0.0
Corey Collier Jr.,146702,S,FL A&M,1,13,,13.0,164,0,39.6,0,1,0,0,0,0.0
Josh Hastings,121766,S,TENN MARTN,1,15,,15.0,310,0,39.6,0,1,0,0,0,0.0
Randon Fontenette,173136,S,VANDERBILT,1,7,,7.0,333,0,39.6,0,1,0,0,0,0.0
Mike Smith Jr.,122255,S,E KENTUCKY,1,11,,11.0,159,0,39.6,0,1,0,0,0,0.0
Justin Bostic,172855,S,FL A&M,1,17,,8.5,164,0,39.6,0,2,0,0,0,0.0
Alijah Clark,145141,S,SYRACUSE,1,2,,2.0,304,0,39.6,0,1,0,0,0,0.0
Sage Ryan,146776,S,LSU,1,3,,3.0,211,0,39.6,0,1,0,0,0,0.0
Jaiden Kimble,190297,LB,KENNESAW,1,6,,6.0,200,0,39.6,0,1,0,0,0,0.0
Cam'Ron Silmon-Craig,150938,S,COLORADO,1,10,,10.0,143,0,39.6,0,1,0,0,0,0.0
Drayk Bowen,171077,LB,NOTRE DAME,1,4,,4.0,258,0,39.6,0,1,0,0,0,0.0
Jordan Hancock,145067,S,OHIO STATE,1,5,,5.0,260,0,39.6,0,1,0,0,0,0.0
Matthew Traynor,170914,S,RICHMOND,1,2,,2.0,276,0,39.6,0,1,0,0,0,0.0
Robert Rahimi,151364,S,S JOSE ST,1,4,,4.0,285,0,39.6,0,1,0,0,0,0.0
