player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Patrick Jolly Jr.,83420,CB,ABILENE CH,1,2,,2.0,100,0,39.6,0,1,0,0,0,0.0
JaTerious Evans,169712,CB,STF AUSTIN,1,13,,13.0,301,0,39.6,0,1,0,0,0,0.0
Jaxson Smith,165732,CB,UTAHTC,1,2,,2.0,1285,0,39.6,0,1,0,0,0,0.0
Zanjerry Dunham,165435,LB,SCAR STATE,1,13,,13.0,290,0,39.6,0,1,0,0,0,0.0
Emile Sancho,164738,CB,NORFOLK,1,1,,1.0,244,0,39.6,0,1,0,0,0,0.0
Omar Speights,97723,LB,OREGON ST,1,5,,5.0,265,0,39.6,0,1,0,0,0,0.0
Storm Duck,97705,CB,N CAROLINA,1,1,,1.0,245,1,0.0,0,1,0,0,0,0.0
Mateo Sudipo,97698,S,W CAROLINA,1,19,,9.5,344,0,39.6,0,2,0,0,0,0.0
Thomas Joe-Kamara,97527,S,MONMOUTH,1,3,,3.0,231,0,39.6,0,1,0,0,0,0.0
Jaden Dedman,83329,CB,NEVADA,1,1,,1.0,239,0,39.6,0,1,0,0,0,0.0
Allen Smith,97148,CB,N ALABAMA,1,9,,9.0,389,0,39.6,0,1,0,0,0,0.0
Demetrius Harris,91549,S,CORNELL,1,5,,5.0,147,0,39.6,0,1,0,0,0,0.0
TaRiq Bracy,83344,CB,NOTRE DAME,1,4,,4.0,258,0,39.6,0,1,0,0,0,0.0
Ander Johnson,91089,LB,DRAKE,1,12,,6.0,153,0,39.6,0,2,0,0,0,0.0
Ronald Kent Jr.,89178,CB,C MICHIGAN,1,1,,1.0,134,0,39.6,0,1,0,0,0,0.0
Josh Green,89172,S,TENN STATE,1,11,,11.0,308,0,39.6,0,1,0,0,0,0.0
Trejon Hugue,83409,CB,UTEP,1,2,,2.0,330,0,39.6,0,1,0,0,0,0.0
Caleb Burr,89157,S,YNGTOWN ST,1,10,,10.0,353,0,39.6,0,1,0,0,0,0.0
Donovan Manuel,87272,LB,FIU,1,4,,4.0,166,0,39.6,0,1,0,0,0,0.0
Reggie Pearson Jr.,83915,S,TEXAS TECH,1,5,,5.0,315,0,39.6,0,1,0,0,0,0.0
Bryan Addison,83825,S,OREGON,1,4,,2.0,264,0,39.6,0,2,0,0,0,0.0
Penei Pavihi,52079,LB,HAWAII,1,7,,7.0,180,0,39.6,0,1,0,0,0,0.0
Noah Caston,164495,S,CAMPBELL,1,15,,15.0,131,0,39.6,0,1,0,0,0,0.0
Ky'Won McCray,163967,S,JVILLE ST,1,7,,7.0,196,0,39.6,0,1,0,0,0,0.0
Omari Okeke,163437,LB,UTAH ST,1,7,,7.0,329,0,39.6,0,1,0,0,0,0.0
Courtland Stephens,162363,CB,TARLETON,1,6,,6.0,401,0,39.6,0,1,0,0,0,0.0
D'ante Davis,161404,S,HOUCHR,1,1,,1.0,183,0,39.6,0,1,0,0,0,0.0
Kohner Cullimore,161386,LB,SO UTAH,1,2,,2.0,298,0,39.6,0,1,0,0,0,0.0
Ed Dennis,160328,CB,CAMPBELL,1,19,,6.3,131,0,39.6,0,3,0,0,0,0.0
George Douglas IV,55053,LB,S ILLINOIS,1,8,,8.0,295,0,39.6,0,1,0,0,0,0.0
RJ Potts,55080,ED,N COLORADO,1,7,,7.0,253,0,39.6,0,1,0,0,0,0.0
Darius Williams,160107,S,TXAMCO,1,6,,3.0,1139,0,39.6,0,2,0,0,0,0.0
Ed Jones IV,159957,LB,W CAROLINA,1,6,,6.0,344,0,39.6,0,1,0,0,0,0.0
