player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jeremiah Cooper,157608,CB,IOWA STATE,1,1,,1.0,193,0,39.6,0,1,0,0,0,0.0
Trey Lathan,157359,LB,KANSAS,1,3,,1.5,198,0,39.6,0,2,0,0,0,0.0
Chris Pierce,166001,S,INCAR WORD,1,4,,4.0,189,0,39.6,0,1,0,0,0,0.0
Demarko Williams,146825,CB,W KENTUCKY,1,20,,10.0,346,0,39.6,0,2,0,0,0,0.0
Tyler Morton,150110,S,INCAR WORD,1,7,,7.0,189,0,39.6,0,1,0,0,0,0.0
Anthony Brackenridge,163039,LB,W KENTUCKY,1,4,,4.0,346,0,39.6,0,1,0,0,0,0.0
Albert Redd,159888,LB,NC CENT,1,1,,1.0,247,0,39.6,0,1,0,0,0,0.0
Peter Manuma,158178,S,HAWAII,1,6,,6.0,180,0,39.6,0,1,0,0,0,0.0
Omar Emmons,155769,S,TARLETON,1,6,,3.0,401,1,0.0,0,2,0,0,0,0.0
Blake Smith,155827,S,TARLETON,1,3,,3.0,401,0,39.6,0,1,0,0,0,0.0
Carsten Mamaril,191556,CB,PORTLAND,1,3,,3.0,269,0,39.6,0,1,0,0,0,0.0
Markell Johnson,130982,LB,TARLETON,1,6,,6.0,401,0,39.6,0,1,0,0,0,0.0
Devin Sterling,136912,LB,TARLETON,1,1,,1.0,401,0,39.6,0,1,0,0,0,0.0
Brandon Nicholson,188871,CB,STANFORD,1,1,,1.0,300,0,39.6,0,1,0,0,0,0.0
Ta'Shawn James,174672,S,IOWA STATE,1,2,,2.0,193,0,39.6,0,1,0,0,0,0.0
Aedan Seiuli,146083,LB,PORTLAND,1,5,,5.0,269,0,39.6,0,1,0,0,0,0.0
Kilinahe Mendiola-Jensen,146198,S,HAWAII,1,5,,5.0,180,0,39.6,0,1,0,0,0,0.0
Jace Arnold,170321,CB,SM HOUSTON,1,15,,15.0,281,0,39.6,0,1,0,0,0,0.0
Stephen Woods Jr.,203538,LB,TARLETON,1,16,16.0,4.0,401,0,39.6,1,4,0,10,0,0.63
Simeon Harris,157706,S,FRESNO ST,1,14,14.0,14.0,169,0,79.2,1,1,0,3,3,0.21
Cecil Powell,99735,CB,SM HOUSTON,1,25,12.5,6.3,281,0,56.3,2,4,0,10,20,0.4
Tre Fulton,184206,S,UNLV,1,12,12.0,6.0,325,0,95.8,1,2,0,32,2,2.67
CJ Brown,130541,S,SM HOUSTON,1,10,10.0,5.0,281,0,68.8,1,2,0,12,5,1.2
Aamaris Brown,156213,CB,UNLV,1,48,9.6,4.0,325,1,25.3,5,12,0,67,6,1.4
Tre Shorty,201149,CB,IDAHO ST,1,17,8.5,5.7,186,0,84.0,2,3,0,19,22,1.12
Che Ojarikre,176625,CB,STANFORD,1,41,8.2,8.2,300,0,86.7,5,5,0,24,15,0.59
Syeed Gibbs,161375,S,KANSAS,1,8,8.0,8.0,198,0,112.5,1,1,0,11,5,1.38
Ty Marsh,146077,S,NICHOLLS,1,16,8.0,8.0,243,0,91.7,2,2,0,12,16,0.75
Davion Ross,87045,CB,IDAHO ST,1,8,8.0,8.0,186,0,79.2,1,1,0,-1,1,-0.13
Qua Moss,188077,S,KANSAS ST,1,8,8.0,8.0,199,0,118.8,1,1,0,20,6,2.5
Elijah Palmer,175706,CB,HAWAII,1,23,7.7,4.6,180,0,77.9,3,5,0,31,15,1.35
CJ Johnson,169947,LB,SM HOUSTON,1,15,7.5,7.5,281,0,141.7,2,2,1,17,20,1.13
Jay Green,162486,S,STANFORD,1,15,7.5,7.5,300,0,97.9,2,2,0,15,1,1.0
Khijohnn Cummings-Coleman,191297,S,IOWA STATE,1,6,6.0,3.0,193,0,135.4,1,2,1,65,35,10.83
Ethan Lee,160841,S,NICHOLLS,1,6,6.0,6.0,243,0,112.5,1,1,0,11,13,1.83
Payton Tally,155409,LB,NICHOLLS,1,6,6.0,6.0,243,0,108.3,1,1,0,10,14,1.67
Carson Willich,157592,LB,IOWA STATE,1,6,6.0,6.0,193,0,118.8,1,1,0,18,3,3.0
Horacio Johnson,150912,S,SOUTHERN U,1,11,5.5,5.5,297,0,114.6,2,2,0,23,10,2.09
Jake Pope,163608,S,UNLV,1,20,5.0,4.0,325,0,114.2,4,5,0,57,4,2.85
Jaylen Wester,156530,LB,W KENTUCKY,1,5,5.0,5.0,346,0,112.5,1,1,0,11,2,2.2
Darrius Davis,188860,S,STANFORD,1,5,5.0,2.5,300,0,56.3,1,2,0,3,1,0.6
Dave Herard,123779,S,W KENTUCKY,1,5,5.0,2.5,346,0,70.8,1,2,0,13,5,2.6
Elijah West,164964,CB,SOUTHERN U,1,24,4.8,4.0,297,0,92.4,5,6,0,37,13,1.54
