player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Brylan Green,157386,S,LIBERTY,1,9,,9.0,206,0,39.6,0,1,0,0,0,0.0
Brandon Jacob Jr.,183528,S,MARYLAND,1,1,,1.0,215,0,39.6,0,1,0,0,0,0.0
Deon Houston,142546,CB,MERRIMACK,1,9,,4.5,385,1,0.0,0,2,0,0,0,0.0
William McRainey,132419,LB,E TENN ST,1,5,,5.0,157,0,39.6,0,1,0,0,0,0.0
Kevon Angry,132430,CB,ALBANY,1,6,,6.0,106,0,39.6,0,1,0,0,0,0.0
Ryheem Craig,144151,ED,E CAROLINA,1,2,,2.0,156,0,39.6,0,1,0,0,0,0.0
Cam Junior,133941,LB,E KENTUCKY,1,7,,7.0,159,0,39.6,0,1,0,0,0,0.0
Dillon Thieneman,174971,S,PURDUE,1,9,,9.0,273,0,39.6,0,1,0,0,0,0.0
Kajuan Banks,158125,CB,USF,1,16,,16.0,327,0,39.6,0,1,0,0,0,0.0
Jordan Vincent,138030,S,UTAH ST,1,3,,3.0,329,1,0.0,0,1,0,0,0,0.0
Peyton Williams,158101,S,S CAROLINA,1,2,,2.0,289,0,39.6,0,1,0,0,0,0.0
Koda Canady,178956,ED,LAMAR,1,1,,1.0,204,0,39.6,0,1,0,0,0,0.0
Malaki Starks,157069,S,GEORGIA,1,14,,7.0,173,0,39.6,0,2,0,0,0,0.0
Oshae Baker,138147,S,TENN MARTN,1,6,,6.0,310,0,39.6,0,1,0,0,0,0.0
Carmycah Glass,157169,LB,LA LAFAYET,1,5,,5.0,207,0,39.6,0,1,0,0,0,0.0
Gumbo Gaskins,157183,CB,SAMFORD,1,13,,6.5,282,0,39.6,0,2,0,0,0,0.0
Martell Hughes,183743,LB,ARIZONA ST,1,5,,5.0,110,0,39.6,0,1,0,0,0,0.0
Caleb Francl,138302,S,S DAK ST,1,9,,9.0,292,0,39.6,0,1,0,0,0,0.0
Miguel Mitchell,157742,S,ARKANSAS,1,4,,4.0,111,0,39.6,0,1,0,0,0,0.0
Sirad Bryant,143906,S,UAB,1,1,,1.0,321,0,39.6,0,1,0,0,0,0.0
Carson Hinton,138432,CB,HOWARD,1,20,,10.0,184,0,39.6,0,2,0,0,0,0.0
Zayid Aziz,149329,S,GEORGETOWN,1,7,,3.5,172,0,39.6,0,2,0,0,0,0.0
Khmori House,183638,LB,WASHINGTON,1,2,,2.0,340,0,39.6,0,1,0,0,0,0.0
Christian Ellis,157236,S,NEW MEXICO,1,6,,6.0,241,0,39.6,0,1,0,0,0,0.0
Devon Jackson,157253,LB,OREGON,1,2,,2.0,264,0,39.6,0,1,0,0,0,0.0
