player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Michel Lucien,174227,S,ALBANY,1,11,,11.0,106,0,39.6,0,1,0,0,0,0.0
Logan Kopp,148170,LB,N DAK ST,1,3,,3.0,250,0,39.6,0,1,0,0,0,0.0
Tucker Large,148243,S,S DAK ST,1,9,,4.5,292,0,39.6,0,2,0,0,0,0.0
Devon Marshall,160445,CB,VILLANOVA,1,1,,1.0,334,0,39.6,0,1,0,0,0,0.0
Marcus Gulley,174413,LB,N DAK ST,1,2,,2.0,250,0,39.6,0,1,0,0,0,0.0
TraJon Cotton,52147,S,MONTANA,1,31,,15.5,232,1,0.0,0,2,0,0,0,0.0
Ryan Jones,148166,S,N DAK ST,1,2,,2.0,250,0,39.6,0,1,0,0,0,0.0
Jayden Price,91252,CB,N DAK ST,1,2,,2.0,250,0,39.6,0,1,0,0,0,0.0
Isaac Duffy,76575,S,ALBANY,1,23,23.0,11.5,106,0,66.7,1,2,0,11,0,0.48
Ty Trinh,142406,S,VILLANOVA,1,14,14.0,14.0,334,0,100.0,1,1,0,8,4,0.57
Oscar Benson,125282,CB,N DAK ST,1,13,13.0,6.5,250,0,56.3,1,2,0,4,0,0.31
Isaiah Stalbird,83325,S,S DAK ST,1,11,11.0,3.7,292,0,52.1,1,3,0,16,14,1.45
Max DiDomenico,147338,S,ARMY,1,16,8.0,4.0,114,0,64.6,2,4,0,20,10,1.25
Marcus Harris,97230,CB,IDAHO,1,23,7.7,4.6,185,0,102.9,3,5,0,61,1,2.65
Brad Igweike,142217,CB,ALBANY,1,7,7.0,3.5,106,0,66.7,1,2,0,11,6,1.57
Cally Chizik,104226,S,FURMAN,1,14,7.0,4.7,170,0,74.3,2,3,0,12,4,0.86
Garrett Graves,89420,S,MONTANA,1,7,7.0,3.5,232,0,56.3,1,2,0,4,1,0.57
Mathias Bertram,128255,LB,IDAHO,1,13,6.5,6.5,185,0,158.3,2,2,1,45,11,3.46
Andrew Marshall,175097,CB,IDAHO,1,6,6.0,1.2,185,0,39.6,1,5,0,9,3,1.5
Evan DiMaggio,139025,LB,FURMAN,1,6,6.0,6.0,170,0,79.2,1,1,0,-1,1,-0.17
Caleb Francl,138302,S,S DAK ST,1,6,6.0,3.0,292,0,56.3,1,2,0,1,3,0.17
Jaxon Lee,143712,S,MONTANA,1,6,6.0,6.0,232,0,83.3,1,1,0,4,6,0.67
Tyler Flink,89299,LB,MONTANA,1,5,5.0,5.0,232,0,91.7,1,1,0,6,1,1.2
Hugh Ryan,104863,S,FURMAN,1,10,5.0,2.5,170,0,85.4,2,4,0,40,27,4.0
Xavier McDonald,121857,LB,NAVY,1,5,5.0,5.0,237,0,83.3,1,1,0,4,6,0.8
Ryder Meyer,105638,S,MONTANA,1,9,4.5,3.0,232,0,109.7,2,3,0,77,65,8.56
Kam Brinson,104227,S,FURMAN,1,17,4.3,3.4,170,0,149.6,4,5,1,52,15,3.06
Jalen Goodman,108725,S,VILLANOVA,1,4,4.0,4.0,334,0,118.8,1,1,0,14,11,3.5
Danny Abraham,109186,LB,VILLANOVA,1,4,4.0,4.0,334,0,118.8,1,1,0,22,24,5.5
Jonathan Joanis,63325,LB,S DAKOTA,1,7,3.5,3.5,291,0,93.8,2,2,0,13,9,1.86
Jimmy Ciarlo,121563,LB,ARMY,1,14,3.5,2.8,114,0,105.8,4,5,0,47,24,3.36
Luke Weerts,106810,LB,N DAK ST,1,3,3.0,3.0,250,0,79.2,1,1,0,3,0,1.0
Sam Jung,125296,S,N DAK ST,1,3,3.0,3.0,250,0,118.8,1,1,0,38,9,12.67
Nathaniel Staehling,162218,LB,N DAK ST,1,3,3.0,1.5,250,0,56.3,1,2,0,5,1,1.67
Luke Pirris,162574,ED,NAVY,1,3,3.0,1.5,237,0,64.6,1,2,0,10,4,3.33
Jackson Powell,121602,ED,ARMY,1,3,3.0,3.0,114,0,108.3,1,1,0,10,3,3.33
Murvin Kenion III,164351,S,IDAHO,1,3,3.0,3.0,185,0,91.7,1,1,0,6,10,2.0
Eavan Gibbons,85696,S,NAVY,1,2,2.0,2.0,237,0,100.0,1,1,0,8,2,4.0
Ormanie Arnold,158982,CB,IDAHO,1,1,1.0,1.0,185,0,95.8,1,1,0,7,0,7.0
Ethan Potter,142403,S,VILLANOVA,1,1,1.0,1.0,334,0,91.7,1,1,0,6,0,6.0
Josiah Ganues,141865,S,S DAKOTA,1,1,1.0,1.0,291,0,118.8,1,1,0,22,6,22.0
