player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Keyshawn Swanson,100281,S,TROY,1,6,,6.0,318,0,39.6,0,1,0,0,0,0.0
Travon Wallace,106244,S,CITADEL,1,10,,5.0,139,0,39.6,0,2,0,0,0,0.0
Jaylen Stinson,122389,S,DUKE,1,5,,5.0,154,0,39.6,0,1,0,0,0,0.0
Jalen Mackie,108209,LB,UMASS,1,1,,1.0,216,0,39.6,0,1,0,0,0,0.0
Robert O'Donnell,108344,LB,SACR HEART,1,1,,1.0,280,0,39.6,0,1,0,0,0,0.0
Brian Lee Jr.,108362,LB,MAINE,1,2,,2.0,212,0,39.6,0,1,0,0,0,0.0
Zach Nwachukwu,122113,CB,STF AUSTIN,1,10,,10.0,301,0,39.6,0,1,0,0,0,0.0
Tkai Lloyd,122108,S,STF AUSTIN,1,6,,6.0,301,0,39.6,0,1,0,0,0,0.0
Kam In,110429,CB,STTHOM,1,8,,8.0,1129,0,39.6,0,1,0,0,0,0.0
Kory Chapman,121344,S,AUSTINPEAY,1,1,,1.0,116,0,39.6,0,1,0,0,0,0.0
Tyrice Knight,122025,LB,UTEP,1,5,,5.0,330,0,39.6,0,1,0,0,0,0.0
Dennis Barnes,121997,CB,UTEP,1,18,,18.0,330,0,39.6,0,1,0,0,0,0.0
Yam Banks,121407,CB,S ALABAMA,1,34,,8.5,288,0,39.6,0,4,0,0,0,0.0
Taylon Doss,121516,S,ARK STATE,1,13,,13.0,113,0,39.6,0,1,0,0,0,0.0
Aaron Bibbins,121555,S,ARMY,1,11,,11.0,114,0,39.6,0,1,0,0,0,0.0
Abraham Beauplan,121720,LB,MARSHALL,1,8,,4.0,214,0,39.6,0,2,0,0,0,0.0
Devion Hargrove,121681,CB,HOUCHR,1,2,,2.0,183,0,39.6,0,1,0,0,0,0.0
Henry Yianakopolos,55285,S,RHODE ISLD,1,15,,15.0,274,0,39.6,0,1,0,0,0,0.0
Zachary Ford,55353,S,TOLEDO,1,8,,8.0,316,0,39.6,0,1,0,0,0,0.0
Ammari Sylla,168978,S,VA LYNCHBU,1,16,,16.0,406,0,39.6,0,1,0,0,0,0.0
Ty Hardimon,55428,S,SAMFORD,1,12,,12.0,282,0,39.6,0,1,0,0,0,0.0
Fred Perry,163971,S,JVILLE ST,1,3,,3.0,196,0,39.6,0,1,0,0,0,0.0
Azizi Hearn,55569,CB,UCLA,1,16,,16.0,324,0,39.6,0,1,0,0,0,0.0
Wylan Free,55596,S,GA SOUTHRN,1,3,,3.0,174,0,39.6,0,1,0,0,0,0.0
Taylor Groves,163657,S,OLE MISS,1,2,,2.0,226,0,39.6,0,1,0,0,0,0.0
Robert Topps III,55611,S,TOWSON,1,5,,5.0,317,0,39.6,0,1,0,0,0,0.0
Malachi Brown,43243,S,ALBANY ST,1,6,,6.0,360,0,39.6,0,1,0,0,0,0.0
Sy Dabney,55836,S,ILL STATE,1,2,,2.0,188,0,39.6,0,1,0,0,0,0.0
Isaiah Lewis,55854,S,COLORADO,1,2,,2.0,143,0,39.6,0,1,0,0,0,0.0
Lionell Whitaker,162806,CB,MARYLAND,1,1,,1.0,215,0,39.6,0,1,0,0,0,0.0
Will Hardy,162751,S,N CAROLINA,1,2,,2.0,245,0,39.6,0,1,0,0,0,0.0
Bennett Williams,55954,CB,OREGON,1,11,,11.0,264,0,39.6,0,1,0,0,0,0.0
Brandon Howard,162112,CB,CHARLES SO,1,5,,5.0,135,0,39.6,0,1,0,0,0,0.0
Raheme Fuller,56068,CB,TEXAS STHN,1,1,,1.0,313,0,39.6,0,1,0,0,0,0.0
Quinaz Turner,56092,S,MURRAY ST,1,10,,3.3,236,1,0.0,0,3,0,0,0,0.0
Tyler Barnes,56190,S,MCNEESE,1,8,,8.0,217,0,39.6,0,1,0,0,0,0.0
Jordan Smith,160920,CB,VA MILT IN,1,17,,17.0,336,0,39.6,0,1,0,0,0,0.0
Padro Davidson,168850,S,VA LYNCHBU,1,5,,5.0,406,0,39.6,0,1,0,0,0,0.0
Dylan Leonardis,160562,LB,MOREHEAD,1,1,,1.0,234,0,39.6,0,1,0,0,0,0.0
Nick Louis,159954,CB,W CAROLINA,1,13,,13.0,344,0,39.6,0,1,0,0,0,0.0
Junior Wily,159525,LB,WAGNER,1,2,,2.0,338,0,39.6,0,1,0,0,0,0.0
Sam Kidd,60663,S,JAMES MAD,1,11,,11.0,197,0,39.6,0,1,0,0,0,0.0
Nico Bolden,60704,S,KENT STATE,1,4,,4.0,201,0,39.6,0,1,0,0,0,0.0
Robby Hauck,60710,S,MONTANA,1,6,,6.0,232,0,39.6,0,1,0,0,0,0.0
Ahmaad Moses,158276,S,SMU,1,2,,2.0,287,0,39.6,0,1,0,0,0,0.0
Dion Kuinlan,167552,S,ASSMPT,1,7,,2.3,1257,0,39.6,0,3,0,0,0,0.0
Josh Minkins,66051,S,LOUISVILLE,1,14,,4.7,210,0,39.6,0,3,0,0,0,0.0
Jeremiah Cooper,157608,CB,IOWA STATE,1,18,,9.0,193,0,39.6,0,2,0,0,0,0.0
Malaki Starks,157069,S,GEORGIA,1,9,,9.0,173,0,39.6,0,1,0,0,0,0.0
Jaquan Jackson,167049,CB,BETH COOK,1,12,,4.0,119,0,39.6,0,3,0,0,0,0.0
DJ Harvey,72089,CB,VA TECH,1,4,,4.0,337,0,39.6,0,1,0,0,0,0.0
Tyreese Shakir,73488,S,PORTLAND,1,12,,4.0,269,0,39.6,0,3,0,0,0,0.0
Trent Whalen,73609,LB,SO UTAH,1,4,,4.0,298,0,39.6,0,1,0,0,0,0.0
Mahlik Strozier,75710,S,DUQUESNE,1,6,,6.0,155,0,39.6,0,1,0,0,0,0.0
Caleb Wheatland,156454,LB,MARYLAND,1,2,,2.0,215,0,39.6,0,1,0,0,0,0.0
Wade Woodaz,156237,S,CLEMSON,1,5,,2.5,140,0,39.6,0,2,0,0,0,0.0
Telly Plummer,76566,S,CHATTNOOGA,1,9,,9.0,137,0,39.6,0,1,0,0,0,0.0
Ty Davis,155756,S,DELAWARE,1,5,,5.0,151,0,39.6,0,1,0,0,0,0.0
Michael Bates Jr.,155554,S,MITECH,1,2,,1.0,980,0,39.6,0,2,0,0,0,0.0
Grant Ewell Jr.,167003,CB,ARKAPB,1,7,,2.3,112,0,39.6,0,3,0,0,0,0.0
Freddie Johnson Jr.,155463,LB,WSRAMS,1,3,,3.0,1206,0,39.6,0,1,0,0,0,0.0
Jaylon King,76652,S,GA TECH,1,4,,4.0,176,0,39.6,0,1,0,0,0,0.0
Nasir Peoples,76665,S,VA TECH,1,7,,7.0,337,0,39.6,0,1,0,0,0,0.0
Michael King,154464,S,UVAWIS,1,16,,4.0,1320,0,39.6,0,4,0,0,0,0.0
Reid Wheeler,154423,S,TAYLOR,1,9,,9.0,402,0,39.6,0,1,0,0,0,0.0
Oneil Robinson,76704,S,RHODE ISLD,1,10,,10.0,274,0,39.6,0,1,0,0,0,0.0
Sammy Muniz,154236,CB,LNDNWD,1,12,,12.0,949,0,39.6,0,1,0,0,0,0.0
B.J. Foster,76728,S,SM HOUSTON,1,11,,11.0,281,0,39.6,0,1,0,0,0,0.0
Jonathan Cabral-Martin,153976,S,CENT CT ST,1,3,,3.0,133,0,39.6,0,1,0,0,0,0.0
Montrae Braswell,76783,CB,MO STATE,1,3,,3.0,230,0,39.6,0,1,0,0,0,0.0
Michael Crawford,153293,CB,HAMPTON,1,14,,14.0,178,1,0.0,0,1,0,0,0,0.0
Calvin Henderson,153276,S,TEXAS STHN,1,5,,2.5,313,0,39.6,0,2,0,0,0,0.0
Willie O'Hara,151261,LB,ST FRANCIS,1,2,,2.0,299,0,39.6,0,1,0,0,0,0.0
