player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Gaven Cooke,144865,S,UC DAVIS,1,3,,3.0,322,0,39.6,0,1,0,0,0,0.0
Zach Johnson,175091,LB,IDAHO,1,4,,4.0,185,1,0.0,0,1,0,0,0,0.0
Lamont Shamburger,176858,S,UC DAVIS,1,17,,17.0,322,0,39.6,0,1,0,0,0,0.0
Paul Omodia,177127,CB,ILL STATE,1,3,,3.0,188,0,39.6,0,1,0,0,0,0.0
Tyson Williams,125941,CB,ABILENE CH,1,2,,2.0,100,0,39.6,0,1,0,0,0,0.0
Ty Rawls,182314,LB,TARLETON,1,9,,9.0,401,0,39.6,0,1,0,0,0,0.0
Dalys Beanum,138295,CB,S DAK ST,1,4,,4.0,292,0,39.6,0,1,0,0,0,0.0
Mekhai Smith,185711,S,LEHIGH,1,2,,2.0,205,0,39.6,0,1,0,0,0,0.0
Reese Edwards,148051,ED,ILL STATE,1,4,,4.0,188,0,39.6,0,1,0,0,0,0.0
McCade O'Reilly,147677,LB,MONTANA ST,1,6,,6.0,233,0,39.6,0,1,0,0,0,0.0
Ty Trinh,142406,S,VILLANOVA,1,13,,6.5,334,0,39.6,0,2,0,0,0,0.0
Isiah King,147616,LB,IDAHO,1,6,,6.0,185,0,39.6,0,1,0,0,0,0.0
Harold West,145327,S,ABILENE CH,1,1,,1.0,100,0,39.6,0,1,0,0,0,0.0
Tayden Gray,176765,CB,MONTANA ST,1,13,,13.0,233,0,39.6,0,1,0,0,0,0.0
Darius Sanders,150065,S,INCAR WORD,1,25,25.0,12.5,189,0,56.3,1,2,0,2,1,0.08
Jackson Dowd,159778,LB,LEHIGH,1,15,15.0,15.0,205,0,91.7,1,1,0,6,9,0.4
Caleb Francl,138302,S,S DAK ST,1,15,15.0,7.5,292,0,60.4,1,2,0,8,4,0.53
Mathias Bertram,128255,LB,IDAHO,1,14,14.0,7.0,185,0,62.5,1,2,0,9,3,0.64
Dorian Plumley,144634,S,ABILENE CH,1,13,13.0,6.5,100,0,135.4,1,2,1,36,0,2.77
Gary Bryant III,164824,LB,S DAKOTA,1,12,12.0,12.0,291,0,112.5,1,1,0,11,11,0.92
Chase Van Tol,177228,CB,S DAK ST,1,11,11.0,11.0,292,0,100.0,1,1,0,8,5,0.73
Enock Sibomana,148168,CB,N DAK ST,1,20,10.0,6.7,250,0,70.1,2,3,0,9,7,0.45
Miles Jackson,147676,CB,MONTANA ST,1,10,10.0,3.3,233,0,42.4,1,3,0,6,9,0.6
Fredrick Mallay,142976,CB,RHODE ISLD,1,19,9.5,4.8,274,0,56.3,2,4,0,8,3,0.42
Jace Klucewich,143723,S,MONTANA,1,9,9.0,4.5,232,0,56.3,1,2,0,4,7,0.44
Rex Connors,155292,S,UC DAVIS,1,27,9.0,9.0,322,0,111.1,3,3,0,32,23,1.19
Oscar Benson,125282,LB,N DAK ST,1,8,8.0,4.0,250,0,56.3,1,2,0,2,3,0.25
Nate Ewell,185545,LB,S DAKOTA,1,8,8.0,8.0,291,0,158.3,1,1,1,33,19,4.13
Richie Kimmel,142397,LB,VILLANOVA,1,7,7.0,3.5,334,0,56.3,1,2,0,4,0,0.57
Nick Kubitz,106811,LB,N DAK ST,1,6,6.0,6.0,250,0,91.7,1,1,0,6,2,1.0
Amir Abdullah,171413,ED,ILL STATE,1,11,5.5,5.5,188,0,118.8,2,2,0,51,33,4.64
Kavir Bains-Marquez,142177,S,UC DAVIS,1,51,5.1,4.3,322,0,121.5,10,12,1,78,25,1.53
Isaac Dowling,129553,LB,MERCER,1,5,5.0,5.0,219,0,79.2,1,1,0,0,1,0.0
Tim White,148022,S,S DAKOTA,1,10,5.0,3.3,291,1,65.3,2,3,0,34,12,3.4
Jaxton Eck,175078,LB,IDAHO,1,5,5.0,2.5,185,0,62.5,1,2,0,9,4,1.8
Chrishawn Gordon,146032,S,MONTANA,1,5,5.0,5.0,232,0,118.8,1,1,0,38,6,7.6
Dillon Gearhart,138206,S,ILL STATE,1,5,5.0,5.0,188,0,91.7,1,1,0,6,0,1.2
Jaxon Lee,143712,S,MONTANA,1,5,5.0,5.0,232,0,79.2,1,1,0,1,5,0.2
Tucker Large,148243,S,S DAK ST,1,9,4.5,3.0,292,0,86.8,2,3,0,21,3,2.33
Brendan Bell,142391,LB,VILLANOVA,1,17,4.3,3.4,334,0,90.0,4,5,0,28,26,1.65
Donovan Watkins,172689,CB,MERCER,1,34,4.3,3.1,219,0,143.8,8,11,1,134,45,3.94
Ethan Beard,175073,LB,IDAHO,1,4,4.0,4.0,185,0,104.2,1,1,0,9,1,2.25
Teven McKelvey,141854,S,S DAKOTA,1,12,4.0,4.0,291,0,149.3,3,3,1,31,8,2.58
Josh Hastings,121766,S,TENN MARTN,1,8,4.0,4.0,310,0,87.5,2,2,0,10,8,1.25
Daeton Mcgaughy,138311,LB,S DAK ST,1,4,4.0,4.0,292,0,79.2,1,1,0,3,8,0.75
Jaylin Crumby,174410,S,N DAK ST,1,4,4.0,4.0,250,0,79.2,1,1,0,0,3,0.0
Logan Kopp,148170,LB,N DAK ST,1,7,3.5,3.5,250,0,108.3,2,2,0,20,3,2.86
Jalan Gaines,164784,ED,ILL STATE,1,7,3.5,3.5,188,0,118.8,2,2,0,28,5,4.0
Declan Williams,161383,ED,INCAR WORD,1,10,3.3,3.3,189,0,104.2,3,3,0,27,8,2.7
Izaiah Kelley,144364,LB,ABILENE CH,1,10,3.3,3.3,100,0,115.3,3,3,0,35,19,3.5
Nick Peltekian,159777,S,LEHIGH,1,3,3.0,3.0,205,0,118.8,1,1,0,26,5,8.67
Ethan Potter,142403,S,VILLANOVA,1,3,3.0,3.0,334,0,118.8,1,1,0,31,32,10.33
Cirby Coheley,151178,LB,ABILENE CH,1,3,3.0,3.0,100,0,116.7,1,1,0,12,14,4.0
Rayuan Lane III,144326,S,NAVY,1,3,3.0,3.0,237,0,118.8,1,1,0,18,0,6.0
Ken Standley,105336,LB,MERCER,1,3,3.0,3.0,219,0,91.7,1,1,0,6,12,2.0
Kenneth McShan,162567,LB,NAVY,1,3,3.0,3.0,237,0,104.2,1,1,0,9,1,3.0
Jacob Stevenson,171842,S,TENN MARTN,1,6,3.0,3.0,310,0,118.8,2,2,0,42,40,7.0
Bryce Grebe,176766,LB,MONTANA ST,1,5,2.5,2.5,233,0,102.1,2,2,0,17,7,3.4
Zahmir Dawud,170920,CB,VILLANOVA,1,2,2.0,2.0,334,0,108.3,1,1,0,10,13,5.0
