player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Debo Williams,146901,LB,S CAROLINA,1,3,,3.0,289,0,39.6,0,1,0,0,0,0.0
Tayden Gray,176765,CB,MONTANA ST,1,7,,7.0,233,0,39.6,0,1,0,0,0,0.0
Ian Foster,176373,CB,MARSHALL,1,7,,7.0,214,0,39.6,0,1,0,0,0,0.0
Bishop Fitzgerald,176010,S,NC STATE,1,3,,3.0,248,0,39.6,0,1,0,0,0,0.0
Jordan Shaw,175991,CB,WASHINGTON,1,14,,14.0,340,0,39.6,0,1,0,0,0,0.0
Andrew Marshall,175097,CB,IDAHO,1,9,,9.0,185,0,39.6,0,1,0,0,0,0.0
Taniela Latu,174872,LB,S JOSE ST,1,2,,2.0,285,0,39.6,0,1,0,0,0,0.0
Dante Lovett,174793,CB,VA TECH,1,1,,1.0,337,0,39.6,0,1,0,0,0,0.0
Davion Ames,174773,S,CENT CT ST,1,8,,4.0,133,0,39.6,0,2,0,0,0,0.0
Cayman Spaulding,174579,LB,TENN TECH,1,2,,2.0,309,0,39.6,0,1,0,0,0,0.0
Sam Howard,121351,LB,TULANE,1,1,,1.0,319,0,39.6,0,1,0,0,0,0.0
Isaiah Cash,121669,S,SM HOUSTON,1,5,,2.5,281,0,39.6,0,2,0,0,0,0.0
Kerion Martin,121739,S,YNGTOWN ST,1,12,,12.0,353,0,39.6,0,1,0,0,0,0.0
Abraham Temoney III,174209,S,COAST CAR,1,6,,6.0,141,0,39.6,0,1,0,0,0,0.0
Owen Chambliss,174198,LB,S DIEGO ST,1,2,,2.0,284,0,39.6,0,1,0,0,0,0.0
Alex Howard,62494,LB,DUKE,1,4,,4.0,154,0,39.6,0,1,0,0,0,0.0
Cole Martin,174122,S,ARIZONA ST,1,1,,1.0,110,0,39.6,0,1,0,0,0,0.0
Mike Smith Jr.,122255,S,E KENTUCKY,1,9,,9.0,159,0,39.6,0,1,0,0,0,0.0
Kaleb Patterson,174031,CB,ILLINOIS,1,7,,7.0,187,0,39.6,0,1,0,0,0,0.0
Grant Uyl,173886,LB,AIR FORCE,1,7,,7.0,101,0,39.6,0,1,0,0,0,0.0
Jadarius Green-McKnight,122399,CB,MARSHALL,1,16,,16.0,214,0,39.6,0,1,0,0,0,0.0
Randon Fontenette,173136,S,VANDERBILT,1,9,,9.0,333,0,39.6,0,1,0,0,0,0.0
Devonte' Mathews,172777,S,W KENTUCKY,1,4,,4.0,346,0,39.6,0,1,0,0,0,0.0
Isaiah Grevious,172720,LB,VA MILT IN,1,1,,1.0,336,0,39.6,0,1,0,0,0,0.0
Tony Grimes,122837,CB,UNLV,1,1,,1.0,325,0,39.6,0,1,0,0,0,0.0
Hudson Primus,123017,S,SVANNAH ST,1,3,,3.0,286,0,39.6,0,1,0,0,0,0.0
Marvin Burks Jr.,172561,S,MISSOURI,1,4,,2.0,229,0,39.6,0,2,0,0,0,0.0
Raider Damuni,72338,S,BYU,1,3,,3.0,128,0,39.6,0,1,0,0,0,0.0
Kylin Jackson,172482,S,LSU,1,5,,5.0,211,0,39.6,0,1,0,0,0,0.0
Jahdae Barron,123105,CB,TEXAS,1,12,,12.0,311,0,39.6,0,1,0,0,0,0.0
Kitan Crawford,123111,S,NEVADA,1,4,,4.0,239,0,39.6,0,1,0,0,0,0.0
Jerrin Thompson,123128,S,AUBURN,1,12,,6.0,115,0,39.6,0,2,0,0,0,0.0
Lanell Carr,123411,ED,INDIANA,1,2,,2.0,190,0,39.6,0,1,0,0,0,0.0
Elijah Moffett,123520,S,ABILENE CH,1,15,,5.0,100,0,39.6,0,3,0,0,0,0.0
Jalen Thomeson,171363,S,OHIO,1,1,,1.0,259,0,39.6,0,1,0,0,0,0.0
Adon Shuler,171098,S,NOTRE DAME,1,4,,4.0,258,0,39.6,0,1,0,0,0,0.0
Ira Armstead,123767,ED,E ILLINOIS,1,4,,4.0,158,0,39.6,0,1,0,0,0,0.0
Jordon Thomas,170600,CB,E KENTUCKY,1,3,,1.5,159,0,39.6,0,2,0,0,0,0.0
Jackson Bratton,123909,LB,N ALABAMA,1,7,,7.0,389,1,0.0,0,1,0,0,0,0.0
Malachi Moore,123928,S,ALABAMA,1,14,,3.5,103,0,39.6,0,4,0,0,0,0.0
Travis Franklin Jr.,170420,S,JVILLE ST,1,3,,3.0,196,0,39.6,0,1,0,0,0,0.0
Will Brooks,124273,S,TENNESSEE,1,5,,5.0,307,1,0.0,0,1,0,0,0,0.0
Martavius French,124277,LB,UTSA,1,3,,3.0,331,0,39.6,0,1,0,0,0,0.0
Bo Mascoe,170313,CB,RUTGERS,1,5,,5.0,278,0,39.6,0,1,0,0,0,0.0
Tony Rojas,170297,LB,PENN STATE,1,2,,2.0,266,1,0.0,0,1,0,0,0,0.0
Chase Lloyd,124356,S,FL A&M,1,4,,4.0,164,0,39.6,0,1,0,0,0,0.0
Kaleb Spencer,170093,S,VA TECH,1,3,,3.0,337,0,39.6,0,1,0,0,0,0.0
Ronan Hanafin,170009,CB,CLEMSON,1,9,,9.0,140,0,39.6,0,1,0,0,0,0.0
Khalil Barnes,170001,S,CLEMSON,1,3,,3.0,140,0,39.6,0,1,0,0,0,0.0
Isaiah Bogerty,169054,LB,TEXAS STHN,1,1,,1.0,313,0,39.6,0,1,0,0,0,0.0
Justin Mays,197137,CB,FPU,1,3,,3.0,1527,0,39.6,0,1,0,0,0,0.0
DeJuan Lewis,168462,S,LAMAR,1,9,,9.0,204,0,39.6,0,1,0,0,0,0.0
Chachi Perez,165348,S,STETSON,1,1,,1.0,302,0,39.6,0,1,0,0,0,0.0
Ezekiel Swayne,165290,CB,SAN DIEGO,1,1,,1.0,283,0,39.6,0,1,0,0,0,0.0
Tyson Williams,125941,CB,ABILENE CH,1,8,,8.0,100,0,39.6,0,1,0,0,0,0.0
Brock Butler,165032,S,STHLSK,1,9,,9.0,1470,0,39.6,0,1,0,0,0,0.0
Gavin Taylor,165015,ED,CENT CT ST,1,3,,3.0,133,0,39.6,0,1,0,0,0,0.0
Angel King,128234,S,WEBER ST,1,6,,6.0,342,0,39.6,0,1,0,0,0,0.0
Elijah Wood,128340,ED,UTAHTC,1,1,,1.0,1285,0,39.6,0,1,0,0,0,0.0
Nohl Williams,128375,CB,CAL,1,2,,2.0,130,0,39.6,0,1,0,0,0,0.0
TD Williams,164233,CB,CENT ARK,1,2,,2.0,132,0,39.6,0,1,0,0,0,0.0
Samuel Horton,164212,ED,CENT ARK,1,3,,1.5,132,0,39.6,0,2,0,0,0,0.0
Jace Benesch,164198,LB,CENT ARK,1,1,,1.0,132,0,39.6,0,1,0,0,0,0.0
Jaydon Southard,164112,LB,STF AUSTIN,1,2,,2.0,301,0,39.6,0,1,0,0,0,0.0
DJ Brown,163933,S,LEHIGH,1,1,,1.0,205,0,39.6,0,1,0,0,0,0.0
Avery Sledge,163695,LB,SO MISS,1,5,,5.0,296,0,39.6,0,1,0,0,0,0.0
Cody Lindenberg,129660,LB,MINNESOTA,1,5,,2.5,225,0,39.6,0,2,0,0,0,0.0
Bryce Boettcher,163288,LB,OREGON,1,2,,2.0,264,0,39.6,0,1,0,0,0,0.0
Gavin Shields,163219,S,ARMY,1,3,,3.0,114,0,39.6,0,1,0,0,0,0.0
Geno Facchetti,197102,ED,FPU,1,2,,1.0,1527,0,39.6,0,2,0,0,0,0.0
Donte Kent,130439,CB,C MICHIGAN,1,13,,13.0,134,0,39.6,0,1,0,0,0,0.0
Markeith Williams,162738,S,MIAMI FL,1,1,,1.0,220,0,39.6,0,1,0,0,0,0.0
Jay Green,162486,S,STANFORD,1,5,,5.0,300,0,39.6,0,1,0,0,0,0.0
Jaden Dugger,162137,LB,LA LAFAYET,1,5,,5.0,207,0,39.6,0,1,0,0,0,0.0
Joseph Obeto,73245,CB,STTHOM,1,2,,2.0,1129,0,39.6,0,1,0,0,0,0.0
Travis Hunter,160766,CB,COLORADO,1,2,,2.0,143,0,39.6,0,1,0,0,0,0.0
Matthew McClelland,160565,S,MOREHEAD,1,6,,6.0,234,1,0.0,0,1,0,0,0,0.0
Nick Peltekian,159777,S,LEHIGH,1,4,,4.0,205,1,0.0,0,1,0,0,0,0.0
Alphonse Oywak,131949,CB,E WASHGTON,1,1,,1.0,161,0,39.6,0,1,0,0,0,0.0
Ezra Ekuban,159031,ED,N COLORADO,1,1,,1.0,253,0,39.6,0,1,0,0,0,0.0
Ormanie Arnold,158982,CB,CINCINNATI,1,1,,1.0,138,0,39.6,0,1,0,0,0,0.0
Eric Butler,158780,S,S DIEGO ST,1,3,,3.0,284,0,39.6,0,1,0,0,0,0.0
Thaddeus Dixon,158614,CB,WASHINGTON,1,3,,3.0,340,0,39.6,0,1,0,0,0,0.0
Shug Walker,138060,LB,S ILLINOIS,1,7,,3.5,295,0,39.6,0,2,0,0,0,0.0
Jonathan Capo,157937,S,BUFFALO,1,2,,2.0,126,0,39.6,0,1,0,0,0,0.0
Jeremiah Cooper,157608,S,IOWA STATE,1,7,,7.0,193,0,39.6,0,1,0,0,0,0.0
Coleman Bryson,157509,S,MINNESOTA,1,2,,2.0,225,0,39.6,0,1,0,0,0,0.0
A'Khori Jones,157391,S,LIBERTY,1,9,,4.5,206,0,39.6,0,2,0,0,0,0.0
Ben Roberts,157332,LB,TEXAS TECH,1,2,,2.0,315,0,39.6,0,1,0,0,0,0.0
Malachi McLean,156929,S,UCONN,1,1,,1.0,146,0,39.6,0,1,0,0,0,0.0
Markus Knight,156828,S,DOMINION,1,8,,4.0,263,0,39.6,0,2,0,0,0,0.0
Jerrod Cameron Jr.,156679,CB,UMASS,1,9,,9.0,216,0,39.6,0,1,0,0,0,0.0
Trey Lockhart,139341,S,STETSON,1,17,,17.0,302,0,39.6,0,1,0,0,0,0.0
Anthony Petty,139352,S,JACKSON ST,1,15,,7.5,194,0,39.6,0,2,0,0,0,0.0
Kaleb Hutchinson,156677,S,MERCER,1,5,,5.0,219,0,39.6,0,1,0,0,0,0.0
Maximus Pulley,156648,S,WOFFORD,1,6,,6.0,350,0,39.6,0,1,0,0,0,0.0
Ryan Turner,156485,CB,BOSTON COL,1,1,,1.0,121,0,39.6,0,1,0,0,0,0.0
Xavier Robinson,141493,LB,GA STATE,1,1,,1.0,175,0,39.6,0,1,0,0,0,0.0
Tommy McCormick,141567,S,IDAHO,1,4,,4.0,185,0,39.6,0,1,0,0,0,0.0
Javier Morton,156475,S,TEMPLE,1,1,,1.0,306,0,39.6,0,1,0,0,0,0.0
Jack Henderson,141888,S,MINNESOTA,1,7,,7.0,225,0,39.6,0,1,0,0,0,0.0
Zy Alexander,141889,CB,LSU,1,3,,3.0,211,0,39.6,0,1,0,0,0,0.0
Teddye Buchanan,142172,LB,CAL,1,3,,3.0,130,0,39.6,0,1,0,0,0,0.0
Vincent Thomas,142307,S,CENT CT ST,1,4,,4.0,133,0,39.6,0,1,0,0,0,0.0
Brenyen Scott,156181,S,SCAR STATE,1,2,,2.0,290,0,39.6,0,1,0,0,0,0.0
Omar Emmons,155769,S,TARLETON,1,1,,1.0,401,0,39.6,0,1,0,0,0,0.0
William Barber,75271,S,ROB MORRIS,1,9,,9.0,277,0,39.6,0,1,0,0,0,0.0
Jeremiah Harris,155541,LB,PRVIEW A&M,1,12,,12.0,270,0,39.6,0,1,0,0,0,0.0
Tavon Hardwick,153933,S,ARKAPB,1,15,,15.0,112,0,39.6,0,1,0,0,0,0.0
Jamarius Brown,151592,S,SOUTHERN U,1,2,,2.0,297,0,39.6,0,1,0,0,0,0.0
Robert Rahimi,151364,S,S JOSE ST,1,9,,2.3,285,1,0.0,0,4,0,0,0,0.0
Kesean Dyson,151297,LB,MAINE,1,8,,8.0,212,0,39.6,0,1,0,0,0,0.0
Bryan Stukes,150525,S,MORGAN ST,1,4,,4.0,235,0,39.6,0,1,0,0,0,0.0
Dominic Wieburg,143689,CB,CENT WASH,1,19,,9.5,367,0,39.6,0,2,0,0,0,0.0
Christian Williams,150282,S,NWSTATE,1,9,,9.0,257,0,39.6,0,1,0,0,0,0.0
KeMari Clark,150175,S,CENT ARK,1,6,,6.0,132,0,39.6,0,1,0,0,0,0.0
