player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Justin Eaglin,156724,CB,JAMES MAD,1,4,,2.0,197,0,39.6,0,2,0,0,0,0.0
Noah Mangham,159039,CB,ABILENE CH,1,1,,1.0,100,0,39.6,0,1,0,0,0,0.0
Jackson Benjamin,177688,CB,MOREHEAD,1,19,,6.3,234,1,0.0,0,3,0,0,0,0.0
Nick Peltekian,159777,S,LEHIGH,1,4,,4.0,205,0,39.6,0,1,0,0,0,0.0
Antonio Smith,169925,S,MO STATE,1,4,,4.0,230,0,39.6,0,1,0,0,0,0.0
Carsten Mamaril,191556,CB,PORTLAND,1,7,,7.0,269,1,0.0,0,1,0,0,0,0.0
Dorian Blackwell,146080,CB,TXGV,1,3,,3.0,1445,0,39.6,0,1,0,0,0,0.0
Donte Thompson,168458,S,UTEP,1,7,,7.0,330,0,39.6,0,1,0,0,0,0.0
Dominic Oliver,146147,ED,W KENTUCKY,1,3,,3.0,346,0,39.6,0,1,0,0,0,0.0
Khalani Riddick,85902,S,UC DAVIS,1,32,,10.7,322,0,39.6,0,3,0,0,0,0.0
Jonathan Jean,168457,CB,E CAROLINA,1,6,,3.0,156,0,39.6,0,2,0,0,0,0.0
Jamison Patton,174683,S,IOWA STATE,1,4,,4.0,193,0,39.6,0,1,0,0,0,0.0
Dalton Johnson,146252,S,ARIZONA,1,5,,5.0,109,1,0.0,0,1,0,0,0,0.0
Tyrin Taylor,146322,CB,JVILLE ST,1,13,,4.3,196,0,39.6,0,3,0,0,0,0.0
Tytus Khajavi,191085,LB,FRESNO ST,1,7,,7.0,169,1,0.0,0,1,0,0,0,0.0
Skyler Thomas,146351,S,OREGON ST,1,6,,6.0,265,0,39.6,0,1,0,0,0,0.0
Quay'sheed Scott,190449,CB,KENTUCKY,1,24,,24.0,202,0,39.6,0,1,0,0,0,0.0
Ja'Marley Riddle,190422,S,E CAROLINA,1,1,,1.0,156,0,39.6,0,1,0,0,0,0.0
Jabin Ford,174930,CB,SCAR STATE,1,5,,5.0,290,0,39.6,0,1,0,0,0,0.0
Ty Bryant,175140,S,KENTUCKY,1,4,,4.0,202,0,39.6,0,1,0,0,0,0.0
Joshua Tarver,164704,S,YALE,1,16,,8.0,352,0,39.6,0,2,0,0,0,0.0
Tomondrey Braxton,189257,CB,NC CENT,1,2,,2.0,247,0,39.6,0,1,0,0,0,0.0
Parris Smiley,164526,S,ALBANY,1,8,,8.0,106,0,39.6,0,1,0,0,0,0.0
Darrius Davis,188860,S,STANFORD,1,5,,5.0,300,0,39.6,0,1,0,0,0,0.0
Kaleb Cost,175392,CB,N CAROLINA,1,14,,7.0,245,0,39.6,0,2,0,0,0,0.0
Marquis Cooper,149289,CB,BUFFALO,1,1,,1.0,126,0,39.6,0,1,0,0,0,0.0
Nick Hand,149810,S,STTHOM,1,5,,5.0,1129,0,39.6,0,1,0,0,0,0.0
Kalen Carroll,164139,CB,C MICHIGAN,1,2,,1.0,134,0,39.6,0,2,0,0,0,0.0
