player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Kolby Watts,63356,LB,ARKAPB,1,10,,10.0,112,0,39.6,0,1,0,0,0,0.0
Calique Cato-Jacobs,79111,S,STNY BROOK,1,3,,3.0,303,0,39.6,0,1,0,0,0,0.0
Easton Gibbs,97899,LB,WYOMING,1,5,,5.0,351,0,39.6,0,1,0,0,0,0.0
Charles Peeler,55971,CB,DELWARE ST,1,5,,5.0,152,0,39.6,0,1,0,0,0,0.0
Chase Jones,97741,LB,WAKE,1,3,,3.0,339,0,39.6,0,1,0,0,0,0.0
Cannon Blauser,97718,LB,OHIO,1,12,,6.0,259,0,39.6,0,2,0,0,0,0.0
Gervarrius Owens,55987,S,HOUSTON,1,1,,1.0,182,0,39.6,0,1,0,0,0,0.0
Bralen Trahan,56012,S,LA LAFAYET,1,2,,2.0,207,0,39.6,0,1,0,0,0,0.0
Lemondre Joe,148119,CB,MO STATE,1,1,,1.0,230,0,39.6,0,1,0,0,0,0.0
Jalen Ware,125346,S,TEMPLE,1,8,,8.0,306,1,0.0,0,1,0,0,0,0.0
Deco Wilson,125381,S,JVILLE ST,1,2,,2.0,196,0,39.6,0,1,0,0,0,0.0
Cody Moon,128273,LB,NEW MEXICO,1,5,,5.0,241,0,39.6,0,1,0,0,0,0.0
Dax Hill,97519,S,MICHIGAN,1,13,,13.0,222,0,39.6,0,1,0,0,0,0.0
Rashon Davis,42692,CB,INCAR WORD,1,1,,1.0,189,0,39.6,0,1,0,0,0,0.0
Jarius Reimonenq,97383,CB,ARK STATE,1,12,,6.0,113,1,0.0,0,2,0,0,0,0.0
Coco Azema,97353,S,NWESTERN,1,9,,9.0,256,0,39.6,0,1,0,0,0,0.0
Jakeen Harris,97351,S,NC STATE,1,7,,3.5,248,0,39.6,0,2,0,0,0,0.0
Kamron Smith,147913,CB,CHARLES SO,1,1,,1.0,135,0,39.6,0,1,0,0,0,0.0
DaRon Bland,56158,CB,FRESNO ST,1,2,,2.0,169,0,39.6,0,1,0,0,0,0.0
Daquan Evans,97326,CB,USF,1,1,,1.0,327,0,39.6,0,1,0,0,0,0.0
Rodney Dansby,154603,LB,HOU BAPT,1,9,,9.0,183,0,39.6,0,1,0,0,0,0.0
Solomon Rogers,97235,S,CHARLOTTE,1,8,,8.0,136,0,39.6,0,1,0,0,0,0.0
