player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Ammon Hannemann,102692,S,BYU,1,1,,1.0,128,0,39.6,0,1,0,0,0,0.0
Tre'Vion Green,104559,LB,PRVIEW A&M,1,1,,1.0,270,0,39.6,0,1,0,0,0,0.0
Spencer Cuvelier,103768,LB,N IOWA,1,3,,1.5,255,0,39.6,0,2,0,0,0,0.0
Kyser Samuel,104118,CB,VA MILT IN,1,4,,2.0,336,0,39.6,0,2,0,0,0,0.0
Robert Rhem III,104324,CB,SOUTHERN U,1,8,,8.0,297,0,39.6,0,1,0,0,0,0.0
Markeyvrick Eddie,104270,CB,NICHOLLS,1,11,,11.0,243,0,39.6,0,1,0,0,0,0.0
Zachary Ford,55353,S,TOLEDO,1,22,,22.0,316,0,39.6,0,1,0,0,0,0.0
Masyn Lorick,165087,S,STHLSK,1,5,,5.0,1470,0,39.6,0,1,0,0,0,0.0
Nyamusa Njoka,164734,S,NORFOLK,1,3,,3.0,244,0,39.6,0,1,0,0,0,0.0
Zack Sanders,55638,CB,OHIO,1,17,,17.0,259,0,39.6,0,1,0,0,0,0.0
Jahmin Muse,55830,S,BUFFALO,1,4,,4.0,126,0,39.6,0,1,0,0,0,0.0
Abdul Carter,164160,LB,PENN STATE,1,2,,2.0,266,0,39.6,0,1,0,0,0,0.0
Sonny Styles,162876,S,OHIO STATE,1,2,,2.0,260,0,39.6,0,1,0,0,0,0.0
Jaylen Kelly-Powell,56057,S,AKRON,1,5,,5.0,102,0,39.6,0,1,0,0,0,0.0
Jay Green,162486,CB,WASHINGTON,1,1,,1.0,340,0,39.6,0,1,0,0,0,0.0
Randy Pringle,56195,CB,STNY BROOK,1,15,,7.5,303,0,39.6,0,2,0,0,0,0.0
Rodrick Ward,161398,S,SO UTAH,1,11,,11.0,298,0,39.6,0,1,0,0,0,0.0
Ethan Lee,160841,S,NICHOLLS,1,6,,6.0,243,0,39.6,0,1,0,0,0,0.0
Ed Dennis,160328,CB,CAMPBELL,1,25,,25.0,131,1,0.0,0,1,0,0,0,0.0
Chris Joines,159848,S,MERCER,1,4,,2.0,219,0,39.6,0,2,0,0,0,0.0
Jordan Wright,57907,ED,KENTUCKY,1,3,,3.0,202,0,39.6,0,1,0,0,0,0.0
Travell Cook,159498,S,ST FRANCIS,1,8,,8.0,299,0,39.6,0,1,0,0,0,0.0
Trevor Brohard,58042,LB,NEW MEX ST,1,3,,3.0,242,0,39.6,0,1,0,0,0,0.0
Kajuan Banks,158125,CB,S CAROLINA,1,1,,1.0,289,0,39.6,0,1,0,0,0,0.0
London Harris,58192,LB,TEXAS ST,1,3,,3.0,314,0,39.6,0,1,0,0,0,0.0
Bricen Garner,42520,S,W MICHIGAN,1,7,,7.0,347,0,39.6,0,1,0,0,0,0.0
DQ Smith,158116,S,S CAROLINA,1,17,,17.0,289,0,39.6,0,1,0,0,0,0.0
Tyreque Jones,60638,S,BOISE ST,1,15,,7.5,120,1,0.0,0,2,0,0,0,0.0
Latrez Shelton,157891,CB,UTEP,1,1,,1.0,330,0,39.6,0,1,0,0,0,0.0
Joshua Scott,157470,CB,E MICHIGAN,1,4,,4.0,160,0,39.6,0,1,0,0,0,0.0
Robby Hauck,60710,S,MONTANA,1,18,,18.0,232,0,39.6,0,1,0,0,0,0.0
Jonathan Sutherland,60739,S,PENN STATE,1,10,,10.0,266,0,39.6,0,1,0,0,0,0.0
Tyler Murray,60765,LB,MEMPHIS,1,14,,14.0,218,1,0.0,0,1,0,0,0,0.0
Daedae Hill,156527,CB,FAU,1,1,,1.0,165,0,39.6,0,1,0,0,0,0.0
Kye Stokes,156487,S,OHIO STATE,1,14,,14.0,260,0,39.6,0,1,0,0,0,0.0
Kaleb Oliver,62915,S,W KENTUCKY,1,8,,8.0,346,0,39.6,0,1,0,0,0,0.0
DeMarquez Trotter,63032,S,LIUSHAR,1,3,,3.0,1298,0,39.6,0,1,0,0,0,0.0
Phillip Dunnam,156406,S,INDIANA,1,2,,2.0,190,0,39.6,0,1,0,0,0,0.0
Clifford Chattman,42657,S,UTSA,1,12,,12.0,331,0,39.6,0,1,0,0,0,0.0
Marcel Mami,155937,LB,ST FRANCIS,1,4,,4.0,299,0,39.6,0,1,0,0,0,0.0
Sean-Thomas Faulkner,64395,S,N TEXAS,1,6,,6.0,251,0,39.6,0,1,0,0,0,0.0
Shiloh Means,64602,S,PENN,1,16,,16.0,267,0,39.6,0,1,0,0,0,0.0
Jayden Patrick,154239,CB,LNDNWD,1,3,,1.5,949,0,39.6,0,2,0,0,0,0.0
Ty Woods,151799,S,TENN MARTN,1,10,,10.0,310,0,39.6,0,1,0,0,0,0.0
DJ Harvey,72089,CB,VA TECH,1,1,,1.0,337,0,39.6,0,1,0,0,0,0.0
Willie O'Hara,151261,LB,ST FRANCIS,1,2,,2.0,299,0,39.6,0,1,0,0,0,0.0
Tyquan King,150571,LB,NC A&T,1,2,,2.0,246,0,39.6,0,1,0,0,0,0.0
Christian Ruffin,150424,CB,NORFOLK,1,7,,7.0,244,0,39.6,0,1,0,0,0,0.0
Antorius Hambric Jr.,150358,S,LAMAR,1,1,,1.0,204,0,39.6,0,1,0,0,0,0.0
Chauncey Moore,76581,S,ALABAMA ST,1,4,,4.0,105,0,39.6,0,1,0,0,0,0.0
Taj Ward,76583,CB,CINCINNATI,1,18,,18.0,138,0,39.6,0,1,0,0,0,0.0
Jordan Scott,150221,S,UTAHTC,1,6,,6.0,1285,0,39.6,0,1,0,0,0,0.0
Erick Hallett,76631,CB,PITTSBURGH,1,29,,5.8,268,0,39.6,0,5,0,0,0,0.0
Coryell Pierce,150170,CB,SE LA,1,4,,2.0,294,0,39.6,0,2,0,0,0,0.0
Zion Keith,76637,CB,SCAR STATE,1,2,,2.0,290,0,39.6,0,1,0,0,0,0.0
Markel Linzer,150158,S,SE LA,1,12,,6.0,294,0,39.6,0,2,0,0,0,0.0
Quindell Johnson,76689,S,MEMPHIS,1,18,,4.5,218,0,39.6,0,4,0,0,0,0.0
Brooks Russ-Martin,149601,CB,PRESBYTERN,1,13,,4.3,271,0,39.6,0,3,0,0,0,0.0
Anthony Cook,76724,S,TEXAS,1,20,,20.0,311,0,39.6,0,1,0,0,0,0.0
Preston Murray,149348,CB,GEORGETOWN,1,32,,32.0,172,0,39.6,0,1,0,0,0,0.0
Wayne Jones,76744,S,CHARLOTTE,1,3,,3.0,136,0,39.6,0,1,0,0,0,0.0
Matt Hudson,148909,LB,HARVARD,1,6,,6.0,179,0,39.6,0,1,0,0,0,0.0
Holt Fletcher,148773,ED,CORNELL,1,8,,8.0,147,1,0.0,0,1,0,0,0,0.0
Carter McFadden,148694,CB,COLUMBIA,1,7,,7.0,145,0,39.6,0,1,0,0,0,0.0
Caleb Moorhead,148669,S,BROWN,1,10,,10.0,123,0,39.6,0,1,0,0,0,0.0
Shafeek Smith,148469,CB,TOWSON,1,1,,1.0,317,0,39.6,0,1,0,0,0,0.0
Garland Benyard,147970,LB,KENNESAW,1,9,,9.0,200,0,39.6,0,1,0,0,0,0.0
Bryson Powers,77824,S,TULSA,1,8,,4.0,320,0,39.6,0,2,0,0,0,0.0
Christian Morgan,77838,S,BAYLOR,1,7,,7.0,118,1,0.0,0,1,0,0,0,0.0
K.C. Ossai,147158,LB,LA LAFAYET,1,1,,1.0,207,0,39.6,0,1,0,0,0,0.0
Tory Spears,78134,S,TEXAS ST,1,6,,6.0,314,0,39.6,0,1,0,0,0,0.0
