player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jeffrey Bassa,146552,LB,OREGON,1,2,,2.0,264,0,39.6,0,1,0,0,0,0.0
Jordan Colbert,106063,S,RHODE ISLD,1,10,,10.0,274,0,39.6,0,1,0,0,0,0.0
Thyreek Etienne,168848,LB,VA LYNCHBU,1,1,,1.0,406,0,39.6,0,1,0,0,0,0.0
Griffin McGovern,106596,S,BROWN,1,2,,2.0,123,0,39.6,0,1,0,0,0,0.0
Justin Fonteneaux,108243,LB,GEORGETOWN,1,5,,5.0,172,0,39.6,0,1,0,0,0,0.0
Braxton Hill,105326,LB,MONTANA,1,3,,3.0,232,0,39.6,0,1,0,0,0,0.0
Branson Combs,105001,LB,S ILLINOIS,1,5,,5.0,295,0,39.6,0,1,0,0,0,0.0
Marcus Barnes,104873,S,WM & MARY,1,6,,6.0,348,0,39.6,0,1,0,0,0,0.0
Dylan Crossen,109121,S,LAFAYETTE,1,5,,5.0,203,0,39.6,0,1,0,0,0,0.0
Stephen Hillis,104570,LB,S DAKOTA,1,6,,6.0,291,0,39.6,0,1,0,0,0,0.0
Bryce McCormick,104521,LB,FURMAN,1,6,,3.0,170,0,39.6,0,2,0,0,0,0.0
Daiveon Carrington,109286,S,PRINCETON,1,2,,2.0,272,0,39.6,0,1,0,0,0,0.0
Dan Scianna,104470,LB,FURMAN,1,3,,3.0,170,0,39.6,0,1,0,0,0,0.0
Glenn Brown,104323,CB,SOUTHERN U,1,13,,6.5,297,0,39.6,0,2,0,0,0,0.0
Gavin Davis-Smith,104313,S,SACRAMENTO,1,6,,6.0,279,0,39.6,0,1,0,0,0,0.0
R.J. Mickens,122153,S,CLEMSON,1,2,,2.0,140,1,0.0,0,1,0,0,0,0.0
Corey Flagg,122212,LB,MIAMI FL,1,3,,3.0,220,0,39.6,0,1,0,0,0,0.0
Kei'Trel Clark,104163,CB,LOUISVILLE,1,10,,10.0,210,0,39.6,0,1,0,0,0,0.0
Jermaine Brown,103828,LB,STF AUSTIN,1,5,,2.5,301,0,39.6,0,2,0,0,0,0.0
Alfahiym Walcott,122284,S,BAYLOR,1,18,,18.0,118,0,39.6,0,1,0,0,0,0.0
Jordyn Morgan,122528,S,UNLV,1,4,,2.0,325,0,39.6,0,2,0,0,0,0.0
DJ Taylor,55438,LB,BOWL GREEN,1,5,,5.0,122,0,39.6,0,1,0,0,0,0.0
Tahj Chambers,122740,LB,MO STATE,1,3,,3.0,230,0,39.6,0,1,0,0,0,0.0
P.J. Hall,122748,S,MO STATE,1,5,,5.0,230,0,39.6,0,1,0,0,0,0.0
Ramon Henderson,122901,S,NOTRE DAME,1,11,,11.0,258,0,39.6,0,1,0,0,0,0.0
Kyrin Beachem,102604,S,IDAHO,1,3,,3.0,185,0,39.6,0,1,0,0,0,0.0
Dominic Njoku,165225,S,DAVIDSON,1,5,,5.0,149,0,39.6,0,1,0,0,0,0.0
Shawn Holton,102465,S,INCAR WORD,1,1,,1.0,189,0,39.6,0,1,0,0,0,0.0
Tre Richardson,102464,CB,INCAR WORD,1,8,,4.0,189,0,39.6,0,2,0,0,0,0.0
Caldra Williford,165205,CB,MURRAY ST,1,2,,2.0,236,0,39.6,0,1,0,0,0,0.0
Kyriq McDonald,55774,S,MO STATE,1,6,,2.0,230,0,39.6,0,3,0,0,0,0.0
Larry Walker Jr.,102454,S,ALBANY,1,17,,17.0,106,0,39.6,0,1,0,0,0,0.0
Marje Mulumba,165095,LB,STHLSK,1,3,,3.0,1470,0,39.6,0,1,0,0,0,0.0
Christian Lewis,102387,CB,ALBANY,1,1,,1.0,106,0,39.6,0,1,0,0,0,0.0
Ayden Garnes,148570,CB,DUQUESNE,1,22,,11.0,155,0,39.6,0,2,0,0,0,0.0
Rosendo Louis Jr.,81397,LB,BETH COOK,1,2,,2.0,119,0,39.6,0,1,0,0,0,0.0
Darrian Lewis,145611,CB,AKRON,1,18,,9.0,102,0,39.6,0,2,0,0,0,0.0
