player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Edwin Dearman,103591,S,SAMFORD,1,2,,2.0,282,0,39.6,0,1,0,0,0,0.0
Mitchell Wolfe,147820,LB,SACRAMENTO,1,2,,2.0,279,0,39.6,0,1,0,0,0,0.0
John Curry,173634,LB,TEXAS TECH,1,1,,1.0,315,0,39.6,0,1,0,0,0,0.0
Davis Rice,172090,CB,LEHIGH,1,11,,11.0,205,1,0.0,0,1,0,0,0,0.0
Tyson Rostad,159006,S,MONTANA,1,4,,4.0,232,0,39.6,0,1,0,0,0,0.0
Colton Hood,172450,CB,COLORADO,1,14,,14.0,143,0,39.6,0,1,0,0,0,0.0
Sylvester Smith,172463,S,AUBURN,1,6,,6.0,115,0,39.6,0,1,0,0,0,0.0
Trevon Gola-Callard,172978,S,CINCINNATI,1,15,,5.0,138,0,39.6,0,3,0,0,0,0.0
Whit Weeks,172498,LB,LSU,1,2,,2.0,211,0,39.6,0,1,0,0,0,0.0
Ryan Yaites,172501,S,CAL,1,5,,2.5,130,0,39.6,0,2,0,0,0,0.0
Isaac Smith,172557,S,MISS STATE,1,5,,5.0,227,0,39.6,0,1,0,0,0,0.0
Triston Newson,172569,LB,MISSOURI,1,2,,2.0,229,0,39.6,0,1,0,0,0,0.0
Martel Hight,172615,CB,VANDERBILT,1,1,,1.0,333,0,39.6,0,1,0,0,0,0.0
KT Seay,173621,S,DELAWARE,1,3,,3.0,151,0,39.6,0,1,0,0,0,0.0
Jecari Bryson,169213,LB,GARD-WEBB,1,3,,3.0,171,0,39.6,0,1,0,0,0,0.0
Kendarius Smith,172780,CB,NICHOLLS,1,8,,8.0,243,0,39.6,0,1,0,0,0,0.0
Eric Ivory Jr.,165145,S,NORFOLK,1,6,,6.0,244,0,39.6,0,1,0,0,0,0.0
Noah Mangham,159039,CB,N COLORADO,1,4,,4.0,253,0,39.6,0,1,0,0,0,0.0
Miles Williams,100382,S,CAL,1,4,,4.0,130,0,39.6,0,1,0,0,0,0.0
Hasson Manning Jr.,173614,S,DELAWARE,1,13,,6.5,151,0,39.6,0,2,0,0,0,0.0
Toddrick Dixon,159088,CB,WEBER ST,1,3,,1.5,342,0,39.6,0,2,0,0,0,0.0
Craig Woodson,100612,S,CAL,1,1,,1.0,130,0,39.6,0,1,0,0,0,0.0
Tariq Hollinger,193406,CB,PRESBYTERN,1,6,,6.0,271,0,39.6,0,1,0,0,0,0.0
Orlandus McLaurin,100686,CB,ALCORN ST,1,6,,6.0,107,0,39.6,0,1,0,0,0,0.0
Diamante Howard,100739,CB,ED WATERS,1,4,,4.0,372,0,39.6,0,1,0,0,0,0.0
Keenan Garber,99550,CB,KANSAS ST,1,1,,1.0,199,0,39.6,0,1,0,0,0,0.0
Matt Guggemos,101391,S,STTHOM,1,20,,20.0,1129,0,39.6,0,1,0,0,0,0.0
Antonio Patterson,156545,S,FIU,1,2,,2.0,166,0,39.6,0,1,0,0,0,0.0
Esteban Guillory,192522,S,MURRAY ST,1,4,,4.0,236,0,39.6,0,1,0,0,0,0.0
Marvin Grant,101670,S,KANSAS,1,5,,5.0,198,0,39.6,0,1,0,0,0,0.0
Amare Ferrell,173381,S,INDIANA,1,25,,12.5,190,1,0.0,0,2,0,0,0,0.0
