player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Ja'Quan Sheppard,101078,CB,MARYLAND,1,6,,6.0,215,0,39.6,0,1,0,0,0,0.0
Shane Kemper,186869,CB,PWCLAR,1,10,,10.0,817,0,39.6,0,1,0,0,0,0.0
Legend Davis,186848,CB,PWCLAR,1,2,,2.0,817,0,39.6,0,1,0,0,0,0.0
Jordan Duson,182724,ED,LINCOK,1,1,,1.0,1452,0,39.6,0,1,0,0,0,0.0
Sharrod Burroughs,179052,CB,SCAR STATE,1,4,,4.0,290,0,39.6,0,1,0,0,0,0.0
Korey Hernandez,55796,CB,E MICHIGAN,1,11,,5.5,160,0,39.6,0,2,0,0,0,0.0
Chandler Perry,178604,CB,CHARLES SO,1,12,,12.0,135,0,39.6,0,1,0,0,0,0.0
Nichalas Rawls II,178582,S,BETH COOK,1,3,,3.0,119,0,39.6,0,1,0,0,0,0.0
Darren James-Hamilton,176927,CB,ELON,1,2,,2.0,162,1,0.0,0,1,0,0,0,0.0
Derrick Rogers,174967,CB,PURDUE,1,4,,4.0,273,0,39.6,0,1,0,0,0,0.0
Logan Nash,64572,CB,PENN,1,6,,3.0,267,0,39.6,0,2,0,0,0,0.0
Botros Alisandro,174944,CB,PURDUE,1,4,,4.0,273,0,39.6,0,1,0,0,0,0.0
Cameren Jenkins,174076,S,UNLV,1,1,,1.0,325,0,39.6,0,1,0,0,0,0.0
Quantraill Morris-Walker,71187,CB,RICHMOND,1,13,,13.0,276,0,39.6,0,1,0,0,0,0.0
William Nimmo Jr.,71391,S,UCLA,1,2,,2.0,324,0,39.6,0,1,0,0,0,0.0
Evan Jackson,173204,S,N TEXAS,1,12,,12.0,251,0,39.6,0,1,0,0,0,0.0
Jordan Lester,173142,CB,TCU,1,3,,3.0,305,0,39.6,0,1,0,0,0,0.0
Juwon Gaston,173045,S,HOUSTON,1,10,,10.0,182,0,39.6,0,1,0,0,0,0.0
Zachary Ricci,171725,CB,WAGNER,1,2,,2.0,338,0,39.6,0,1,0,0,0,0.0
Andrew Vines,171683,S,ST FRANCIS,1,8,,8.0,299,0,39.6,0,1,0,0,0,0.0
DaMario Crawford,171643,S,ST FRANCIS,1,3,,3.0,299,0,39.6,0,1,0,0,0,0.0
Ashton Moultrie,170778,CB,SACRAMENTO,1,6,,6.0,279,0,39.6,0,1,0,0,0,0.0
Andrew Hayes,170547,CB,CENT ARK,1,4,,4.0,132,0,39.6,0,1,0,0,0,0.0
Zion Tracy,170301,CB,PENN STATE,1,1,,1.0,266,0,39.6,0,1,0,0,0,0.0
Adrian Rodriguez,73955,LB,IDAHO ST,1,4,,4.0,186,0,39.6,0,1,0,0,0,0.0
Sam Anthony,166994,S,ARKAPB,1,3,,3.0,112,0,39.6,0,1,0,0,0,0.0
J.J. Ross,75240,CB,W ILLINOIS,1,2,,2.0,345,0,39.6,0,1,0,0,0,0.0
William Barber,75271,S,ROB MORRIS,1,7,,7.0,277,0,39.6,0,1,0,0,0,0.0
Malcolm Magee,75700,S,SCAR STATE,1,6,,6.0,290,0,39.6,0,1,0,0,0,0.0
Rene Barber,166695,LB,MARIST,1,3,,3.0,213,0,39.6,0,1,0,0,0,0.0
Kristian Pugh,165772,S,LAMAR,1,12,,12.0,204,0,39.6,0,1,0,0,0,0.0
Javotrick Dotrey,165669,S,TXAMCO,1,7,,7.0,1139,1,0.0,0,1,0,0,0,0.0
Marcus Heard Jr.,165216,S,DAVIDSON,1,11,,5.5,149,0,39.6,0,2,0,0,0,0.0
Judson Tallandier II,76630,CB,AKRON,1,1,,1.0,102,0,39.6,0,1,0,0,0,0.0
Jason Maitre,76634,CB,WISCONSIN,1,13,,13.0,349,0,39.6,0,1,0,0,0,0.0
DeAndre Hollins,76647,CB,CHARLOTTE,1,12,,6.0,136,0,39.6,0,2,0,0,0,0.0
Boogie Trotter,165156,CB,TENN STATE,1,21,,7.0,308,0,39.6,0,3,0,0,0,0.0
Ayodele Adeoye,77203,ED,INCAR WORD,1,4,,4.0,189,0,39.6,0,1,0,0,0,0.0
Joshua Tarver,164704,S,YALE,1,22,,11.0,352,0,39.6,0,2,0,0,0,0.0
Bryce Houston,77265,LB,OHIO,1,3,,3.0,259,0,39.6,0,1,0,0,0,0.0
Nate Thompson,77813,S,AKRON,1,3,,1.5,102,0,39.6,0,2,0,0,0,0.0
Ty Anderson,164498,S,GARD-WEBB,1,5,,5.0,171,0,39.6,0,1,0,0,0,0.0
Tizell Lewis,164445,CB,N COLORADO,1,1,,1.0,253,0,39.6,0,1,0,0,0,0.0
Que Reid,78694,S,JAMES MAD,1,3,,3.0,197,0,39.6,0,1,0,0,0,0.0
Edward Rhambo,164432,CB,N ARIZONA,1,1,,1.0,252,0,39.6,0,1,0,0,0,0.0
Darius Lorfils,163110,S,BOWL GREEN,1,21,,10.5,122,0,39.6,0,2,0,0,0,0.0
Will Hardy,162751,S,N CAROLINA,1,5,,5.0,245,0,39.6,0,1,0,0,0,0.0
Kamari Ramsey,162465,S,UCLA,1,5,,5.0,324,0,39.6,0,1,0,0,0,0.0
Jaylen Evans,79121,S,SCAR STATE,1,5,,5.0,290,0,39.6,0,1,0,0,0,0.0
Jaden Dugger,162137,S,GEORGETOWN,1,2,,2.0,172,0,39.6,0,1,0,0,0,0.0
Carson Walter,161888,S,CITADEL,1,5,,2.5,139,0,39.6,0,2,0,0,0,0.0
Avery Dixon,161864,CB,BRYANT,1,7,,7.0,124,0,39.6,0,1,0,0,0,0.0
BJ Davis,79542,LB,E CAROLINA,1,2,,2.0,156,0,39.6,0,1,0,0,0,0.0
Elias Archie,161823,S,BROWN,1,10,,10.0,123,0,39.6,0,1,0,0,0,0.0
Travis Hunter,160766,CB,COLORADO,1,3,,3.0,143,0,39.6,0,1,0,0,0,0.0
Aaron Brule,81318,LB,MICH STATE,1,1,,1.0,223,0,39.6,0,1,0,0,0,0.0
Desman Hearns,160586,S,S ILLINOIS,1,8,,8.0,295,0,39.6,0,1,0,0,0,0.0
Grant DeGraffenreid,160259,LB,ALABAMA ST,1,1,,1.0,105,0,39.6,0,1,0,0,0,0.0
Jalen Marshall,160011,LB,WOFFORD,1,9,,9.0,350,0,39.6,0,1,0,0,0,0.0
Christian Fuhrman,159623,LB,SE MO ST,1,8,,4.0,293,0,39.6,0,2,0,0,0,0.0
NiJhay Burt,159609,CB,E ILLINOIS,1,4,,4.0,158,0,39.6,0,1,0,0,0,0.0
Jayden Brown,159516,CB,WAGNER,1,2,,2.0,338,0,39.6,0,1,0,0,0,0.0
Jacob Mangum-Farrar,82557,LB,INDIANA,1,1,,1.0,190,0,39.6,0,1,0,0,0,0.0
Sean Williams,159301,S,DARTMOUTH,1,11,,5.5,148,0,39.6,0,2,0,0,0,0.0
Owen Pewee,158826,S,UTSA,1,10,,5.0,331,0,39.6,0,2,0,0,0,0.0
Jacoby Mathews,158660,S,TEXAS A&M,1,2,,2.0,312,0,39.6,0,1,0,0,0,0.0
Kentrell Webb,158427,S,TULANE,1,2,,2.0,319,0,39.6,0,1,0,0,0,0.0
Cam Sidney,158329,CB,CAL,1,2,,2.0,130,0,39.6,0,1,0,0,0,0.0
Peter Manuma,158178,S,HAWAII,1,8,,8.0,180,1,0.0,0,1,0,0,0,0.0
Jayden Oliver,157961,CB,BUFFALO,1,2,,2.0,126,1,0.0,0,1,0,0,0,0.0
Kobe Savage,157781,S,KANSAS ST,1,19,,19.0,199,0,39.6,0,1,0,0,0,0.0
Jeremiah Cooper,157608,S,IOWA STATE,1,12,,12.0,193,0,39.6,0,1,0,0,0,0.0
Levani Damuni,100457,LB,UTAH,1,1,,1.0,328,0,39.6,0,1,0,0,0,0.0
Jonathan McGill,100607,S,SMU,1,12,,12.0,287,1,0.0,0,1,0,0,0,0.0
