player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jace O'Hara,147815,CB,SACRAMENTO,1,5,,2.5,279,0,39.6,0,2,0,0,0,0.0
Tye Freeland,55939,CB,WM & MARY,1,17,,17.0,348,1,0.0,0,1,0,0,0,0.0
Max Oxendine,88378,S,NEW HAMP,1,6,,3.0,240,0,39.6,0,2,0,0,0,0.0
Jeremy Harris,87306,LB,SACRAMENTO,1,1,,1.0,279,0,39.6,0,1,0,0,0,0.0
John Smith,87004,CB,HOLY CROSS,1,24,,8.0,181,1,0.0,0,3,0,0,0,0.0
Jadarius Horton,143294,CB,VALPO,1,1,,1.0,332,0,39.6,0,1,0,0,0,0.0
Victor Jones,56486,ED,AKRON,1,1,,1.0,102,0,39.6,0,1,0,0,0,0.0
Ryan Toscano,105370,LB,NEW HAMP,1,1,,1.0,240,0,39.6,0,1,0,0,0,0.0
Shaun Dolac,130406,LB,BUFFALO,1,3,,3.0,126,0,39.6,0,1,0,0,0,0.0
EJ Evett,159078,S,WEBER ST,1,2,,2.0,342,0,39.6,0,1,0,0,0,0.0
Walter Reynolds,87002,S,HOLY CROSS,1,8,,8.0,181,0,39.6,0,1,0,0,0,0.0
Brandon Richard,101766,S,INCAR WORD,1,20,20.0,10.0,189,0,56.3,1,2,0,5,5,0.25
Isaiah Stalbird,83325,S,S DAK ST,1,20,20.0,10.0,292,0,56.3,1,2,0,3,0,0.15
Xavier Marshall,104561,S,RICHMOND,1,31,15.5,7.8,276,0,69.8,2,4,0,25,16,0.81
Gavin Davis-Smith,104313,S,SACRAMENTO,1,15,15.0,15.0,279,0,158.3,1,1,1,25,4,1.67
Bryce McCormick,104521,LB,FURMAN,1,12,12.0,12.0,170,0,79.2,1,1,0,3,4,0.25
Kedrick Whitehead,91341,S,DELAWARE,1,12,12.0,12.0,151,0,100.0,1,1,0,8,3,0.67
Ty Okada,56089,CB,MONTANA ST,1,21,10.5,10.5,233,0,79.2,2,2,0,4,5,0.19
Malachi McLean,156929,CB,NEW MEX ST,1,20,10.0,6.7,242,0,102.1,2,3,0,32,11,1.6
Mehki Miller,97686,S,NEW MEX ST,1,9,9.0,3.0,242,0,53.5,1,3,0,17,4,1.89
