player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Greg Brooks Jr.,98869,S,LSU,1,6,,6.0,211,0,39.6,0,1,0,0,0,0.0
Mark Milton,76596,CB,BAYLOR,1,1,,1.0,118,0,39.6,0,1,0,0,0,0.0
Isaiah Bolden,76626,CB,JACKSON ST,1,14,,14.0,194,0,39.6,0,1,0,0,0,0.0
Erick Hallett,76631,CB,PITTSBURGH,1,15,,15.0,268,0,39.6,0,1,0,0,0,0.0
Elijah Jones,76632,CB,BOSTON COL,1,8,,8.0,121,0,39.6,0,1,0,0,0,0.0
Trey Morrison,76650,S,OKLAHOMA,1,4,,4.0,261,0,39.6,0,1,0,0,0,0.0
Izaiah Kelley,144364,LB,ABILENE CH,1,1,,1.0,100,0,39.6,0,1,0,0,0,0.0
Sean Brown,143986,S,NC STATE,1,2,,2.0,248,0,39.6,0,1,0,0,0,0.0
Anthony Johnson Jr.,76736,S,IOWA STATE,1,17,,17.0,193,0,39.6,0,1,0,0,0,0.0
Kamren Kinchens,143946,S,MIAMI FL,1,7,,7.0,220,0,39.6,0,1,0,0,0,0.0
Eric Haney,143369,CB,SAN DIEGO,1,2,,2.0,283,0,39.6,0,1,0,0,0,0.0
Majeste' Hansberry,143249,LB,STETSON,1,13,,13.0,302,0,39.6,0,1,0,0,0,0.0
Tyler Radocha,143203,S,DRAKE,1,3,,3.0,153,0,39.6,0,1,0,0,0,0.0
Blaine Anderson,143031,S,COLGATE,1,9,,4.5,142,0,39.6,0,2,0,0,0,0.0
Aaron Smith,142779,LB,SCAR STATE,1,1,,1.0,290,0,39.6,0,1,0,0,0,0.0
Justin Jameson,142324,LB,NEW HAMP,1,3,,3.0,240,0,39.6,0,1,0,0,0,0.0
Tony Brown,77565,LB,ROB MORRIS,1,8,,8.0,277,0,39.6,0,1,0,0,0,0.0
Kendarin Ray,77823,S,TULSA,1,6,,6.0,320,0,39.6,0,1,0,0,0,0.0
Colby Humphrey,141638,CB,N ARIZONA,1,3,,3.0,252,0,39.6,0,1,0,0,0,0.0
Tommy McCormick,141567,S,IDAHO,1,5,,5.0,185,0,39.6,0,1,0,0,0,0.0
Malcolm Lee,77861,S,BALL ST,1,7,,7.0,117,0,39.6,0,1,0,0,0,0.0
Jack Rhodes,139040,S,FURMAN,1,3,,3.0,170,0,39.6,0,1,0,0,0,0.0
Sheldon Arnold II,138981,S,E TENN ST,1,16,,16.0,157,1,0.0,0,1,0,0,0,0.0
Bryon Broussard,78712,S,TARLETON,1,2,,2.0,401,0,39.6,0,1,0,0,0,0.0
Ron Holmes,138374,LB,DELWARE ST,1,4,,4.0,152,0,39.6,0,1,0,0,0,0.0
Jordan Miles,138017,ED,E ILLINOIS,1,2,,2.0,158,0,39.6,0,1,0,0,0,0.0
Dexter Lawson Jr.,79030,CB,APP STATE,1,7,,7.0,108,0,39.6,0,1,0,0,0,0.0
Colin Bohanek,137996,LB,E ILLINOIS,1,9,,9.0,158,0,39.6,0,1,0,0,0,0.0
Lawrence Johnson,79055,S,SE MO ST,1,11,,11.0,293,0,39.6,0,1,0,0,0,0.0
Chris Simmons,79056,LB,SCAR STATE,1,6,,6.0,290,0,39.6,0,1,0,0,0,0.0
Tobias Harris,134812,CB,DOMINION,1,3,,3.0,263,0,39.6,0,1,0,0,0,0.0
Cole Coleman,79070,S,ELON,1,11,,11.0,162,0,39.6,0,1,0,0,0,0.0
Marcus Hillman,79136,S,ELON,1,16,,16.0,162,0,39.6,0,1,0,0,0,0.0
Elijah Eberhardt,130360,CB,ALAB A&M,1,3,,3.0,104,0,39.6,0,1,0,0,0,0.0
Kendall Moultrie,79184,CB,SCAR STATE,1,9,,4.5,290,0,39.6,0,2,0,0,0,0.0
JB Brown,130354,LB,BOWL GREEN,1,3,,3.0,122,0,39.6,0,1,0,0,0,0.0
Jordan Turner,129932,LB,WISCONSIN,1,2,,2.0,349,0,39.6,0,1,0,0,0,0.0
Marlon Brown Jr.,79592,S,CENT CT ST,1,6,,6.0,133,0,39.6,0,1,0,0,0,0.0
Geo Howard,129816,CB,CHARLOTTE,1,1,,1.0,136,0,39.6,0,1,0,0,0,0.0
Abner Dubar,129647,S,ABILENE CH,1,2,,2.0,100,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,MARYLAND,1,12,,12.0,215,0,39.6,0,1,0,0,0,0.0
Jakob Robinson,128395,CB,BYU,1,1,,1.0,128,0,39.6,0,1,0,0,0,0.0
Yessman Green,125356,CB,JVILLE ST,1,3,,3.0,196,0,39.6,0,1,0,0,0,0.0
DaRyan Williams,81405,LB,STF AUSTIN,1,1,,1.0,301,0,39.6,0,1,0,0,0,0.0
Jalen Ware,125346,S,TEMPLE,1,10,,5.0,306,0,39.6,0,2,0,0,0,0.0
Jackson Sirmon,81458,LB,CAL,1,2,,2.0,130,0,39.6,0,1,0,0,0,0.0
Ben VanSumeren,82523,LB,MICH STATE,1,2,,2.0,223,0,39.6,0,1,0,0,0,0.0
Jacob Mangum-Farrar,82557,LB,STANFORD,1,9,,9.0,300,0,39.6,0,1,0,0,0,0.0
Cedarious Barfield,83078,S,S DIEGO ST,1,11,,11.0,284,1,0.0,0,1,0,0,0,0.0
Rashad Torrence II,124397,S,FLORIDA,1,4,,4.0,163,0,39.6,0,1,0,0,0,0.0
Mike Price,83130,S,E TENN ST,1,3,,3.0,157,0,39.6,0,1,0,0,0,0.0
Antonio Johnson,124326,S,TEXAS A&M,1,4,,4.0,312,0,39.6,0,1,0,0,0,0.0
Ennis Rakestraw Jr.,124215,CB,MISSOURI,1,9,,9.0,229,0,39.6,0,1,0,0,0,0.0
Jaden Harris,83151,LB,ARK STATE,1,6,,6.0,113,0,39.6,0,1,0,0,0,0.0
Cam Threatt,124188,CB,AKRON,1,1,,1.0,102,0,39.6,0,1,0,0,0,0.0
Joel Williams,124083,S,MEMPHIS,1,2,,2.0,218,0,39.6,0,1,0,0,0,0.0
Andru Phillips,124075,CB,KENTUCKY,1,6,,6.0,202,0,39.6,0,1,0,0,0,0.0
