player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Yosuke Sugano,105842,ED,ST FRANCIS,1,5,,5.0,299,0,39.6,0,1,0,0,0,0.0
Isaiah Hogan,91535,CB,CORNELL,1,12,,12.0,147,0,39.6,0,1,0,0,0,0.0
Tyrek Moody,98587,CB,SO MISS,1,1,,1.0,296,0,39.6,0,1,0,0,0,0.0
Ben Johnson,97901,LB,OHIO,1,3,,3.0,259,0,39.6,0,1,0,0,0,0.0
Chris McDonald,97222,CB,TOLEDO,1,4,,4.0,316,0,39.6,0,1,0,0,0,0.0
Brandon Crossley,97225,CB,SMU,1,10,,5.0,287,0,39.6,0,2,0,0,0,0.0
David Spaulding,97890,CB,S CAROLINA,1,5,,2.5,289,0,39.6,0,2,0,0,0,0.0
Rich Miller,97709,LB,KANSAS,1,5,,5.0,198,0,39.6,0,1,0,0,0,0.0
Malik Dixon-Williams,97520,CB,UCONN,1,46,,15.3,146,0,39.6,0,3,0,0,0,0.0
Erick Hunter,150533,LB,MORGAN ST,1,6,,3.0,235,0,39.6,0,2,0,0,0,0.0
TJ Johnson,42639,CB,DUQUESNE,1,1,,1.0,155,0,39.6,0,1,0,0,0,0.0
Christian Ruffin,150424,S,NORFOLK,1,3,,1.5,244,0,39.6,0,2,0,0,0,0.0
Mike Palmer,42674,S,BOSTON COL,1,2,,2.0,121,0,39.6,0,1,0,0,0,0.0
Antorius Hambric Jr.,150358,S,LAMAR,1,8,,8.0,204,0,39.6,0,1,0,0,0,0.0
Coney Durr,42953,CB,MINNESOTA,1,3,,3.0,225,0,39.6,0,1,0,0,0,0.0
Nowoola Awopetu,43015,S,VILLANOVA,1,3,,3.0,334,0,39.6,0,1,0,0,0,0.0
Jordan Scott,150221,S,DIXIE,1,8,,8.0,1285,0,39.6,0,1,0,0,0,0.0
Quantravis Kelly,43124,LB,ALAB A&M,1,3,,3.0,104,0,39.6,0,1,0,0,0,0.0
Andreas Keaton,150011,S,W CAROLINA,1,6,,6.0,344,0,39.6,0,1,0,0,0,0.0
Midnight Steward,149960,S,SAMFORD,1,3,,3.0,282,0,39.6,0,1,0,0,0,0.0
Shane Prevot,148630,CB,BROWN,1,4,,4.0,123,1,0.0,0,1,0,0,0,0.0
Abdul Stewart,148388,CB,MAINE,1,5,,5.0,212,0,39.6,0,1,0,0,0,0.0
Cortez Davis,22974,CB,HAWAII,1,2,,2.0,180,0,39.6,0,1,0,0,0,0.0
Omari Alexander,45288,CB,W KENTUCKY,1,5,,2.5,346,2,0.0,0,2,0,0,0,0.0
Boogsie Silvera,147936,S,CHARLES SO,1,3,,3.0,135,0,39.6,0,1,0,0,0,0.0
DeAndre Pierce,51111,S,ARIZONA ST,1,11,,11.0,110,0,39.6,0,1,0,0,0,0.0
Marcelino McCrary-Ball,51112,CB,INDIANA,1,8,,4.0,190,0,39.6,0,2,0,0,0,0.0
Jesse Bramble,51470,S,FORDHAM,1,5,,5.0,168,0,39.6,0,1,0,0,0,0.0
Darius Campbell,52022,CB,PRVIEW A&M,1,7,,7.0,270,0,39.6,0,1,0,0,0,0.0
Eian Moore,147807,S,SACRAMENTO,1,5,,2.5,279,0,39.6,0,2,0,0,0,0.0
TraJon Cotton,52147,CB,MONTANA,1,24,,8.0,232,0,39.6,0,3,0,0,0,0.0
Isaiah Richardson,52205,S,RICE,1,2,,2.0,275,0,39.6,0,1,0,0,0,0.0
Jordan Mahoney,147438,CB,UMASS,1,1,,1.0,216,0,39.6,0,1,0,0,0,0.0
Durante Jones,147397,S,UCONN,1,9,,9.0,146,0,39.6,0,1,0,0,0,0.0
Tyrell Davis,147124,S,GA SOUTHRN,1,5,,5.0,174,0,39.6,0,1,0,0,0,0.0
Jason Marshall Jr.,146704,CB,FLORIDA,1,4,,4.0,163,0,39.6,0,1,0,0,0,0.0
Ja'Varius Harrison,55021,LB,E TENN ST,1,10,,10.0,157,0,39.6,0,1,0,0,0,0.0
Noah Avinger,146141,CB,S DIEGO ST,1,1,,1.0,284,0,39.6,0,1,0,0,0,0.0
Ronald Wilson,146133,S,NEW MEXICO,1,6,,6.0,241,0,39.6,0,1,0,0,0,0.0
Javaughn Byrd,145873,CB,N ILLINOIS,1,2,,2.0,254,0,39.6,0,1,0,0,0,0.0
Andrew Behm,145595,LB,AKRON,1,5,,5.0,102,0,39.6,0,1,0,0,0,0.0
