player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Fara'ad McCombs,106064,S,COLUMBIA,1,11,,11.0,145,0,39.6,0,1,0,0,0,0.0
Cedrick Cunningham Jr.,83170,S,ARMY,1,4,,4.0,114,0,39.6,0,1,0,0,0,0.0
LJ Wallace,83195,S,TULSA,1,2,,2.0,320,0,39.6,0,1,0,0,0,0.0
Sydney Brown,83241,S,ILLINOIS,1,1,,1.0,187,0,39.6,0,1,0,0,0,0.0
Devon Matthews,83248,S,INDIANA,1,6,,6.0,190,0,39.6,0,1,0,0,0,0.0
Percy Butler,83271,S,LA LAFAYET,1,6,,6.0,207,0,39.6,0,1,0,0,0,0.0
Isaiah Stalbird,83325,CB,S DAK ST,1,19,,6.3,292,0,39.6,0,3,0,0,0,0.0
TaRiq Bracy,83344,CB,NOTRE DAME,1,4,,4.0,258,0,39.6,0,1,0,0,0,0.0
Esaias Guthrie,105959,S,DELWARE ST,1,9,,9.0,152,0,39.6,0,1,0,0,0,0.0
Corvan Taylor,101157,S,AIR FORCE,1,2,,2.0,101,0,39.6,0,1,0,0,0,0.0
Robert Rahimi,151364,S,LIBERTY,1,2,,2.0,206,0,39.6,0,1,0,0,0,0.0
Zach West,101802,S,E TENN ST,1,3,,3.0,157,0,39.6,0,1,0,0,0,0.0
John Broussard,42651,CB,MURRAY ST,1,10,,10.0,236,0,39.6,0,1,0,0,0,0.0
Darnell Deas,151023,CB,BETH COOK,1,1,,1.0,119,0,39.6,0,1,0,0,0,0.0
Wayne Davis,42787,S,JAMES MAD,1,15,,7.5,197,0,39.6,0,2,0,0,0,0.0
Jordan Battle,98857,S,ALABAMA,1,10,,10.0,103,0,39.6,0,1,0,0,0,0.0
Cole Williams,150489,LB,NC CENT,1,4,,4.0,247,0,39.6,0,1,0,0,0,0.0
Xavius Mitchell,101773,CB,ALABAMA ST,1,3,,3.0,105,0,39.6,0,1,0,0,0,0.0
Qua Brown,43028,S,S ILLINOIS,1,4,,4.0,295,1,0.0,0,1,0,0,0,0.0
