player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Javon Davis,165649,CB,MCNEESE,1,11,,11.0,217,0,39.6,0,1,0,0,0,0.0
Blake Smith,155827,S,TARLETON,1,4,,4.0,401,1,0.0,0,1,0,0,0,0.0
Evan Harrell,209919,CB,N COLORADO,1,7,,7.0,253,0,39.6,0,1,0,0,0,0.0
Jordan Ford,209027,S,TXGV,1,3,,3.0,1445,0,39.6,0,1,0,0,0,0.0
Quinton Murray,208905,CB,TEXAS STHN,1,11,,11.0,313,0,39.6,0,1,0,0,0,0.0
Antonio Epps,148554,S,DUQUESNE,1,7,,7.0,155,0,39.6,0,1,0,0,0,0.0
Damon Barnes,148789,S,CORNELL,1,5,,2.5,147,0,39.6,0,2,0,0,0,0.0
Luke Banbury,148804,LB,WM & MARY,1,1,,1.0,348,0,39.6,0,1,0,0,0,0.0
Nick Peltekian,159777,S,LEHIGH,1,3,,3.0,205,1,0.0,0,1,0,0,0,0.0
MJ Cannon,159355,CB,BOWL GREEN,1,35,,8.8,122,1,0.0,0,4,0,0,0,0.0
Nico Schwikal,159298,LB,DARTMOUTH,1,1,,1.0,148,0,39.6,0,1,0,0,0,0.0
De'Andre Wilborn,149360,ED,VALPO,1,2,,2.0,332,0,39.6,0,1,0,0,0,0.0
Riley Dravet,149563,S,WAGNER,1,4,,4.0,338,0,39.6,0,1,0,0,0,0.0
Mason Rivera,158934,S,CAL POLY,1,4,,4.0,129,0,39.6,0,1,0,0,0,0.0
Ephesians Prysock,158740,CB,WASHINGTON,1,1,,1.0,340,0,39.6,0,1,0,0,0,0.0
Cornell Perry,158305,S,SYRACUSE,1,2,,2.0,304,0,39.6,0,1,0,0,0,0.0
Trevor Hardy,157993,S,AUSTINPEAY,1,4,,2.0,116,0,39.6,0,2,0,0,0,0.0
Isaiah Lawson,150456,LB,NC CENT,1,7,,2.3,247,0,39.6,0,3,0,0,0,0.0
Jordan Perry,157785,S,TROY,1,2,,2.0,318,0,39.6,0,1,0,0,0,0.0
Zamari Stevenson,157530,CB,WAKE,1,7,,7.0,339,0,39.6,0,1,0,0,0,0.0
Tyler Stolsky,157505,LB,FAU,1,4,,2.0,165,0,39.6,0,2,0,0,0,0.0
Raleigh Collins III,157369,S,NEW HAMP,1,6,,3.0,240,0,39.6,0,2,0,0,0,0.0
BJ Allen Jr.,157311,CB,N TEXAS,1,8,,8.0,251,0,39.6,0,1,0,0,0,0.0
Daylen Everette,157079,CB,GEORGIA,1,1,,1.0,173,0,39.6,0,1,0,0,0,0.0
Avery Smith,157000,CB,TOLEDO,1,4,,4.0,316,0,39.6,0,1,0,0,0,0.0
Alhaji Kamara,156834,CB,STNY BROOK,1,10,,10.0,303,0,39.6,0,1,0,0,0,0.0
Dainsus Miller,156813,CB,WYOMING,1,2,,2.0,351,0,39.6,0,1,0,0,0,0.0
Lorenzell Dubose,156747,CB,LA LAFAYET,1,1,,1.0,207,0,39.6,0,1,0,0,0,0.0
D-Icey Hopkins,156697,S,GA STATE,1,4,,1.3,175,0,39.6,0,3,0,0,0,0.0
Jaylen Wester,156530,LB,W KENTUCKY,1,3,,3.0,346,0,39.6,0,1,0,0,0,0.0
Xavier Toliver,154606,S,HOUCHR,1,6,,6.0,183,0,39.6,0,1,0,0,0,0.0
Javier Morton,156475,S,TEMPLE,1,9,,9.0,306,0,39.6,0,1,0,0,0,0.0
Ty Williams Jr.,154784,CB,NC A&T,1,1,,1.0,246,0,39.6,0,1,0,0,0,0.0
D'Angelo Hutchinson,156316,S,LOUISVILLE,1,10,,10.0,210,0,39.6,0,1,0,0,0,0.0
Nick Bucaro,206622,S,W ILLINOIS,1,2,,2.0,345,0,39.6,0,1,0,0,0,0.0
Arison Walker,206164,CB,ST FRANCIS,1,16,,2.3,299,0,39.6,0,7,0,0,0,0.0
Mayoy McGodfred,206120,LB,NORFOLK,1,2,,2.0,244,0,39.6,0,1,0,0,0,0.0
D'Angelo Hagans Jr.,204804,S,COLO STATE,1,1,,1.0,144,0,39.6,0,1,0,0,0,0.0
Solomon Brown,97386,S,BUFFALO,1,2,,2.0,126,0,39.6,0,1,0,0,0,0.0
Skylon Jean-Louis,202970,S,PRVIEW A&M,1,3,,3.0,270,0,39.6,0,1,0,0,0,0.0
Drayson Crane,202901,CB,MOREHEAD,1,2,,1.0,234,0,39.6,0,2,0,0,0,0.0
Brooks Esplin,202326,S,MURRAY ST,1,8,,8.0,236,0,39.6,0,1,0,0,0,0.0
Shadon Shannon,202325,S,MURRAY ST,1,3,,3.0,236,0,39.6,0,1,0,0,0,0.0
