player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jerrick Reed II,101322,S,NEW MEXICO,1,10,,10.0,241,0,39.6,0,1,0,0,0,0.0
Malachi Pike,63867,LB,BUTLER,1,1,,1.0,127,0,39.6,0,1,0,0,0,0.0
Luke Ward,64360,S,MERCER,1,3,,3.0,219,0,39.6,0,1,0,0,0,0.0
Jalen Barr,64388,S,SCAR STATE,1,4,,4.0,290,0,39.6,0,1,0,0,0,0.0
Richard Carr,56023,CB,MAINE,1,7,,7.0,212,0,39.6,0,1,0,0,0,0.0
Jayden Anderson,105535,ED,CENT CT ST,1,1,,1.0,133,0,39.6,0,1,0,0,0,0.0
Sanchez Blake Jr.,56043,S,MEMPHIS,1,5,,1.7,218,0,39.6,0,3,0,0,0,0.0
Zamir Wallace,105836,CB,SAN DIEGO,1,1,,1.0,283,0,39.6,0,1,0,0,0,0.0
Jaylen Kelly-Powell,56057,S,AKRON,1,6,,6.0,102,0,39.6,0,1,0,0,0,0.0
Demarco Price,105864,CB,JVILLE ST,1,7,,7.0,196,0,39.6,0,1,0,0,0,0.0
Francis Meehan,79071,S,JAMES MAD,1,1,,1.0,197,0,39.6,0,1,0,0,0,0.0
Marcus Robitaille,105891,S,CHARLOTTE,1,2,,2.0,136,0,39.6,0,1,0,0,0,0.0
Andrew Reese,79051,S,DELWARE ST,1,10,,10.0,152,0,39.6,0,1,0,0,0,0.0
Michael Griffin II,78701,S,S DAK ST,1,3,,3.0,292,0,39.6,0,1,0,0,0,0.0
Xavier Lodge,78678,S,GRAMBLING,1,4,,4.0,177,0,39.6,0,1,0,0,0,0.0
Kevin Johnson,23904,CB,NICHOLLS,1,7,,7.0,243,0,39.6,0,1,0,0,0,0.0
Curtis Jacobs,129785,LB,PENN STATE,1,12,,12.0,266,0,39.6,0,1,0,0,0,0.0
Keldrick Carper,56222,CB,TEXAS A&M,1,1,,1.0,312,0,39.6,0,1,0,0,0,0.0
Dion Hunter,128264,LB,NEW MEXICO,1,1,,1.0,241,0,39.6,0,1,0,0,0,0.0
Joshua Wilson,105939,S,MERRIMACK,1,1,,1.0,385,0,39.6,0,1,0,0,0,0.0
Jaden Key,106007,S,PENN,1,2,,2.0,267,0,39.6,0,1,0,0,0,0.0
Ricardo Martinez,106046,S,BRYANT,1,10,,5.0,124,0,39.6,0,2,0,0,0,0.0
