player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
VJ Payne,157780,S,KANSAS ST,1,3,,3.0,199,0,39.6,0,1,0,0,0,0.0
Ruben Hyppolite II,129516,LB,MARYLAND,1,6,,6.0,215,0,39.6,0,1,0,0,0,0.0
Malik Verdon,144550,S,IOWA STATE,1,5,,5.0,193,0,39.6,0,1,0,0,0,0.0
Cisco Caston,144523,S,GRAMBLING,1,4,,4.0,177,0,39.6,0,1,0,0,0,0.0
Jerome Nichols,129591,LB,FL A&M,1,1,,1.0,164,0,39.6,0,1,0,0,0,0.0
Bryce Anderson,158640,S,TEXAS A&M,1,2,,2.0,312,0,39.6,0,1,0,0,0,0.0
Jaxton Eck,175078,LB,IDAHO,1,4,,4.0,185,0,39.6,0,1,0,0,0,0.0
Dawson Andrew,162691,CB,DUKE,1,2,,2.0,154,0,39.6,0,1,0,0,0,0.0
Jonas Sanker,151097,S,VIRGINIA,1,10,,3.3,335,0,39.6,0,3,0,0,0,0.0
Davon Hicks,144482,LB,GA SOUTHRN,1,6,,6.0,174,0,39.6,0,1,0,0,0,0.0
Dre Delinois,174839,LB,E TENN ST,1,3,,3.0,157,0,39.6,0,1,0,0,0,0.0
Makai Shahid,171538,S,YNGTOWN ST,1,6,,6.0,353,0,39.6,0,1,0,0,0,0.0
Jadon Canady,144405,CB,OLE MISS,1,10,,10.0,226,0,39.6,0,1,0,0,0,0.0
Luke Murphy,130498,LB,E MICHIGAN,1,2,,2.0,160,0,39.6,0,1,0,0,0,0.0
Jonathan Capo,157937,S,BUFFALO,1,1,,1.0,126,0,39.6,0,1,0,0,0,0.0
Jacquez Warren,130534,S,ROB MORRIS,1,13,,13.0,277,0,39.6,0,1,0,0,0,0.0
Jouvenson Romulus,171728,S,WAGNER,1,2,,2.0,338,1,0.0,0,1,0,0,0,0.0
Andrew Johnson,150695,S,WYOMING,1,13,,13.0,351,0,39.6,0,1,0,0,0,0.0
Christian Garrett,174462,S,DELWARE ST,1,5,,5.0,152,0,39.6,0,1,0,0,0,0.0
Aiden McKinley,149533,LB,DAYTON,1,2,,2.0,150,0,39.6,0,1,0,0,0,0.0
Alaka'i Gilman,131760,S,UTAH,1,13,,13.0,328,0,39.6,0,1,0,0,0,0.0
Bryce Thornton,174266,S,FLORIDA,1,5,,5.0,163,0,39.6,0,1,0,0,0,0.0
Carter Stoutmire,171907,S,COLORADO,1,2,,2.0,143,0,39.6,0,1,0,0,0,0.0
Ayden Hector,131933,CB,COLO STATE,1,23,,5.8,144,0,39.6,0,4,0,0,0,0.0
Ty French,132408,ED,W VIRGINIA,1,2,,2.0,343,0,39.6,0,1,0,0,0,0.0
William McRainey,132419,LB,E TENN ST,1,5,,5.0,157,0,39.6,0,1,0,0,0,0.0
David Godsey Jr.,133044,CB,LA MONROE,1,1,,1.0,209,0,39.6,0,1,0,0,0,0.0
Josh Graham,150527,CB,MORGAN ST,1,10,,10.0,235,0,39.6,0,1,0,0,0,0.0
Elliott Davison,133219,S,UTSA,1,7,,2.3,331,0,39.6,0,3,0,0,0,0.0
Jaylen Jackson,77809,LB,MCNEESE,1,4,,4.0,217,0,39.6,0,1,0,0,0,0.0
Stephen Hall,174161,CB,WASH STATE,1,3,,3.0,341,0,39.6,0,1,0,0,0,0.0
Dony'e Taylor,134747,CB,SE MO ST,1,14,,14.0,293,0,39.6,0,1,0,0,0,0.0
Andrew Jones,144268,LB,GRAMBLING,1,5,,5.0,177,0,39.6,0,1,0,0,0,0.0
Isaiah Hackett,174071,CB,YNGTOWN ST,1,1,,1.0,353,0,39.6,0,1,0,0,0,0.0
Shug Walker,138060,LB,S ILLINOIS,1,2,,2.0,295,0,39.6,0,1,0,0,0,0.0
LaVoise-Deontae McCoy,138192,LB,ILL STATE,1,2,,2.0,188,0,39.6,0,1,0,0,0,0.0
KP Price,174005,S,BOSTON COL,1,11,,11.0,121,0,39.6,0,1,0,0,0,0.0
Aaron Kusler,138306,LB,S DAK ST,1,3,,3.0,292,0,39.6,0,1,0,0,0,0.0
Caleb Weaver,150298,S,SM HOUSTON,1,8,,8.0,281,0,39.6,0,1,0,0,0,0.0
Bralyn Oliver,144169,CB,FL A&M,1,13,,13.0,164,0,39.6,0,1,0,0,0,0.0
Garrett Hawkins,173754,LB,AUSTINPEAY,1,2,,2.0,116,0,39.6,0,1,0,0,0,0.0
Jaylen Jones,144085,S,VA TECH,1,9,,4.5,337,0,39.6,0,2,0,0,0,0.0
Jagger Williams,150226,S,UTAHTC,1,4,,4.0,1285,0,39.6,0,1,0,0,0,0.0
Micah Robinson,139042,CB,TULANE,1,1,,1.0,319,0,39.6,0,1,0,0,0,0.0
Jihad McCall,139439,S,MOREHEAD,1,3,,3.0,234,0,39.6,0,1,0,0,0,0.0
Francesco Barone,164661,CB,PENN,1,1,,1.0,267,0,39.6,0,1,0,0,0,0.0
Sammy Omosigho,173714,LB,OKLAHOMA,1,3,,3.0,261,0,39.6,0,1,0,0,0,0.0
Antonio Bluiett,162160,CB,N DAKOTA,1,1,,1.0,249,0,39.6,0,1,0,0,0,0.0
Chapman Lewis,173640,S,TEXAS TECH,1,10,,5.0,315,0,39.6,0,2,0,0,0,0.0
Derrick Williams,141820,LB,SOUTHERN U,1,1,,1.0,297,0,39.6,0,1,0,0,0,0.0
Jalen Hoyle,144081,S,STNY BROOK,1,8,,2.7,303,0,39.6,0,3,0,0,0,0.0
Jayvis Rayside,142055,S,CENT CT ST,1,6,,6.0,133,0,39.6,0,1,0,0,0,0.0
Arsheen Jiles,142101,CB,UMASS,1,9,,9.0,216,0,39.6,0,1,0,0,0,0.0
KeMari Clark,150175,S,CENT ARK,1,6,,6.0,132,0,39.6,0,1,0,0,0,0.0
Coryell Pierce,150170,S,SE LA,1,2,,2.0,294,0,39.6,0,1,0,0,0,0.0
Duncan Moreland,142330,S,NEW HAMP,1,4,,4.0,240,0,39.6,0,1,0,0,0,0.0
Josh Stinespring,171993,S,COLGATE,1,13,,13.0,142,0,39.6,0,1,0,0,0,0.0
Tracy Revels,173374,S,BOWL GREEN,1,2,,1.0,122,0,39.6,0,2,0,0,0,0.0
Javon McIntyre,144029,S,PITTSBURGH,1,4,,4.0,268,0,39.6,0,1,0,0,0,0.0
B.J. Mayes,150058,CB,TEXAS A&M,1,8,,8.0,312,0,39.6,0,1,0,0,0,0.0
