player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jordan Pollard,157845,LB,S JOSE ST,1,10,,5.0,285,0,39.6,0,2,0,0,0,0.0
DeShawn Pace,53549,S,CINCINNATI,1,17,,8.5,138,0,39.6,0,2,0,0,0,0.0
Marquis Britten,55604,CB,GRAMBLING,1,13,,13.0,177,0,39.6,0,1,0,0,0,0.0
Josh Clarke,57984,ED,JACKSON ST,1,3,,3.0,194,0,39.6,0,1,0,0,0,0.0
Eddie Heckard,63024,CB,BYU,1,17,,8.5,128,0,39.6,0,2,0,0,0,0.0
Trey Adams,63602,S,ABILENE CH,1,5,,5.0,100,0,39.6,0,1,0,0,0,0.0
J.J. Ross,75240,CB,W ILLINOIS,1,1,,1.0,345,0,39.6,0,1,0,0,0,0.0
Malcolm Magee,75700,S,SCAR STATE,1,9,,9.0,290,1,0.0,0,1,0,0,0,0.0
Isaac Duffy,76575,S,ALBANY,1,17,,17.0,106,1,0.0,0,1,0,0,0,0.0
Chauncey Moore,76581,S,ALABAMA ST,1,5,,5.0,105,0,39.6,0,1,0,0,0,0.0
Elijah Jones,76632,CB,BOSTON COL,1,10,,5.0,121,0,39.6,0,2,0,0,0,0.0
Jaylon King,76652,S,GA TECH,1,2,,2.0,176,0,39.6,0,1,0,0,0,0.0
Gilbert Frierson,76668,LB,LOUISVILLE,1,2,,2.0,210,1,0.0,0,1,0,0,0,0.0
Jalon Ferrell,76698,S,UMASS,1,1,,1.0,216,0,39.6,0,1,0,0,0,0.0
Torey Richardson,76711,CB,UTEP,1,4,,4.0,330,0,39.6,0,1,0,0,0,0.0
Xavier Benson,77236,LB,OKLA STATE,1,6,,6.0,262,0,39.6,0,1,0,0,0,0.0
Brodrick Calhoun,78987,S,N IOWA,1,3,,3.0,255,0,39.6,0,1,0,0,0,0.0
Shemar Bartholomew,78995,CB,GA SOUTHRN,1,7,,7.0,174,0,39.6,0,1,0,0,0,0.0
Jaydon Brunson,79075,S,GRAMBLING,1,4,,4.0,177,0,39.6,0,1,0,0,0,0.0
Jack Powers,81332,ED,E CAROLINA,1,5,,5.0,156,0,39.6,0,1,0,0,0,0.0
Dustin Johnson,83197,S,N COLORADO,1,3,,3.0,253,0,39.6,0,1,0,0,0,0.0
Andrew Jenkins,83365,S,S JOSE ST,1,8,,8.0,285,1,0.0,0,1,0,0,0,0.0
Phillip Hill,83424,S,N TEXAS,1,9,,9.0,251,0,39.6,0,1,0,0,0,0.0
Daniel Grzesiak,83724,ED,CINCINNATI,1,5,,5.0,138,0,39.6,0,1,0,0,0,0.0
Kelechi Nwachuku,83908,S,UTSA,1,4,,2.0,331,0,39.6,0,2,0,0,0,0.0
Walter Reynolds,87002,S,OHIO,1,7,,7.0,259,0,39.6,0,1,0,0,0,0.0
C.J. Siegel,87039,CB,N DAKOTA,1,5,,5.0,249,0,39.6,0,1,0,0,0,0.0
Josh Green,89172,S,TENN STATE,1,12,,12.0,308,0,39.6,0,1,0,0,0,0.0
Garrett Graves,89420,S,MONTANA,1,3,,1.5,232,0,39.6,0,2,0,0,0,0.0
Joshua Hong,91547,S,SAN DIEGO,1,3,,3.0,283,0,39.6,0,1,0,0,0,0.0
Amir McDaniel,97087,CB,LA LAFAYET,1,12,,12.0,207,0,39.6,0,1,0,0,0,0.0
Keaton Ellis,97338,S,PENN STATE,1,2,,2.0,266,0,39.6,0,1,0,0,0,0.0
Coco Azema,97353,S,NWESTERN,1,1,,1.0,256,0,39.6,0,1,0,0,0,0.0
Storm Duck,97705,CB,LOUISVILLE,1,1,,1.0,210,0,39.6,0,1,0,0,0,0.0
Tyler Nubin,97895,S,MINNESOTA,1,3,,3.0,225,0,39.6,0,1,0,0,0,0.0
Demani Richardson,98852,S,TEXAS A&M,1,1,,1.0,312,0,39.6,0,1,0,0,0,0.0
Tykee Smith,99500,S,GEORGIA,1,16,,8.0,173,0,39.6,0,2,0,0,0,0.0
Keenan Garber,99550,CB,KANSAS ST,1,1,,1.0,199,0,39.6,0,1,0,0,0,0.0
Jalyn Phillips,99751,S,CLEMSON,1,1,,1.0,140,0,39.6,0,1,0,0,0,0.0
Cam'Ron Kelly,99827,S,LOUISVILLE,1,9,,9.0,210,0,39.6,0,1,0,0,0,0.0
Kaleb Ford-Dement,100670,CB,TEXAS ST,1,2,,2.0,314,0,39.6,0,1,0,0,0,0.0
DeShawn Gaddie Jr.,100680,S,OLE MISS,1,5,,5.0,226,0,39.6,0,1,0,0,0,0.0
Patrick McMorris,101309,S,CAL,1,9,,4.5,130,0,39.6,0,2,0,0,0,0.0
Phalen Sanford,101372,S,NEBRASKA,1,5,,2.5,238,0,39.6,0,2,0,0,0,0.0
Matt Guggemos,101391,S,STTHOM,1,17,,17.0,1129,0,39.6,0,1,0,0,0,0.0
Brandon Richard,101766,LB,INCAR WORD,1,13,,6.5,189,0,39.6,0,2,0,0,0,0.0
Irshaad Davis,101768,S,TROY,1,8,,8.0,318,0,39.6,0,1,0,0,0,0.0
Dylan Kelly,102059,LB,ALBANY,1,8,,8.0,106,0,39.6,0,1,0,0,0,0.0
Ben Allen,102076,LB,E WASHGTON,1,4,,4.0,161,0,39.6,0,1,0,0,0,0.0
Jordan White,102466,S,HAMPTON,1,1,,1.0,178,1,0.0,0,1,0,0,0,0.0
Cally Chizik,104226,S,FURMAN,1,7,,3.5,170,0,39.6,0,2,0,0,0,0.0
Jacob Roberts,104546,LB,WAKE,1,2,,2.0,339,0,39.6,0,1,0,0,0,0.0
Carson Evans,104870,S,TENN MARTN,1,8,,8.0,310,0,39.6,0,1,0,0,0,0.0
Jayden Anderson,105535,ED,CENT CT ST,1,2,,2.0,133,0,39.6,0,1,0,0,0,0.0
Ryder Meyer,105638,S,MONTANA,1,5,,5.0,232,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,105912,CB,STETSON,1,3,,3.0,302,0,39.6,0,1,0,0,0,0.0
Milton Adams,105973,CB,SHORTER,1,19,,19.0,396,0,39.6,0,1,0,0,0,0.0
Jermaine Baker,106018,LB,YALE,1,8,,8.0,352,0,39.6,0,1,0,0,0,0.0
Jalen Goodman,108725,S,VILLANOVA,1,1,,1.0,334,0,39.6,0,1,0,0,0,0.0
Marques Mason,109131,S,SACR HEART,1,10,,10.0,280,0,39.6,0,1,0,0,0,0.0
Danny Abraham,109186,LB,VILLANOVA,1,3,,3.0,334,1,0.0,0,1,0,0,0,0.0
Quinten Arello,109285,S,DARTMOUTH,1,3,,3.0,148,0,39.6,0,1,0,0,0,0.0
Keylin Roach,121746,CB,SOUTHERN U,1,6,,3.0,297,0,39.6,0,2,0,0,0,0.0
Davis Burns,122000,S,UTEP,1,10,,10.0,330,0,39.6,0,1,0,0,0,0.0
Rodney Johnson,122103,CB,SOUTHERN U,1,16,,8.0,297,0,39.6,0,2,0,0,0,0.0
Brooks Miller,122276,LB,BAYLOR,1,2,,1.0,118,0,39.6,0,2,0,0,0,0.0
Marques Watson-Trent,122461,LB,GA SOUTHRN,1,2,,2.0,174,1,0.0,0,1,0,0,0,0.0
Michal Antoine Jr.,122505,CB,FAU,1,2,,2.0,165,0,39.6,0,1,0,0,0,0.0
Matthew Maschmeier,122604,S,KANSAS ST,1,4,,2.0,199,0,39.6,0,2,0,0,0,0.0
Caleb Kibodi,122645,LB,LA LAFAYET,1,6,,6.0,207,0,39.6,0,1,0,0,0,0.0
Greedy Vance Jr.,122729,CB,FLORIDA ST,1,7,,7.0,167,0,39.6,0,1,0,0,0,0.0
Cedric Gray,122835,LB,N CAROLINA,1,5,,5.0,245,0,39.6,0,1,0,0,0,0.0
Ramon Henderson,122901,S,NOTRE DAME,1,6,,6.0,258,0,39.6,0,1,0,0,0,0.0
Clarence Lewis,122905,S,NOTRE DAME,1,7,,7.0,258,0,39.6,0,1,0,0,0,0.0
Mason Cobb,122963,LB,USC,1,3,,3.0,326,0,39.6,0,1,0,0,0,0.0
Jerrin Thompson,123128,S,TEXAS,1,3,,3.0,311,0,39.6,0,1,0,0,0,0.0
Dorian Strong,123366,CB,VA TECH,1,1,,1.0,337,0,39.6,0,1,0,0,0,0.0
Caelen Carson,123377,CB,WAKE,1,5,,5.0,339,0,39.6,0,1,0,0,0,0.0
Jamal Potts,123645,S,FIU,1,18,,9.0,166,0,39.6,0,2,0,0,0,0.0
Tim Steward,123724,S,JACKSON ST,1,20,,20.0,194,0,39.6,0,1,0,0,0,0.0
Teylor Jackson,123817,LB,E CAROLINA,1,1,,1.0,156,0,39.6,0,1,0,0,0,0.0
Tyler Jones,124208,S,TENN STATE,1,3,,3.0,308,1,0.0,0,1,0,0,0,0.0
Key Lawrence,124286,S,OKLAHOMA,1,5,,5.0,261,0,39.6,0,1,0,0,0,0.0
De'Rickey Wright,124367,S,VANDERBILT,1,7,,7.0,333,0,39.6,0,1,0,0,0,0.0
Cole Wisniewski,125313,S,N DAK ST,1,3,,1.5,250,0,39.6,0,2,0,0,0,0.0
Avyonne Jones,127249,CB,COAST CAR,1,5,,5.0,141,0,39.6,0,1,0,0,0,0.0
Keydrain Calligan,127949,CB,JACKSON ST,1,16,,16.0,194,0,39.6,0,1,0,0,0,0.0
Ricky Johnson,128360,CB,UNLV,1,2,,2.0,325,0,39.6,0,1,0,0,0,0.0
Jakob Robinson,128395,CB,BYU,1,4,,4.0,128,0,39.6,0,1,0,0,0,0.0
Ty Wise,129458,LB,MIAMI OH,1,1,,1.0,221,0,39.6,0,1,0,0,0,0.0
Devyn King,129521,CB,HAWAII,1,2,,2.0,180,0,39.6,0,1,0,0,0,0.0
Isaac Gifford,129689,S,NEBRASKA,1,8,,8.0,238,0,39.6,0,1,0,0,0,0.0
Ryan Watts,129762,CB,TEXAS,1,1,,1.0,311,0,39.6,0,1,0,0,0,0.0
Amir Byrd,129872,S,MAINE,1,4,,2.0,212,0,39.6,0,2,0,0,0,0.0
DJ Taylor Jr.,131630,S,CINCINNATI,1,1,,1.0,138,0,39.6,0,1,0,0,0,0.0
Alaka'i Gilman,131760,S,STANFORD,1,10,,10.0,300,0,39.6,0,1,0,0,0,0.0
Caine Savage,131876,S,NEVADA,1,19,,9.5,239,0,39.6,0,2,0,0,0,0.0
Makell Esteen,131892,S,WASHINGTON,1,12,,6.0,340,0,39.6,0,2,0,0,0,0.0
William McRainey,132419,LB,GARD-WEBB,1,6,,6.0,171,0,39.6,0,1,0,0,0,0.0
Cam Junior,133941,S,E KENTUCKY,1,6,,6.0,159,0,39.6,0,1,0,0,0,0.0
Dalys Beanum,138295,CB,S DAK ST,1,3,,3.0,292,0,39.6,0,1,0,0,0,0.0
Evan DiMaggio,139025,LB,FURMAN,1,3,,3.0,170,0,39.6,0,1,0,0,0,0.0
Kourtlan Marsh,139078,S,SAMFORD,1,6,,6.0,282,0,39.6,0,1,0,0,0,0.0
Christian Dunn,139103,ED,VA MILT IN,1,6,,3.0,336,0,39.6,0,2,0,0,0,0.0
Tahj Summey,139125,S,VA MILT IN,1,11,,5.5,336,0,39.6,0,2,0,0,0,0.0
Tyrell Grayson Jr.,141269,S,COLO STATE,1,1,,1.0,144,0,39.6,0,1,0,0,0,0.0
Rylan Woods,141780,LB,ARKAPB,1,2,,2.0,112,0,39.6,0,1,0,0,0,0.0
Colin Elliott,142072,CB,BRYANT,1,15,,15.0,124,0,39.6,0,1,0,0,0,0.0
Jalen Gopie,142114,LB,SACR HEART,1,3,,3.0,280,0,39.6,0,1,0,0,0,0.0
Semaj Brown,142210,S,HOUCHR,1,1,,1.0,183,0,39.6,0,1,0,0,0,0.0
Mike-Lee Joseph,142287,S,SACR HEART,1,2,,2.0,280,0,39.6,0,1,0,0,0,0.0
Jabril Hayes,142352,S,RICHMOND,1,2,,2.0,276,0,39.6,0,1,0,0,0,0.0
Jai Roe,142486,CB,LIUSHAR,1,16,,8.0,1298,0,39.6,0,2,0,0,0,0.0
Deon Houston,142546,CB,MERRIMACK,1,6,,6.0,385,0,39.6,0,1,0,0,0,0.0
Justin Reilly,142681,S,WAGNER,1,2,,2.0,338,0,39.6,0,1,0,0,0,0.0
