player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Johnny Hodges,121850,LB,NAVY,1,1,,1.0,237,0,39.6,0,1,0,0,0,0.0
Arquon Bush,76582,CB,CINCINNATI,1,3,,3.0,138,1,0.0,0,1,0,0,0,0.0
Dominick Poole,123195,CB,CITADEL,1,6,,6.0,139,0,39.6,0,1,0,0,0,0.0
Jayden Williams,70895,CB,USC,1,1,,1.0,326,0,39.6,0,1,0,0,0,0.0
Jeremiah Walker,122125,S,STF AUSTIN,1,4,,4.0,301,0,39.6,0,1,0,0,0,0.0
Ramon Henderson,122901,S,NOTRE DAME,1,8,,8.0,258,0,39.6,0,1,0,0,0,0.0
Michael Lawson,105135,S,W ILLINOIS,1,6,,6.0,345,0,39.6,0,1,0,0,0,0.0
Tim Barrow,56150,S,WAGNER,1,15,,15.0,338,0,39.6,0,1,0,0,0,0.0
Marte Mapu,56159,CB,SACRAMENTO,1,16,,8.0,279,0,39.6,0,2,0,0,0,0.0
Owen Smith,105823,LB,DAYTON,1,5,,5.0,150,0,39.6,0,1,0,0,0,0.0
Aaron Casey,81245,LB,INDIANA,1,1,,1.0,190,0,39.6,0,1,0,0,0,0.0
Justin McIntire,81205,LB,CHARLES SO,1,24,,24.0,135,0,39.6,0,1,0,0,0,0.0
Semaj Brown,142210,S,ALBANY,1,1,,1.0,106,0,39.6,0,1,0,0,0,0.0
John Petrishen,35069,LB,PITTSBURGH,1,10,,10.0,268,0,39.6,0,1,0,0,0,0.0
George Steele,105862,CB,JVILLE ST,1,6,,2.0,196,0,39.6,0,3,0,0,0,0.0
Justin Dumas,141890,S,SE LA,1,7,,7.0,294,1,0.0,0,1,0,0,0,0.0
Jordan White,105922,S,YNGTOWN ST,1,5,,5.0,353,0,39.6,0,1,0,0,0,0.0
Gage Herdman,56314,S,WM & MARY,1,6,,6.0,348,0,39.6,0,1,0,0,0,0.0
Isaiah Downes,139540,CB,SM HOUSTON,1,14,,14.0,281,0,39.6,0,1,0,0,0,0.0
TyGee Leach,106003,S,LEHIGH,1,9,,9.0,205,0,39.6,0,1,0,0,0,0.0
Giovanni Herrera,139431,CB,MOREHEAD,1,12,,12.0,234,0,39.6,0,1,0,0,0,0.0
Jaden Key,106007,S,PENN,1,10,,5.0,267,0,39.6,0,2,0,0,0,0.0
Michael Ruttlen Jr.,106024,S,PRINCETON,1,18,,6.0,272,0,39.6,0,3,0,0,0,0.0
Anthony Petty,139352,CB,JACKSON ST,1,6,,6.0,194,0,39.6,0,1,0,0,0,0.0
Johnathon Edwards,79161,CB,AUSTINPEAY,1,1,,1.0,116,0,39.6,0,1,0,0,0,0.0
Kyle Syvarth,57770,LB,CHARLES SO,1,2,,2.0,135,0,39.6,0,1,0,0,0,0.0
Nijuel Hill,30346,CB,DELAWARE,1,1,,1.0,151,0,39.6,0,1,0,0,0,0.0
Graham Flinn,106062,S,COLUMBIA,1,5,,2.5,145,0,39.6,0,2,0,0,0,0.0
Jawain Granger,79113,CB,DELWARE ST,1,2,,2.0,152,0,39.6,0,1,0,0,0,0.0
Ron Holmes,138374,LB,DELWARE ST,1,2,,2.0,152,0,39.6,0,1,0,0,0,0.0
Donniel Ward-Magee,79061,S,SE LA,1,16,,8.0,294,0,39.6,0,2,0,0,0,0.0
Cameron Godfrey,79043,S,CENT ARK,1,18,,18.0,132,0,39.6,0,1,0,0,0,0.0
Devin Hafford,136880,CB,TARLETON,1,4,,4.0,401,0,39.6,0,1,0,0,0,0.0
Eric Diggs,91769,S,CORNELL,1,4,,4.0,147,0,39.6,0,1,0,0,0,0.0
DyShawn Gales,79027,CB,S DAK ST,1,2,,2.0,292,0,39.6,0,1,0,0,0,0.0
Cam Bright,58115,LB,PITTSBURGH,1,6,,6.0,268,0,39.6,0,1,0,0,0,0.0
Rae'kwon Starks,136840,CB,MCNEESE,1,1,,1.0,217,0,39.6,0,1,0,0,0,0.0
Kohlton Sherman,106227,S,VALPO,1,16,,8.0,332,0,39.6,0,2,0,0,0,0.0
Deonte Henson,106230,CB,YALE,1,14,,4.7,352,0,39.6,0,3,0,0,0,0.0
Miles Oldacre,106231,S,YALE,1,6,,6.0,352,0,39.6,0,1,0,0,0,0.0
Bryce Cosby,60628,S,BALL ST,1,13,,13.0,117,0,39.6,0,1,0,0,0,0.0
Brett Anderson II,60629,S,BALL ST,1,4,,4.0,117,0,39.6,0,1,0,0,0,0.0
Quintin Talley,132454,S,W CAROLINA,1,2,,2.0,344,0,39.6,0,1,0,0,0,0.0
MJ Hampton,60661,S,JAMES MAD,1,6,,3.0,197,1,0.0,0,2,0,0,0,0.0
Jacob Harris,132438,S,W CAROLINA,1,3,,3.0,344,0,39.6,0,1,0,0,0,0.0
Jason Taylor II,77842,S,OKLA STATE,1,14,,14.0,262,0,39.6,0,1,0,0,0,0.0
Donte Kent,130439,CB,C MICHIGAN,1,6,,3.0,134,0,39.6,0,2,0,0,0,0.0
Jonathan Sutherland,60739,S,PENN STATE,1,3,,3.0,266,0,39.6,0,1,0,0,0,0.0
Michael Onyemaobi,60759,S,TCU,1,2,,2.0,305,0,39.6,0,1,0,0,0,0.0
