player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Boo Carter,184881,S,TENNESSEE,1,5,,5.0,307,0,39.6,0,1,0,0,0,0.0
BJ Allen Jr.,157311,CB,N TEXAS,1,8,,8.0,251,0,39.6,0,1,0,0,0,0.0
Ryan Krahe,164392,LB,MONTANA ST,1,1,,1.0,233,0,39.6,0,1,0,0,0,0.0
Adam Due,177377,CB,HOLY CROSS,1,6,,6.0,181,0,39.6,0,1,0,0,0,0.0
Jayvin Mayfield,192629,CB,STF AUSTIN,1,9,,9.0,301,0,39.6,0,1,0,0,0,0.0
Jantzen Dunn,145068,CB,KENTUCKY,1,6,,6.0,202,0,39.6,0,1,0,0,0,0.0
Isaiah Jones,192553,LB,NEW HAMP,1,2,,2.0,240,0,39.6,0,1,0,0,0,0.0
Derek Taylor,163773,S,E KENTUCKY,1,8,,8.0,159,0,39.6,0,1,0,0,0,0.0
E.J. Lightsey,163746,LB,GA TECH,1,6,,6.0,176,0,39.6,0,1,0,0,0,0.0
Nikolas Mirabella,192446,CB,CITADEL,1,4,,2.0,139,0,39.6,0,2,0,0,0,0.0
Trip White,163670,LB,OKLA STATE,1,1,,1.0,262,0,39.6,0,1,0,0,0,0.0
Jack Donahoe,177451,S,HARVARD,1,2,,2.0,179,0,39.6,0,1,0,0,0,0.0
Zaylon Stoker,192338,CB,LAMAR,1,3,,3.0,204,0,39.6,0,1,0,0,0,0.0
Bryce Boettcher,163288,LB,OREGON,1,5,,5.0,264,0,39.6,0,1,0,0,0,0.0
Cole Olsztyn,177489,S,PENN,1,9,,9.0,267,0,39.6,0,1,0,0,0,0.0
Phoenix Grant,177507,LB,YALE,1,5,,2.5,352,0,39.6,0,2,0,0,0,0.0
Eli Blakey,145820,S,MIAMI OH,1,8,,4.0,221,0,39.6,0,2,0,0,0,0.0
