player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Alex Howard,62494,LB,DUKE,1,27,0,154,0,-3.0,0.0,62.5,,5.0,0,0,0.0,82.7,0,,0.0,0,0,39.6,0,5,18.5,8,1,2,1,0,0,0,0.0,,0,0,-3.0,100.0,76.5,13.0,13.0,0,0,0.0,64.8,0,3,,0,0,79.2,1,13,48.1,17,1,0,1,0,3,6,0.2,3.0
Barry Brown,62724,LB,COAST CAR,1,5,0,141,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,-1.5,100.0,100.0,2.0,2.0,0,0,0.0,50.8,0,12,0.0,0,0,104.2,2,4,80.0,4,0,0,2,0,18,21,4.5,9.0
Kam Butler,63872,ED,VIRGINIA,1,1,0,335,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,10,1,0,0,0,0,0,,,0,1,,,8.3,,,0,0,,63.2,0,,0.0,0,0,0.0,0,1,100.0,12,1,1,0,0,0,0,0.0,
Josh Minkins,66051,S,CINCINNATI,1,21,0,138,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.8,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,48.7,0,,0.0,0,0,0.0,0,8,38.1,8,1,1,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,57,0,169,0,6.0,100.0,80.0,2.5,2.5,0,0,0.0,66.4,0,26,0.0,0,0,103.1,4,12,21.1,15,1,4,4,0,35,11,3.5,8.8,0,0,5.0,100.0,100.0,8.5,8.5,0,0,0.0,69.3,0,14,0.0,0,0,96.9,4,37,64.9,37,2,5,4,0,29,9,0.9,7.3
Akili Arnold,71406,S,USC,1,14,0,326,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,4,28.6,4,0,0,0,0,0,0,0.0,,0,0,15.0,0.0,100.0,,9.0,0,1,100.0,78.1,0,,,0,1,39.6,0,9,64.3,9,0,0,1,0,0,0,0.0,
Easton Mascarenas-Arnold,71410,LB,USC,1,14,0,326,0,,,60.0,,,0,0,,71.9,0,,0.0,0,0,0.0,0,3,21.4,5,1,1,0,0,0,0,0.0,,0,0,-1.0,100.0,100.0,9.0,9.0,0,0,0.0,58.4,0,2,50.0,1,0,79.2,1,9,64.3,9,0,1,1,0,2,3,0.2,2.0
DJ Harvey,72089,CB,S JOSE ST,1,47,0,285,0,13.0,0.0,100.0,,2.0,0,0,0.0,61.2,0,,,0,0,39.6,0,2,4.3,2,0,0,1,0,0,0,0.0,,0,0,13.0,25.0,100.0,36.0,9.0,0,0,0.0,74.2,1,8,0.0,0,0,0.0,1,36,76.6,36,0,2,4,0,8,3,0.2,8.0
Kamren Fabiculanan,72332,S,WASHINGTON,1,34,0,340,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,17,50.0,17,0,0,0,0,0,0,0.0,,0,0,14.0,100.0,100.0,12.0,12.0,0,0,0.0,57.1,0,14,0.0,0,0,118.8,1,13,38.2,13,0,1,1,0,14,0,1.2,14.0
Raider Damuni,72338,S,BYU,1,6,0,128,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,5,83.3,5,0,0,0,0,0,0,0.0,
