player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
DeShawn Pace,53549,LB,UCF,1,47,0,323,0,,,75.0,,,0,0,,71.5,0,,0.0,0,0,0.0,0,12,25.5,16,0,1,0,0,0,0,0.0,,0,0,-1.5,75.0,86.4,6.3,4.8,0,0,0.0,83.4,0,2,0.0,0,0,77.1,3,19,40.4,22,3,4,4,0,4,12,0.2,1.3
Iesa Jarmon,53981,CB,AKRON,1,9,0,102,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,65.0,0,,,0,0,0.0,0,8,88.9,8,0,0,0,0,0,0,0.0,
Jaheim Thomas,54193,LB,WISCONSIN,1,16,0,349,0,,,66.7,,,0,0,,63.2,0,,,0,0,0.0,0,6,37.5,9,0,0,0,0,0,0,0.0,,0,2,,,71.4,,,0,0,,73.4,0,,0.0,0,0,0.0,0,10,62.5,14,0,0,0,0,0,0,0.0,
Alex Howard,62494,LB,DUKE,1,23,0,154,0,,,50.0,,,0,0,,61.4,0,,,0,0,0.0,0,4,17.4,8,0,0,0,0,0,0,0.0,,0,0,,,90.0,,,0,0,,49.9,0,,100.0,1,0,0.0,0,18,78.3,20,0,0,0,0,0,0,0.0,
Barry Brown,62724,LB,COAST CAR,1,7,0,141,0,3.0,100.0,100.0,2.0,2.0,0,0,0.0,52.4,0,14,,0,0,118.8,1,2,28.6,2,0,0,1,0,14,11,7.0,14.0,0,0,2.5,100.0,83.3,2.5,2.5,0,0,0.0,51.9,0,6,50.0,1,0,87.5,2,5,71.4,6,1,1,2,0,10,5,2.0,5.0
Kam Butler,63872,ED,VIRGINIA,1,3,0,335,0,,,12.5,,,0,0,,60.2,0,,,0,0,0.0,0,1,33.3,8,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,26,0,1,0,0,0,0,,
Korey Foreman,70831,ED,FRESNO ST,1,2,0,169,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,5,1,0,0,0,0,0,0.0,,0,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,4,0,0,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,20,0,169,0,,,63.6,,,0,0,,62.6,0,,,0,0,0.0,0,7,35.0,11,0,0,0,0,0,0,0.0,,0,1,10.0,100.0,76.9,10.0,10.0,0,0,0.0,54.7,0,10,0.0,0,0,108.3,1,10,50.0,13,0,0,1,0,10,0,1.0,10.0
Domani Jackson,71370,CB,ALABAMA,1,26,0,103,0,8.0,0.0,100.0,,3.7,0,0,0.0,54.5,0,,,0,0,39.6,0,14,53.8,14,0,0,3,0,0,0,0.0,,0,0,,,91.7,,,0,0,,65.3,0,,,0,0,0.0,0,11,42.3,12,0,0,0,0,0,0,0.0,
William Nimmo Jr.,71391,S,S DIEGO ST,1,15,0,284,0,,,100.0,,,0,0,,66.6,0,,0.0,0,0,0.0,0,3,20.0,3,0,1,0,0,0,0,0.0,,0,0,20.0,0.0,100.0,,11.0,0,0,0.0,31.3,0,,,0,0,39.6,0,11,73.3,11,0,0,1,0,0,0,0.0,
DJ Harvey,72089,CB,S JOSE ST,1,22,0,285,0,2.0,100.0,100.0,1.0,1.0,0,0,0.0,68.7,0,3,0.0,0,0,79.2,1,1,4.5,1,1,1,1,0,3,1,3.0,3.0,0,0,11.0,0.0,100.0,,6.0,0,0,0.0,65.9,0,,,0,0,39.6,0,16,72.7,16,0,0,2,0,0,0,0.0,
Kamren Fabiculanan,72332,S,WASHINGTON,1,40,0,340,0,0.0,100.0,88.9,21.0,21.0,0,0,0.0,65.9,0,4,,0,0,83.3,1,24,60.0,27,0,0,1,0,4,4,0.2,4.0,0,0,5.0,100.0,88.9,14.0,14.0,0,0,0.0,60.8,0,19,33.3,1,0,118.8,1,16,40.0,18,1,2,1,0,19,14,1.4,19.0
Raider Damuni,72338,S,BYU,1,16,0,128,0,,,100.0,,,0,0,,75.9,0,,,0,0,0.0,0,8,50.0,8,0,0,0,0,0,0,0.0,,0,0,22.0,100.0,100.0,6.0,6.0,0,0,0.0,40.3,0,24,0.0,0,0,118.8,1,7,43.8,7,0,1,1,0,24,2,4.0,24.0
Noa Pola-Gates,72535,CB,NEW MEXICO,1,28,0,241,0,9.0,100.0,100.0,6.0,6.0,0,0,0.0,50.4,0,10,100.0,1,0,147.9,1,6,21.4,6,0,0,1,1,10,1,1.7,10.0,0,0,3.0,50.0,100.0,17.0,8.5,0,0,0.0,72.6,0,3,0.0,0,0,56.3,1,18,64.3,18,1,2,2,0,3,0,0.2,3.0
Jadon Pearson,72538,LB,UTAH ST,1,6,0,329,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,85.7,,,0,0,,62.5,0,,,0,0,0.0,0,6,100.0,7,0,0,0,0,0,0,0.0,
Henry Ikahihifo,73151,ED,NEVADA,1,11,0,239,0,,,30.0,,,0,0,,60.8,0,,,0,0,0.0,0,3,27.3,10,0,0,0,0,0,0,0.0,,0,0,,,50.0,,,0,0,,62.6,0,,,0,0,0.0,0,8,72.7,16,0,0,0,0,0,0,0.0,
Justin Houston,74101,CB,FRESNO ST,1,12,0,169,0,21.0,50.0,100.0,3.0,1.5,0,0,0.0,58.2,1,21,,0,0,47.9,1,3,25.0,3,0,0,2,0,21,1,7.0,21.0,0,0,,,100.0,,,0,0,,64.4,0,,,0,0,0.0,0,7,58.3,7,0,0,0,0,0,0,0.0,
Taariq Al-Uqdah,74119,LB,WASH STATE,1,32,0,341,0,,,63.6,,,0,0,,63.1,0,,,0,0,0.0,0,7,21.9,11,0,0,0,0,0,0,0.0,,0,0,1.5,75.0,100.0,6.3,4.8,0,0,0.0,58.3,0,12,20.0,1,0,85.4,3,19,59.4,19,2,4,4,0,20,25,1.1,6.7
Justin Sinclair,74258,S,HAWAII,1,13,0,180,0,1.0,100.0,100.0,9.0,9.0,0,0,0.0,73.7,0,2,0.0,0,0,79.2,1,9,69.2,9,1,2,1,0,2,1,0.2,2.0,0,0,,,100.0,,,0,0,,64.5,0,,0.0,0,0,0.0,0,4,30.8,4,0,1,0,0,0,0,0.0,
Jaymar Mundy,75041,CB,W KENTUCKY,1,5,0,346,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,50.0,100.0,100.0,2.0,2.0,0,0,0.0,47.1,0,54,,0,0,118.8,1,2,40.0,2,0,0,1,0,54,4,27.0,54.0
Silas Walters,75263,S,MIAMI OH,1,36,0,221,0,14.0,75.0,100.0,6.7,5.0,0,1,25.0,69.4,0,13,0.0,0,1,82.3,3,21,58.3,21,0,2,4,0,17,3,0.9,5.7,0,0,14.5,0.0,100.0,,7.5,0,0,0.0,50.1,0,,50.0,1,0,39.6,0,15,41.7,15,0,1,2,0,0,0,0.0,
Chuck Hicks,75816,LB,MISSOURI,1,12,0,229,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,10.0,100.0,91.7,11.0,11.0,0,1,100.0,67.2,0,12,0.0,0,1,116.7,1,11,91.7,12,0,1,1,0,12,2,1.1,12.0
Damaje Yancey,76532,CB,TROY,1,26,0,318,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,3,11.5,3,0,0,0,0,0,0,0.0,,0,0,7.3,66.7,100.0,7.0,4.7,0,0,0.0,55.9,0,12,0.0,0,0,89.6,2,14,53.8,14,0,2,3,0,23,6,1.6,11.5
Capone Blue,76604,CB,WAKE,1,36,0,339,0,11.0,0.0,100.0,,2.0,0,0,0.0,61.4,0,,,0,0,39.6,0,2,5.6,2,0,0,1,0,0,0,0.0,,0,1,4.6,80.0,100.0,6.3,5.0,0,0,0.0,70.4,0,12,16.7,1,0,93.3,4,28,77.8,28,2,4,5,0,32,13,1.3,8.0
Torey Richardson,76711,CB,TEMPLE,1,17,0,306,0,-4.0,100.0,50.0,1.0,1.0,0,0,0.0,60.0,0,-5,,0,0,79.2,1,1,5.9,2,0,0,1,0,-5,-1,-5.0,-5.0,0,0,16.0,50.0,100.0,13.0,6.5,0,0,0.0,64.4,0,22,,0,0,89.6,1,14,82.4,14,0,0,2,0,22,0,1.7,22.0
Matt Harmon,77244,ED,KENT STATE,1,1,0,201,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
Daniel Bolden,77252,LB,TOLEDO,1,25,0,316,0,-2.0,100.0,50.0,6.0,6.0,0,0,0.0,71.7,0,2,0.0,0,0,79.2,1,6,24.0,12,2,1,1,0,2,4,0.3,2.0,0,0,7.0,100.0,93.8,13.0,13.0,0,0,0.0,63.9,0,7,,0,0,95.8,1,15,60.0,16,0,0,1,0,7,0,0.5,7.0
Marque Collins,78999,CB,BYU,1,30,0,128,0,,,100.0,,,0,0,,66.2,0,,0.0,0,0,0.0,0,11,36.7,11,0,1,0,0,0,0,0.0,,0,0,20.0,0.0,100.0,,15.0,0,0,0.0,41.8,0,,,0,0,39.6,0,17,56.7,17,0,0,1,0,0,0,0.0,
Jayden McDonald,81249,LB,UCONN,1,29,0,146,0,,,37.5,,,0,0,,63.3,0,,,0,0,0.0,0,6,20.7,16,1,0,0,0,0,0,0.0,,0,1,11.0,50.0,81.0,17.0,8.5,0,0,0.0,57.0,0,11,0.0,0,0,66.7,1,17,58.6,21,0,1,2,0,11,0,0.6,11.0
Ale Kaho,82646,LB,UCLA,1,4,0,324,0,,,40.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,50.0,5,0,0,0,0,0,0,0.0,,0,0,,,40.0,,,0,0,,60.2,0,,,0,0,0.0,0,2,50.0,5,0,0,0,0,0,0,0.0,
Jaden Robinson,83074,CB,OREGON ST,1,31,0,265,0,8.0,100.0,100.0,9.0,9.0,0,0,0.0,61.2,0,11,0.0,0,0,112.5,1,9,29.0,9,0,3,1,0,11,3,1.2,11.0,0,0,12.0,100.0,100.0,18.0,18.0,0,0,0.0,61.8,0,12,100.0,1,0,116.7,1,20,64.5,20,0,0,1,0,12,0,0.7,12.0
Dustin Johnson,83197,S,OHIO,1,36,0,259,0,4.0,100.0,100.0,3.0,3.0,0,0,0.0,52.9,0,10,25.0,1,0,90.3,3,9,25.0,9,0,3,3,0,17,5,1.9,5.7,0,0,14.5,0.0,100.0,,11.5,1,0,0.0,67.3,0,,0.0,0,0,39.6,0,25,69.4,25,0,2,2,0,0,0,0.0,
Jarvis Ware,83314,CB,UNLV,1,13,0,325,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,1,0,0,0,0,0,0,0.0,,0,0,33.0,0.0,100.0,,11.0,0,1,100.0,75.1,0,,0.0,0,1,39.6,0,11,84.6,11,0,1,1,0,0,0,0.0,
Chris Mills,83315,CB,TEXAS ST,1,26,0,314,0,18.5,50.0,100.0,5.0,2.5,0,1,50.0,59.2,0,24,,0,1,93.8,1,5,19.2,5,0,0,2,0,24,8,4.8,24.0,0,0,17.0,0.0,100.0,,8.5,0,0,0.0,68.4,1,,0.0,0,0,0.0,0,18,69.2,18,0,1,2,0,0,0,0.0,
Bryan Addison,83825,S,UCLA,1,35,0,324,1,-1.0,100.0,93.8,14.0,14.0,0,0,0.0,60.6,0,6,0.0,0,0,91.7,1,15,42.9,16,0,0,1,0,6,7,0.4,6.0,0,0,,,100.0,,,0,0,,65.4,0,,,0,0,0.0,0,16,45.7,16,0,0,0,0,0,0,0.0,
