player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,S,OREGON ST,1,5,0,265,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,40.0,2,0,0,0,0,0,0,0.0,
James Camden,53418,LB,W MICHIGAN,1,24,0,347,0,,,75.0,,,0,0,,60.3,0,,,0,0,0.0,0,3,12.5,4,0,0,0,0,0,0,0.0,,0,0,3.5,100.0,95.2,10.0,10.0,0,0,0.0,65.8,0,9,0.0,0,0,93.8,2,20,83.3,21,0,2,2,0,13,6,0.7,6.5
Mister Williams,70521,LB,S DIEGO ST,1,19,0,284,0,,,28.6,,,0,0,,61.5,0,,,0,0,0.0,0,2,10.5,7,0,0,0,0,0,0,0.0,,0,0,14.0,100.0,93.8,14.0,14.0,0,0,0.0,51.7,0,35,,0,0,118.8,1,15,78.9,16,0,0,1,0,35,21,2.5,35.0
Korey Foreman,70831,ED,FRESNO ST,1,2,0,169,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,3,0,0,0,0,0,0,0.0,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,5,0,0,0,0,0,0,0.0,
Calvin Pitcher,70877,LB,UAB,1,8,0,321,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,87.5,,,0,0,,62.7,0,,,0,0,0.0,0,7,87.5,8,0,0,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,30,0,103,0,6.5,100.0,100.0,3.0,3.0,0,0,0.0,57.1,0,9,0.0,0,0,97.9,2,7,23.3,7,0,2,2,0,15,2,2.5,7.5,0,1,6.0,100.0,100.0,21.0,21.0,0,0,0.0,62.4,0,6,0.0,0,0,91.7,1,21,70.0,21,0,0,1,0,6,0,0.3,6.0
Raider Damuni,72338,S,BYU,1,15,0,128,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,7,46.7,7,0,0,0,0,0,0,0.0,,0,1,14.0,100.0,100.0,7.0,7.0,0,0,0.0,54.2,0,14,0.0,0,0,118.8,1,7,46.7,7,0,0,1,0,14,0,2.0,14.0
Jadon Pearson,72538,LB,FRESNO ST,1,17,0,169,0,,,60.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,17.6,5,0,0,0,0,0,0,0.0,,0,0,,,92.9,,,0,0,,64.0,0,,,0,0,0.0,0,13,76.5,14,0,0,0,0,0,0,0.0,
Marco Notarainni,73389,LB,BOISE ST,1,22,0,120,0,,,85.7,,,0,0,,63.7,0,,,0,0,0.0,0,12,54.5,14,0,0,0,0,0,0,0.0,,0,0,8.0,100.0,77.8,7.0,7.0,0,0,0.0,44.1,0,24,,0,0,118.8,1,7,31.8,9,0,0,1,0,24,16,3.4,24.0
Zion Branch,74395,S,GEORGIA,1,23,0,173,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,6,26.1,6,0,0,0,0,0,0,0.0,,0,0,6.5,100.0,100.0,6.5,6.5,0,0,0.0,51.5,0,17,50.0,1,0,116.7,2,14,60.9,14,0,1,2,0,24,11,1.8,12.0
