player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
DeShawn Pace,53549,LB,UCF,1,34,0,323,0,,,90.0,,,0,0,,64.8,0,,,0,0,0.0,0,9,26.5,10,0,0,0,0,0,0,0.0,,0,0,3.1,85.7,80.8,3.5,3.0,0,0,0.0,44.0,0,30,25.0,1,0,112.5,6,21,61.8,26,1,3,7,0,77,53,3.7,12.8
Iesa Jarmon,53981,CB,AKRON,1,3,0,102,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,1.0,1.0,0,0,0.0,62.2,0,7,0.0,0,0,95.8,1,1,33.3,1,0,1,1,0,7,2,7.0,7.0
Jaheim Thomas,54193,LB,WISCONSIN,1,3,0,349,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,11.0,0.0,100.0,,2.0,0,0,0.0,54.4,0,,,0,0,39.6,0,2,66.7,2,0,0,1,0,0,0,0.0,
Alex Howard,62494,LB,DUKE,1,3,0,154,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Barry Brown,62724,LB,COAST CAR,1,2,0,141,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,62.8,0,7,0.0,0,0,95.8,1,2,100.0,2,0,1,1,0,7,8,3.5,7.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Korey Foreman,70831,ED,FRESNO ST,1,5,0,169,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,9,0,0,0,0,0,0,0.0,,0,0,,,23.1,,,0,0,,60.7,0,,,0,0,0.0,0,3,60.0,13,0,0,0,0,0,0,0.0,
Tuasivi Nomura,70879,LB,FRESNO ST,1,28,0,169,0,,,38.5,,,0,0,,43.5,0,,,0,0,0.0,0,5,17.9,13,0,0,0,0,0,0,0.0,,0,0,16.0,50.0,63.6,14.0,7.0,0,2,100.0,90.6,0,3,0.0,0,2,56.3,1,14,50.0,22,1,2,2,0,3,0,0.2,3.0
William Nimmo Jr.,71391,S,S DIEGO ST,1,15,0,284,0,6.0,100.0,100.0,3.0,3.0,0,0,0.0,53.8,0,10,0.0,0,0,108.3,1,3,20.0,3,0,1,1,0,10,4,3.3,10.0,0,0,,,100.0,,,0,0,,50.5,0,,0.0,0,0,0.0,0,11,73.3,11,0,1,0,0,0,0,0.0,
Akili Arnold,71406,S,USC,1,30,0,326,0,,,91.7,,,0,0,,65.6,0,,0.0,0,0,0.0,0,11,36.7,12,0,1,0,0,0,0,0.0,,0,1,14.0,100.0,100.0,14.0,14.0,0,0,0.0,51.2,0,15,50.0,1,0,118.8,1,14,46.7,14,0,0,1,0,15,1,1.1,15.0
Easton Mascarenas-Arnold,71410,LB,USC,1,34,0,326,1,2.0,100.0,76.5,12.0,12.0,0,0,0.0,57.9,0,9,0.0,0,0,104.2,1,13,38.2,17,0,1,1,0,9,7,0.8,9.0,0,0,13.0,100.0,80.0,16.0,16.0,0,0,0.0,55.5,0,21,,0,0,118.8,1,16,47.1,20,0,0,1,0,21,8,1.3,21.0
