player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Kyle Pugh,35900,LB,N ILLINOIS,1,15,0,254,0,,,88.9,,,0,0,,72.1,0,,0.0,0,0,0.0,0,8,53.3,9,1,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,5,33.3,5,0,0,0,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,24,0,113,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,1,0,0,0,0,0,0,0.0,,0,1,4.0,60.0,80.0,6.3,3.8,0,0,0.0,60.6,0,6,0.0,0,0,67.1,3,20,83.3,25,0,2,5,0,18,9,0.9,6.0
Monte McGary,42477,CB,KANSAS,1,3,0,198,0,9.0,100.0,100.0,2.0,2.0,0,0,0.0,52.8,0,12,0.0,0,0,116.7,1,2,66.7,2,0,1,1,0,12,3,6.0,12.0,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,1,52,0,347,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,7,13.5,7,0,0,0,0,0,0,0.0,,0,2,5.5,100.0,96.4,6.8,6.8,0,0,0.0,61.9,0,16,12.5,1,0,99.0,4,27,51.9,28,2,5,4,0,31,9,1.1,7.8
Clifford Chattman,42657,S,UTSA,1,33,0,331,0,20.0,100.0,100.0,8.0,8.0,0,1,100.0,69.0,0,20,0.0,0,1,118.8,1,9,27.3,9,0,1,1,0,20,0,2.5,20.0,0,0,8.2,60.0,91.3,6.7,4.0,0,0,0.0,56.9,0,17,0.0,0,0,73.8,3,21,63.6,23,1,3,5,0,26,7,1.3,8.7
Justin Clark,43185,CB,WISCONSIN,1,24,0,349,0,22.0,0.0,100.0,,2.0,0,1,100.0,68.5,0,,,0,0,39.6,0,2,8.3,2,0,0,1,0,0,0,0.0,,0,0,15.0,0.0,100.0,,15.0,0,1,100.0,70.8,0,,,0,0,39.6,0,17,70.8,17,0,0,1,0,0,0,0.0,
Ryan McWood,43189,LB,MIAMI OH,1,29,0,221,0,-2.0,100.0,75.0,12.0,12.0,0,0,0.0,71.5,0,6,0.0,0,0,91.7,1,12,41.4,16,1,2,1,0,6,8,0.5,6.0,0,0,,,80.0,,,0,1,,76.0,0,,,0,1,0.0,0,12,41.4,15,0,0,0,0,0,0,0.0,
Jaydon Grant,43354,S,OREGON ST,1,33,0,265,0,-3.0,100.0,81.8,5.0,5.0,0,0,0.0,52.2,0,5,0.0,0,0,87.5,1,9,27.3,11,0,2,1,0,5,8,1.0,5.0,0,0,14.0,0.0,100.0,,17.0,0,0,0.0,62.5,0,,50.0,1,0,39.6,0,18,54.5,18,1,1,1,0,0,0,0.0,
Jon-Michael Terry,43635,LB,TULSA,1,44,0,320,0,-1.0,100.0,72.2,12.0,12.0,0,0,0.0,69.5,0,2,0.0,0,0,79.2,1,13,29.5,18,1,1,1,0,2,3,0.2,2.0,0,0,13.5,0.0,95.2,,10.0,0,0,0.0,49.2,0,,,0,0,39.6,0,20,45.5,21,0,0,2,0,0,0,0.0,
Sione Tupou,44093,LB,TEXAS ST,1,26,0,314,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.8,2,0,0,0,0,0,0,0.0,,0,1,8.3,66.7,83.3,9.0,6.0,0,0,0.0,66.5,1,7,0.0,0,0,34.7,2,20,76.9,24,1,3,3,0,12,4,0.7,6.0
Semisi Fakasiieiki,44340,LB,PURDUE,1,9,0,273,1,-6.5,50.0,85.7,6.0,3.0,0,0,0.0,72.5,0,3,0.0,0,0,56.3,1,6,66.7,7,0,0,2,0,3,9,0.5,3.0,0,0,,,100.0,,,0,0,,60.7,0,,,0,0,0.0,0,3,33.3,3,0,0,0,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,1,30,0,180,0,-2.0,100.0,50.0,2.0,2.0,0,0,0.0,61.5,0,20,,0,0,118.8,1,3,10.0,6,0,0,1,0,20,22,10.0,20.0,0,2,2.8,100.0,100.0,4.0,4.0,0,0,0.0,48.8,0,13,25.0,1,0,105.2,4,16,53.3,16,1,1,4,0,37,26,2.3,9.3
Kenneth Orji,52209,ED,RICE,1,6,0,275,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,5.0,0.0,42.9,,3.0,0,0,0.0,60.4,0,,,0,0,39.6,0,3,50.0,7,0,0,1,0,0,0,0.0,
Bentlee Sanders,52291,S,NEVADA,1,33,0,239,0,12.5,100.0,100.0,5.0,5.0,0,0,0.0,75.9,0,19,0.0,0,0,118.8,2,10,30.3,10,0,3,2,0,32,7,3.2,16.0,0,0,40.0,0.0,100.0,,15.0,0,0,0.0,52.1,0,,0.0,0,0,39.6,0,17,51.5,17,0,1,1,0,0,0,0.0,
Nick Roberts,52318,S,SMU,1,33,0,287,0,,,75.0,,,0,0,,61.1,0,,,0,0,0.0,0,3,9.1,4,0,0,0,0,0,0,0.0,,0,0,16.0,50.0,95.7,21.0,10.5,0,0,0.0,66.2,0,15,0.0,0,0,75.0,1,22,66.7,23,0,1,2,0,15,0,0.7,15.0
Cole Pearce,52970,LB,BALL ST,1,35,0,117,0,3.0,100.0,69.2,17.0,17.0,0,0,0.0,66.2,0,7,0.0,0,0,95.8,1,18,51.4,26,1,2,1,0,7,4,0.4,7.0,0,0,9.0,50.0,84.2,13.0,6.5,0,0,0.0,53.4,0,27,0.0,0,0,95.8,1,16,45.7,19,0,1,2,0,27,14,2.1,27.0
DeShawn Pace,53549,LB,CINCINNATI,1,21,0,138,0,-4.0,100.0,75.0,6.0,6.0,0,0,0.0,61.6,0,-4,,0,0,79.2,1,6,28.6,8,0,0,1,0,-4,0,-0.7,-4.0,0,0,8.5,100.0,84.6,5.0,5.0,0,0,0.0,56.4,0,11,0.0,0,0,106.3,2,11,52.4,13,0,2,2,0,19,2,1.9,9.5
Ja'von Hicks,53569,S,CINCINNATI,1,49,0,138,0,,,100.0,,,0,0,,46.9,0,,,0,0,0.0,0,14,28.6,14,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,12.0,12.0,0,0,0.0,70.6,0,16,0.0,0,0,139.6,2,25,51.0,25,1,1,2,1,16,4,0.7,8.0
Ivan Pace Jr.,53587,LB,CINCINNATI,1,31,0,138,0,,,61.5,,,0,0,,62.1,0,,,0,0,0.0,0,8,25.8,13,1,0,0,0,0,0,0.0,,0,0,,,70.0,,,0,0,,63.3,0,,100.0,1,0,0.0,0,14,45.2,20,0,0,0,0,0,0,0.0,
Jaheim Thomas,54193,LB,CINCINNATI,1,19,0,138,0,,,75.0,,,0,0,,62.5,0,,,0,0,0.0,0,6,31.6,8,1,0,0,0,0,0,0.0,,0,1,,,60.0,,,0,0,,65.0,0,,0.0,0,0,0.0,0,9,47.4,15,1,0,0,0,0,0,0.0,
Isaiah Norman,54967,S,MARSHALL,1,42,0,214,0,,,91.7,,,0,0,,64.9,0,,,0,0,0.0,0,11,26.2,12,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,50.4,0,,0.0,0,0,0.0,0,12,28.6,12,0,1,0,0,0,0,0.0,
Aapri Washington,55013,CB,E CAROLINA,1,47,0,156,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,2.1,1,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,100.0,21.0,21.0,0,0,0.0,68.3,0,3,0.0,0,0,79.2,1,22,46.8,22,0,1,1,0,3,0,0.1,3.0
Tim Terry,55020,LB,AKRON,1,13,0,102,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,5,0,0,0,0,0,0,0.0,,0,0,-0.5,50.0,100.0,10.0,5.0,0,0,0.0,62.9,0,5,,0,0,56.3,1,12,92.3,12,0,0,2,0,5,9,0.5,5.0
Isaiah King,55037,CB,BUFFALO,1,51,0,126,0,,,100.0,,,0,0,,64.3,0,,,0,0,0.0,0,9,17.6,9,0,0,0,0,0,0,0.0,,0,0,21.0,50.0,100.0,32.0,16.0,0,0,0.0,64.1,0,23,33.3,1,0,91.7,1,32,62.7,32,0,2,2,0,23,14,0.7,23.0
Devonni Reed,55046,S,S CAROLINA,1,24,0,289,0,-1.5,100.0,100.0,4.5,4.5,0,0,0.0,75.6,0,17,0.0,0,0,106.3,2,10,41.7,10,1,2,2,0,19,22,2.1,9.5,0,0,11.0,100.0,100.0,3.0,3.0,0,0,0.0,30.6,0,15,0.0,0,0,118.8,3,11,45.8,11,0,3,3,0,42,9,4.7,14.0
Troy Brown,55050,LB,OLE MISS,1,17,0,226,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,4.5,100.0,85.7,2.5,2.5,0,0,0.0,42.1,0,11,0.0,0,0,104.2,2,6,35.3,7,0,2,2,0,18,9,3.6,9.0
