player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Colby Reeder,30285,LB,IOWA STATE,1,24,0,193,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,4.8,20.0,90.5,18.0,3.6,0,0,0.0,76.3,1,6,0.0,0,0,0.0,1,19,79.2,21,0,1,5,0,6,1,0.3,6.0
Kyle Pugh,35900,LB,N ILLINOIS,1,23,0,254,0,,,80.0,,,0,0,,61.2,0,,,0,0,0.0,0,4,17.4,5,0,0,0,0,0,0,0.0,,0,1,,,75.0,,,0,0,,72.9,0,,0.0,0,0,0.0,0,15,65.2,20,0,1,0,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,1,32,0,113,0,29.0,0.0,90.9,,9.0,0,0,0.0,45.8,0,,,0,0,39.6,0,10,31.3,11,0,0,1,0,0,0,0.0,,0,1,6.5,100.0,81.8,8.5,8.5,0,0,0.0,47.2,0,17,0.0,0,0,158.3,2,18,56.3,22,0,1,2,1,33,20,1.9,16.5
Bricen Garner,42520,S,W MICHIGAN,1,12,0,347,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,4,33.3,4,0,0,0,0,0,0,0.0,,0,0,20.0,100.0,75.0,6.0,6.0,0,0,0.0,30.0,0,37,,0,0,118.8,1,6,50.0,8,0,0,1,0,37,17,6.2,37.0
Brandon Moore,42620,CB,NEBRASKA,1,8,0,238,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,66.7,,,0,0,,61.4,0,,,0,0,0.0,0,2,25.0,3,0,0,0,0,0,0,0.0,
Brandon Bouyer-Randle,42637,LB,UCONN,1,19,0,146,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,10.5,2,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,82.4,14.0,14.0,0,0,0.0,64.0,0,6,,0,0,91.7,1,14,73.7,17,1,0,1,0,6,0,0.4,6.0
Clifford Chattman,42657,S,UTSA,1,20,0,331,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,69.6,0,,0.0,0,0,0.0,0,18,90.0,18,0,3,0,0,0,0,0.0,
Justin Clark,43185,CB,WISCONSIN,1,14,0,349,0,6.0,0.0,100.0,,4.0,0,0,0.0,71.1,0,,,0,0,39.6,0,4,28.6,4,0,0,1,0,0,0,0.0,,0,0,19.0,0.0,100.0,,9.0,0,1,100.0,56.2,0,,,0,0,39.6,0,9,64.3,9,0,0,1,0,0,0,0.0,
Ryan McWood,43189,LB,MIAMI OH,1,40,0,221,0,,,60.0,,,0,0,,61.0,0,,,0,0,0.0,0,3,7.5,5,0,0,0,0,0,0,0.0,,0,2,9.7,100.0,100.0,9.7,9.7,0,0,0.0,52.1,0,19,25.0,1,0,118.8,3,31,77.5,31,0,1,3,0,40,11,1.4,13.3
Jaydon Grant,43354,S,OREGON ST,1,15,0,265,0,17.0,0.0,100.0,,6.0,0,0,0.0,51.0,0,,,0,0,39.6,0,6,40.0,6,0,0,1,0,0,0,0.0,,0,1,0.0,100.0,88.9,8.0,8.0,0,0,0.0,77.9,1,8,0.0,0,0,60.4,1,8,53.3,9,0,0,1,0,8,8,1.0,8.0
