player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Eavan Gibbons,85696,S,NAVY,1,15,0,237,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,2,13.3,2,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,9.0,9.0,0,0,0.0,54.3,0,8,,0,0,100.0,1,9,60.0,9,0,0,1,0,8,2,0.9,8.0
Quindrelin Hammonds,102679,S,ARMY,1,35,0,114,0,4.0,100.0,100.0,3.0,3.0,0,0,0.0,47.4,0,11,0.0,0,0,112.5,1,3,8.6,3,0,1,1,0,11,7,3.7,11.0,0,1,29.0,0.0,100.0,,13.0,0,1,50.0,68.4,0,,0.0,0,1,39.6,0,26,74.3,26,0,0,2,0,0,0,0.0,
Jabari Moore,102681,CB,ARMY,1,29,0,114,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,10.3,3,0,0,0,0,0,0,0.0,,0,0,8.5,50.0,100.0,21.0,10.5,0,0,0.0,63.5,0,9,0.0,0,0,62.5,1,21,72.4,21,0,1,2,0,9,4,0.4,9.0
Jimmy Ciarlo,121563,LB,ARMY,1,27,0,114,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,-0.5,75.0,80.8,7.0,5.3,0,0,0.0,67.1,0,15,0.0,0,0,84.4,3,21,77.8,26,1,3,4,0,19,18,0.9,6.3
Cameron Jones,121581,CB,ARMY,1,11,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,17.0,100.0,100.0,9.0,9.0,0,0,0.0,58.0,0,20,0.0,0,0,118.8,1,9,81.8,9,0,1,1,0,20,3,2.2,20.0
Leo Lowin,121586,LB,ARMY,1,31,0,114,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.2,3,0,0,0,0,0,0,0.0,,0,1,8.0,100.0,92.3,24.0,24.0,0,0,0.0,58.4,0,14,0.0,0,0,158.3,1,24,77.4,26,0,0,1,1,14,6,0.6,14.0
Bo Nicolas-Paul,121595,CB,ARMY,1,30,0,114,0,,,100.0,,,0,0,,62.0,0,,,0,0,0.0,0,3,10.0,3,0,0,0,0,0,0,0.0,,0,0,19.0,50.0,100.0,22.0,11.0,0,0,0.0,68.6,0,13,0.0,0,0,70.8,1,22,73.3,22,0,4,2,0,13,8,0.6,13.0
Jackson Powell,121602,ED,ARMY,1,9,0,114,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,6.0,100.0,34.6,4.5,4.5,0,0,0.0,55.0,0,10,,0,0,106.3,2,9,100.0,26,0,0,2,0,19,7,2.1,9.5
Will Harbour,121848,LB,NAVY,1,12,0,237,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,2,0,0,0,0,0,0,0.0,,0,0,,,88.9,,,0,0,,53.7,0,,0.0,0,0,0.0,0,8,66.7,9,0,1,0,0,0,0,0.0,
Xavier McDonald,121857,LB,NAVY,1,8,0,237,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,3.0,100.0,77.8,3.5,3.5,0,0,0.0,66.9,0,9,0.0,0,0,93.8,2,7,87.5,9,0,2,2,0,13,7,1.9,6.5
Rayuan Lane III,144326,S,NAVY,1,15,0,237,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,13.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.2,0,,,0,0,0.0,0,9,60.0,9,0,0,0,0,0,0,0.0,
Dashaun Peele,144335,CB,NAVY,1,14,0,237,0,6.0,0.0,100.0,,2.0,0,0,0.0,61.4,0,,,0,0,39.6,0,2,14.3,2,0,0,1,0,0,0,0.0,,0,2,13.0,0.0,100.0,,9.0,0,0,0.0,60.4,0,,0.0,0,0,39.6,0,9,64.3,9,0,0,1,0,0,0,0.0,
Colin Ramos,144338,LB,NAVY,1,13,0,237,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,7.7,2,0,0,0,0,0,0,0.0,,0,0,-4.0,100.0,88.9,8.0,8.0,0,0,0.0,52.3,0,5,100.0,1,0,87.5,1,8,61.5,9,0,0,1,0,5,9,0.6,5.0
Mbiti Williams Jr.,144352,S,NAVY,1,14,0,237,0,33.0,0.0,100.0,,2.0,0,1,100.0,74.3,0,,,0,1,39.6,0,2,14.3,2,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,67.7,0,,0.0,0,0,0.0,0,9,64.3,9,0,2,0,0,0,0,0.0,
Max DiDomenico,147338,S,ARMY,1,35,0,114,0,,,100.0,,,0,0,,61.9,0,,,0,0,0.0,0,3,8.6,3,0,0,0,0,0,0,0.0,,0,0,10.3,50.0,100.0,8.7,4.3,0,1,16.7,89.5,1,14,0.0,0,1,24.3,3,26,74.3,26,0,2,6,0,29,14,1.1,9.7
Luke Pirris,162574,ED,NAVY,1,8,0,237,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,1,8.3,66.7,77.8,3.5,2.3,0,1,33.3,52.9,0,14,0.0,0,1,91.0,2,7,87.5,9,0,0,3,0,24,5,3.4,12.0
Kalib Fortner,163190,LB,ARMY,1,28,0,114,0,1.0,100.0,33.3,1.0,1.0,0,0,0.0,66.8,0,4,0.0,0,0,83.3,1,1,3.6,3,1,1,1,0,4,3,4.0,4.0,0,1,10.0,100.0,80.8,21.0,21.0,0,0,0.0,51.9,0,13,0.0,0,0,118.8,1,21,75.0,26,1,0,1,0,13,3,0.6,13.0
