player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jaylan Foster,13095,S,S CAROLINA,1,24,0,289,0,,,90.0,,,0,0,,72.2,0,,0.0,0,0,0.0,0,9,37.5,10,1,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,41.1,0,,,0,0,0.0,0,10,41.7,10,0,0,0,0,0,0,0.0,
Devin Taylor,22317,CB,BOWL GREEN,1,34,0,122,0,13.5,50.0,100.0,3.0,1.5,0,1,50.0,53.3,0,14,,0,0,72.9,1,3,8.8,3,0,0,2,0,14,0,4.7,14.0,0,0,15.7,66.7,95.5,10.5,7.0,0,0,0.0,55.2,0,20,50.0,1,0,92.4,2,21,61.8,22,1,1,3,0,25,3,1.2,12.5
Cortez Davis,22974,CB,HAWAII,1,34,0,180,0,24.0,0.0,100.0,,6.0,0,1,100.0,70.9,0,,,0,0,39.6,0,7,20.6,7,0,0,1,0,0,0,0.0,,0,1,3.5,100.0,95.8,5.3,5.3,0,0,0.0,57.1,0,20,0.0,0,0,106.3,4,23,67.6,24,1,3,4,0,38,24,1.8,9.5
Dru Prox,23093,LB,UTSA,1,1,0,331,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,13.0,0.0,100.0,,1.0,0,0,0.0,60.0,0,,,0,0,39.6,0,1,100.0,1,0,0,1,0,0,0,0.0,
Reggie Stubblefield,23441,S,KANSAS ST,1,19,0,199,0,,,75.0,,,0,0,,72.2,0,,0.0,0,0,0.0,0,6,31.6,8,1,1,0,0,0,0,0.0,,0,0,10.0,100.0,100.0,11.0,11.0,0,0,0.0,58.1,0,14,100.0,1,0,118.8,1,12,63.2,12,0,0,1,0,14,4,1.3,14.0
Darion Dunn,23963,CB,TEXAS,1,4,0,311,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,100.0,100.0,3.0,3.0,0,0,0.0,64.3,0,6,0.0,0,0,91.7,1,3,75.0,3,0,1,1,0,6,3,2.0,6.0
Darren Evans,24171,CB,LSU,1,11,0,211,0,,,100.0,,,0,0,,63.8,0,,,0,0,0.0,0,6,54.5,6,0,0,0,0,0,0,0.0,,0,0,12.0,0.0,100.0,,4.0,0,0,0.0,61.7,0,,,0,0,39.6,0,4,36.4,4,0,0,1,0,0,0,0.0,
Jeremiah Moon,26453,LB,FLORIDA,1,13,0,163,0,,,40.0,,,0,0,,63.7,0,,0.0,0,0,0.0,0,4,30.8,10,2,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,7,53.8,7,0,0,0,0,0,0,0.0,
Brenden Schooler,28253,S,TEXAS,1,8,0,311,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,16.0,100.0,100.0,5.0,5.0,0,0,0.0,51.8,0,20,0.0,0,0,118.8,1,5,62.5,5,0,1,1,0,20,4,4.0,20.0
Richard Moore,28853,LB,SMU,1,20,0,287,0,,,63.6,,,0,0,,72.1,0,,0.0,0,0,0.0,0,7,35.0,11,1,1,0,0,0,0,0.0,,0,0,,,90.9,,,0,0,,63.3,0,,,0,0,0.0,0,10,50.0,11,0,0,0,0,0,0,0.0,
Jack Jones,29050,CB,ARIZONA ST,1,21,0,110,0,12.0,0.0,100.0,,7.0,0,1,100.0,75.5,0,,,0,1,39.6,0,7,33.3,7,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,11,52.4,11,0,0,0,0,0,0,0.0,
Marshaun Cameron,30624,CB,COLO STATE,1,38,0,144,0,18.0,50.0,100.0,6.0,3.0,0,1,16.7,30.7,0,20,0.0,0,0,111.8,3,22,57.9,22,0,2,6,1,41,19,2.3,13.7,0,1,5.0,100.0,100.0,10.0,10.0,0,0,0.0,59.0,0,10,0.0,0,0,108.3,1,10,26.3,10,0,1,1,0,10,5,1.0,10.0
Brian Cavicante,33444,LB,MARSHALL,1,15,0,214,0,,,75.0,,,0,0,,61.9,0,,,0,0,0.0,0,6,40.0,8,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,64.3,0,,0.0,0,0,0.0,0,8,53.3,8,0,0,0,0,0,0,0.0,
Brock Nichols,33753,S,USF,1,12,0,327,0,15.0,0.0,100.0,,2.0,0,0,0.0,51.2,0,,,0,0,39.6,0,2,16.7,2,0,0,1,0,0,0,0.0,,0,0,20.0,0.0,88.9,,8.0,0,0,0.0,90.7,1,,0.0,0,0,0.0,0,8,66.7,9,0,1,1,0,0,0,0.0,
Meiko Dotson,33902,CB,FLORIDA ST,1,11,0,167,0,10.0,100.0,100.0,4.0,4.0,0,0,0.0,44.6,0,23,0.0,0,0,118.8,2,8,72.7,8,0,1,2,0,35,15,4.4,17.5,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,
Denzel Feaster,34561,LB,UTSA,1,5,0,331,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,47.7,0,,100.0,1,0,0.0,0,3,60.0,3,0,0,0,0,0,0,0.0,
