player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Mason White,43872,S,OREGON ST,1,11,0,265,0,,,100.0,,,0,1,,60.0,0,,,0,1,0.0,0,1,9.1,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.9,0,,0.0,0,0,0.0,0,9,81.8,9,0,1,0,0,0,0,0.0,
James Camden,53418,LB,W MICHIGAN,1,17,0,347,0,,,75.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,17.6,4,0,0,0,0,0,0,0.0,,0,0,10.0,0.0,90.9,,9.0,0,0,0.0,44.0,0,,100.0,1,0,39.6,0,10,58.8,11,0,0,1,0,0,0,0.0,
Mister Williams,70521,LB,S DIEGO ST,1,26,0,284,0,-7.0,100.0,85.7,5.0,5.0,0,0,0.0,53.3,0,0,0.0,0,0,79.2,1,6,23.1,7,0,1,1,0,0,7,0.0,0.0,0,0,2.0,100.0,94.7,18.0,18.0,0,0,0.0,69.6,0,3,0.0,0,0,79.2,1,18,69.2,19,1,1,1,0,3,1,0.2,3.0
Calvin Pitcher,70877,LB,UAB,1,6,0,321,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,20.0,0.0,100.0,,3.0,0,0,0.0,52.0,0,,0.0,0,0,39.6,0,3,50.0,3,0,1,1,0,0,0,0.0,
Tate Romney,70946,LB,ARIZONA ST,1,4,0,110,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,60.0,,,0,0,,63.0,0,,0.0,0,0,0.0,0,3,75.0,5,0,1,0,0,0,0,0.0,
Domani Jackson,71370,CB,ALABAMA,1,17,0,103,0,12.5,50.0,100.0,6.0,3.0,0,0,0.0,55.2,0,25,0.0,0,0,95.8,1,6,35.3,6,0,1,2,0,25,2,4.2,25.0,0,0,,,100.0,,,0,0,,54.2,0,,,0,0,0.0,0,11,64.7,11,0,0,0,0,0,0,0.0,
Raider Damuni,72338,S,BYU,1,3,0,128,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,100.0,2.0,2.0,0,0,0.0,77.6,0,0,0.0,0,0,79.2,1,2,66.7,2,1,1,1,0,0,1,0.0,0.0
Jadon Pearson,72538,LB,FRESNO ST,1,17,0,169,0,-4.0,100.0,85.7,6.0,6.0,0,0,0.0,51.0,0,41,100.0,1,0,118.8,1,6,35.3,7,0,0,1,0,41,45,6.8,41.0,0,0,-3.5,50.0,100.0,10.0,5.0,0,0,0.0,62.7,0,4,,0,0,56.3,1,10,58.8,10,0,0,2,0,4,9,0.4,4.0
Marco Notarainni,73389,LB,BOISE ST,1,15,0,120,0,26.0,100.0,45.5,5.0,5.0,0,0,0.0,42.9,0,36,,0,0,118.8,1,5,33.3,11,0,0,1,0,36,10,7.2,36.0,0,0,,,100.0,,,0,0,,79.8,0,,0.0,0,0,0.0,0,8,53.3,8,1,1,0,0,0,0,0.0,
Justin Sinclair,74258,S,HAWAII,1,12,0,180,0,16.0,0.0,100.0,,5.0,0,0,0.0,51.0,0,,,0,0,39.6,0,5,41.7,5,0,0,1,0,0,0,0.0,,0,0,8.0,100.0,100.0,5.0,5.0,0,0,0.0,63.8,0,13,0.0,0,0,118.8,1,7,58.3,7,0,2,1,0,13,5,2.6,13.0
